step,cos,z,f_thumb,f_index,f_middle,clearance_mm,act_absmax
0,0.0006,0.0124,8.041,6.611,0.933,55.18,2.0
1,0.0005,0.0124,2.953,2.535,0.614,55.2,2.0
2,0.0005,0.0124,1.953,1.995,0.0,55.21,2.0
3,0.0002,0.0125,1.31,1.325,0.0,55.22,2.0
4,0.0002,0.0125,1.093,1.016,0.206,55.23,2.0
5,0.0002,0.0125,1.174,1.108,0.192,55.23,2.0
6,0.0002,0.0125,1.323,1.358,0.209,55.24,2.0
7,0.0003,0.0125,1.459,1.594,0.237,55.24,2.0
8,0.0004,0.0125,1.573,1.813,0.268,55.24,2.0
9,0.0004,0.0125,1.671,2.022,0.292,55.25,2.0
10,0.0004,0.0125,1.759,2.215,0.314,55.25,2.0
11,0.0005,0.0125,1.838,2.392,0.333,55.26,2.0
12,0.0005,0.0125,1.908,2.545,0.353,55.26,2.0
13,0.0005,0.0125,1.969,2.672,0.374,55.26,2.0
14,0.0006,0.0125,2.019,2.773,0.394,55.27,2.0
15,0.0006,0.0125,2.061,2.85,0.421,55.27,2.0
16,0.0006,0.0125,2.097,2.911,0.448,55.27,2.0
17,0.0006,0.0125,2.127,2.96,0.474,55.27,2.0
18,0.0006,0.0125,2.149,2.996,0.499,55.27,2.0
19,0.0006,0.0125,2.166,3.022,0.524,55.27,2.0
20,0.0006,0.0125,2.176,3.039,0.546,55.27,2.0
21,0.0006,0.0125,2.181,3.048,0.567,55.27,2.0
22,0.0006,0.0125,2.179,3.046,0.584,55.27,2.0
23,0.0006,0.0125,2.173,3.031,0.601,55.27,2.0
24,-0.002,0.0154,1.535,1.058,0.483,55.29,2.0
25,-0.0013,0.0241,1.517,0.968,0.568,55.3,2.0
26,-0.0002,0.0352,1.618,0.98,0.659,55.29,2.0
27,0.0007,0.0472,1.703,1.008,0.715,55.28,2.0
28,0.0017,0.0595,1.744,1.025,0.741,55.28,2.0
29,0.0026,0.0719,1.759,1.033,0.75,55.27,2.0
30,0.0034,0.0843,1.762,1.035,0.751,55.27,2.0
31,0.0043,0.0968,1.761,1.035,0.75,55.27,2.0
32,0.005,0.106,2.456,1.308,1.152,55.27,2.0
33,0.0059,0.1095,2.11,1.27,0.847,55.27,2.0
34,0.0068,0.1108,1.898,1.206,0.721,55.27,2.0
35,0.0078,0.1112,1.801,1.162,0.676,55.26,2.0
36,0.0087,0.1114,1.761,1.139,0.658,55.26,2.0
37,0.0095,0.1114,1.747,1.129,0.65,55.26,2.0
38,0.0104,0.1114,1.739,1.125,0.646,55.25,2.0
39,0.0112,0.1114,1.734,1.122,0.643,55.25,2.0
40,0.012,0.1114,1.73,1.12,0.641,55.25,2.0
41,0.0128,0.1114,1.726,1.118,0.639,55.24,2.0
42,0.0136,0.1114,1.722,1.115,0.637,55.24,2.0
43,0.0144,0.1113,1.718,1.113,0.636,55.24,2.0
44,0.0151,0.1113,1.715,1.111,0.634,55.23,2.0
45,0.0158,0.1113,1.711,1.109,0.632,55.23,2.0
46,0.0165,0.1113,1.708,1.108,0.631,55.23,2.0
47,0.0172,0.1113,1.705,1.106,0.629,55.22,2.0
48,0.0179,0.1113,1.702,1.104,0.628,55.22,2.0
49,0.0185,0.1113,1.699,1.102,0.627,55.22,2.0
50,0.0192,0.1112,1.696,1.101,0.625,55.22,2.0
51,0.0198,0.1112,1.693,1.098,0.624,55.21,2.0
52,0.0204,0.1112,1.69,1.097,0.623,55.21,2.0
53,0.021,0.1112,1.688,1.096,0.622,55.21,2.0
54,0.0216,0.1112,1.686,1.094,0.621,55.21,2.0
55,0.0221,0.1112,1.683,1.093,0.62,55.2,2.0
56,0.0227,0.1112,1.681,1.092,0.618,55.2,2.0
57,0.0232,0.1112,1.678,1.091,0.617,55.2,2.0
58,0.0376,0.1113,0.906,0.0,0.508,55.01,2.0
59,0.0571,0.1114,5.644,3.319,2.383,54.58,2.0
60,0.0767,0.1115,5.701,3.316,2.388,54.1,2.0
61,0.0968,0.1115,6.003,3.49,2.555,53.61,2.0
62,0.1179,0.1115,6.362,3.787,2.764,53.09,2.0
63,0.1422,0.1114,6.175,3.692,2.567,52.49,2.0
64,0.1687,0.1113,5.498,3.546,2.21,51.79,2.0
65,0.1941,0.1114,6.301,3.433,3.246,51.12,2.0
66,0.2168,0.1115,6.68,3.316,3.982,50.53,2.0
67,0.2392,0.1117,7.469,3.037,4.829,49.98,2.0
68,0.2595,0.112,9.277,3.501,6.248,49.49,2.0
69,0.278,0.1123,9.307,3.743,6.254,49.04,2.0
70,0.2965,0.1125,8.671,3.544,5.724,48.59,2.0
71,0.315,0.1128,8.293,3.449,5.316,48.12,2.0
72,0.3337,0.1132,8.299,3.528,5.105,47.63,2.0
73,0.3522,0.1135,8.238,3.572,4.888,47.12,2.0
74,0.3706,0.1139,8.257,3.649,4.737,46.58,2.0
75,0.3888,0.1143,8.335,3.752,4.642,46.03,2.0
76,0.4068,0.1147,8.342,3.816,4.54,45.47,2.0
77,0.4244,0.1152,8.375,3.888,4.475,44.89,2.0
78,0.4416,0.1156,8.397,3.949,4.428,44.3,2.0
79,0.4585,0.1161,8.435,4.016,4.405,43.71,2.0
80,0.4749,0.1166,8.456,4.068,4.391,43.11,2.0
81,0.4908,0.1171,8.477,4.115,4.387,42.5,2.0
82,0.5062,0.1176,8.509,4.156,4.417,41.89,2.0
83,0.521,0.1181,8.571,4.209,4.469,41.28,2.0
84,0.5362,0.1186,10.356,4.195,6.151,40.7,2.0
85,0.5509,0.119,10.224,4.188,6.038,40.13,2.0
86,0.565,0.1195,10.15,4.201,5.975,39.56,2.0
87,0.5783,0.12,10.096,4.218,5.931,38.99,2.0
88,0.5911,0.1204,10.062,4.241,5.907,38.42,2.0
89,0.6026,0.1209,9.998,4.178,5.816,37.89,2.0
90,0.6124,0.1213,9.938,4.131,5.918,37.45,2.0
91,0.6215,0.1216,9.885,4.074,6.24,37.09,2.0
92,0.6299,0.1219,9.871,4.097,6.172,36.76,2.0
93,0.6371,0.1222,10.056,4.113,6.211,36.47,2.0
94,0.6434,0.1225,10.664,4.347,6.466,36.22,2.0
95,0.6486,0.1227,11.616,4.793,6.9,36.03,2.0
96,0.6527,0.123,12.569,5.235,7.362,35.91,2.0
97,0.6562,0.1231,13.068,5.439,7.626,35.84,2.0
98,0.6592,0.1233,12.903,5.259,7.614,35.8,2.0
99,0.6623,0.1234,12.296,4.88,7.392,35.75,2.0
100,0.6653,0.1236,11.739,4.58,7.159,35.69,2.0
101,0.6686,0.1237,11.253,4.341,6.936,35.62,2.0
102,0.6717,0.1239,10.679,4.172,6.55,35.55,2.0
103,0.6739,0.124,9.652,4.201,5.502,35.49,2.0
104,0.6757,0.1238,6.42,3.042,3.462,35.47,2.0
105,0.6779,0.124,11.513,4.604,6.924,35.48,2.0
106,0.6799,0.1241,10.189,4.277,6.077,35.45,2.0
107,0.6806,0.1237,5.493,2.582,3.217,35.52,2.0
108,0.6805,0.1238,11.128,4.699,6.755,35.62,2.0
109,0.6788,0.1234,5.404,2.453,3.274,35.77,2.0
110,0.6813,0.123,4.516,2.045,2.447,35.75,2.0
111,0.6977,0.1224,0.0,0.0,0.009,35.63,2.0
112,0.7244,0.1195,0.0,0.0,0.0,35.49,2.0
113,0.7492,0.1126,0.0,0.0,0.0,35.32,2.0
114,0.7719,0.1017,0.0,0.0,0.0,35.11,2.0
115,0.7924,0.087,0.0,0.0,0.0,35.07,2.0
116,0.8108,0.0683,0.0,0.0,0.0,34.91,2.0
117,0.8219,0.0472,0.0,0.0,0.0,34.95,2.0
118,0.7453,0.0454,0.0,0.0,0.0,34.82,2.0
119,0.641,0.0416,0.0,0.0,0.0,34.89,2.0
120,0.4961,0.0357,0.0,0.0,0.0,34.86,2.0
121,0.2981,0.0268,0.0,0.0,0.0,34.71,2.0
122,0.0403,0.0146,0.0,0.0,0.0,34.39,2.0
123,-0.0042,0.0119,0.0,0.0,0.0,34.02,2.0
124,-0.0005,0.0124,0.0,0.0,0.0,33.64,2.0
125,-0.0001,0.0125,0.0,0.0,0.0,33.25,2.0
126,-0.0,0.0125,0.0,0.0,0.0,32.83,2.0
127,-0.0,0.0125,0.0,0.0,0.0,32.52,2.0
128,-0.0,0.0125,0.0,0.0,0.0,32.39,2.0
129,-0.0,0.0125,0.0,0.0,0.0,32.42,2.0
130,-0.0,0.0125,0.0,0.0,0.0,32.5,2.0
131,-0.0,0.0125,0.0,0.0,0.0,32.6,2.0
