step,cos,z,f_thumb,f_index,f_middle,clearance_mm,act_absmax
0,0.0004,0.0124,6.25,12.959,0.0,59.22,2.0
1,0.0002,0.0124,1.586,4.1,0.0,59.25,2.0
2,0.0001,0.0125,0.224,0.0,0.0,59.28,2.0
3,0.0001,0.0125,0.63,1.391,0.0,59.31,2.0
4,0.0002,0.0125,0.713,1.362,0.0,59.33,2.0
5,0.0003,0.0125,0.857,1.521,0.0,59.36,2.0
6,0.0003,0.0125,1.036,1.761,0.0,59.39,2.0
7,0.0004,0.0125,1.383,1.796,0.326,59.4,2.0
8,0.0004,0.0125,1.544,1.836,0.38,59.41,2.0
9,0.0004,0.0125,1.702,1.909,0.429,59.41,2.0
10,0.0004,0.0125,1.867,2.013,0.458,59.41,2.0
11,0.0004,0.0125,2.015,2.097,0.49,59.42,2.0
12,0.0004,0.0125,2.157,2.179,0.519,59.42,2.0
13,0.0004,0.0125,2.293,2.246,0.549,59.42,2.0
14,0.0003,0.0125,2.42,2.303,0.579,59.43,2.0
15,0.0003,0.0125,2.538,2.35,0.609,59.43,2.0
16,0.0003,0.0125,2.64,2.386,0.638,59.43,2.0
17,0.0003,0.0125,2.739,2.345,0.691,59.44,2.0
18,0.0002,0.0125,2.825,2.36,0.73,59.44,2.0
19,0.0002,0.0125,2.907,2.323,0.786,59.44,2.0
20,0.0002,0.0125,2.971,2.332,0.816,59.44,2.0
21,0.0001,0.0125,3.036,2.25,0.896,59.44,2.0
22,0.0001,0.0125,3.085,2.21,0.948,59.44,2.0
23,0.0,0.0125,3.121,2.164,1.0,59.44,2.0
24,0.0004,0.0154,1.471,0.895,0.588,59.46,2.0
25,-0.0004,0.0239,1.558,0.926,0.675,59.48,2.0
26,0.0005,0.035,1.668,0.959,0.732,59.46,2.0
27,0.0015,0.047,1.792,1.017,0.79,59.44,2.0
28,0.0025,0.0592,1.86,1.057,0.82,59.43,2.0
29,0.0034,0.0716,1.889,1.075,0.832,59.41,2.0
30,0.0043,0.0841,1.896,1.08,0.835,59.39,2.0
31,0.0051,0.0965,1.895,1.081,0.834,59.38,2.0
32,0.006,0.1056,0.443,0.0,0.251,59.37,2.0
33,0.0066,0.1092,2.663,1.505,1.156,59.37,2.0
34,0.0074,0.1104,2.197,1.266,0.946,59.36,2.0
35,0.0081,0.1108,2.009,1.17,0.862,59.35,2.0
36,0.0089,0.111,1.94,1.129,0.831,59.34,2.0
37,0.0096,0.111,1.914,1.114,0.819,59.33,2.0
38,0.0103,0.111,1.901,1.106,0.812,59.31,2.0
39,0.011,0.111,1.894,1.105,0.807,59.3,2.0
40,0.0117,0.1109,1.889,1.104,0.803,59.29,2.0
41,0.0124,0.1109,1.885,1.108,0.796,59.28,2.0
42,0.0131,0.1109,1.881,1.109,0.792,59.27,2.0
43,0.0137,0.1108,1.878,1.109,0.788,59.26,2.0
44,0.0143,0.1108,1.874,1.109,0.785,59.25,2.0
45,0.0149,0.1108,1.872,1.109,0.782,59.24,2.0
46,0.0155,0.1107,1.867,1.109,0.778,59.23,2.0
47,0.0161,0.1107,1.864,1.108,0.775,59.22,2.0
48,0.0167,0.1107,1.859,1.107,0.771,59.21,2.0
49,0.0173,0.1107,1.858,1.11,0.768,59.2,2.0
50,0.0178,0.1106,1.855,1.11,0.765,59.19,2.0
51,0.0184,0.1106,1.852,1.109,0.763,59.18,2.0
52,0.0189,0.1106,1.849,1.109,0.76,59.17,2.0
53,0.0194,0.1106,1.846,1.108,0.758,59.17,2.0
54,0.0199,0.1105,1.843,1.108,0.756,59.16,2.0
