step,cos,z,f_thumb,f_index,f_middle,clearance_mm,act_absmax
0,0.0002,0.0124,3.547,1.955,2.395,58.9,2.0
1,0.0002,0.0124,1.792,1.239,1.397,58.9,2.0
2,0.0003,0.0124,1.495,1.051,1.066,58.9,2.0
3,0.0002,0.0125,1.136,0.0,0.0,58.9,2.0
4,0.0002,0.0125,1.077,0.47,0.446,58.9,2.0
5,0.0002,0.0125,1.2,0.499,0.479,58.9,2.0
6,0.0002,0.0125,1.462,0.601,0.595,58.9,2.0
7,0.0002,0.0125,1.511,0.678,0.64,58.9,2.0
8,0.0002,0.0125,1.559,0.747,0.685,58.9,2.0
9,0.0002,0.0125,1.61,0.816,0.733,58.9,2.0
10,0.0002,0.0125,1.662,0.882,0.786,58.9,2.0
11,0.0002,0.0125,1.713,0.944,0.842,58.9,2.0
12,0.0002,0.0125,1.757,1.004,0.893,58.9,2.0
13,0.0002,0.0125,1.8,1.061,0.943,58.9,2.0
14,0.0002,0.0125,1.838,1.114,0.991,58.9,2.0
15,0.0002,0.0125,1.87,1.162,1.036,58.9,2.0
16,0.0002,0.0125,1.897,1.208,1.078,58.9,2.0
17,0.0002,0.0125,1.919,1.249,1.116,58.9,2.0
18,0.0002,0.0125,1.936,1.286,1.152,58.9,2.0
19,0.0002,0.0125,1.948,1.319,1.184,58.9,2.0
20,0.0002,0.0125,1.954,1.349,1.212,58.9,2.0
21,0.0002,0.0125,1.955,1.374,1.237,58.9,2.0
22,0.0002,0.0125,1.951,1.397,1.255,58.9,2.0
23,0.0002,0.0125,1.942,1.413,1.276,58.9,2.0
24,-0.0026,0.0154,0.0,0.16,0.0,58.9,2.0
25,-0.0061,0.024,1.336,0.812,0.585,58.9,2.0
26,-0.0057,0.0352,1.338,0.885,0.499,58.9,2.0
27,-0.0053,0.0472,1.439,0.969,0.511,58.9,2.0
28,-0.0048,0.0596,1.508,1.017,0.53,58.9,2.0
29,-0.0044,0.072,1.542,1.04,0.539,58.9,2.0
30,-0.0039,0.0845,1.559,1.054,0.542,58.9,2.0
31,-0.0035,0.097,1.559,1.048,0.546,58.9,2.0
32,-0.0026,0.1062,2.556,1.786,0.763,58.9,2.0
33,-0.0019,0.1097,2.309,1.533,0.782,58.9,2.0
34,-0.0014,0.111,1.943,1.25,0.708,58.9,2.0
35,-0.0011,0.1115,1.746,1.112,0.653,58.9,2.0
36,-0.0008,0.1117,1.66,1.056,0.624,58.9,2.0
37,-0.0005,0.1117,1.625,1.034,0.611,58.9,2.0
38,-0.0003,0.1118,1.612,1.026,0.606,58.9,2.0
39,-0.0,0.1118,1.609,1.025,0.604,58.9,2.0
40,0.0002,0.1118,1.605,1.022,0.603,58.9,2.0
41,0.0004,0.1118,1.603,1.021,0.602,58.9,2.0
42,0.0007,0.1118,1.602,1.021,0.601,58.9,2.0
43,0.0009,0.1118,1.601,1.021,0.6,58.9,2.0
44,0.0011,0.1118,1.601,1.02,0.599,58.9,2.0
45,0.0014,0.1118,1.6,1.02,0.599,58.9,2.0
46,0.0016,0.1118,1.599,1.02,0.598,58.9,2.0
47,0.0018,0.1118,1.598,1.02,0.597,58.9,2.0
48,0.002,0.1118,1.597,1.019,0.596,58.9,2.0
49,0.0022,0.1118,1.597,1.019,0.596,58.9,2.0
50,0.0024,0.1118,1.596,1.019,0.595,58.9,2.0
51,0.0026,0.1118,1.596,1.019,0.594,58.9,2.0
52,0.0028,0.1118,1.594,1.019,0.593,58.9,2.0
53,0.003,0.1118,1.594,1.018,0.593,58.9,2.0
54,0.0032,0.1118,1.597,1.018,0.595,58.9,2.0
55,0.0034,0.1118,1.596,1.017,0.595,58.9,2.0
56,0.0035,0.1118,1.594,1.016,0.594,58.9,2.0
57,0.0037,0.1118,1.594,1.016,0.594,58.9,2.0
58,0.0151,0.1121,2.902,1.083,1.956,58.9,2.0
59,0.0299,0.1126,2.987,1.358,1.67,58.89,2.0
60,0.0454,0.1131,2.996,1.515,1.601,58.85,2.0
61,0.0607,0.1136,3.079,1.67,1.633,58.78,2.0
62,0.0769,0.1141,2.797,1.333,1.528,58.62,2.0
63,0.0945,0.1146,2.642,1.499,1.605,58.35,2.0
64,0.1122,0.1151,1.122,0.0,0.996,57.88,2.0
65,0.1306,0.1156,1.332,0.0,1.342,57.06,2.0
66,0.1497,0.1161,1.631,1.389,0.0,56.17,2.0
67,0.1689,0.1165,1.436,0.0,1.26,55.27,2.0
68,0.1892,0.117,3.153,2.347,1.653,54.35,2.0
69,0.2107,0.1175,0.972,0.0,0.822,53.45,2.0
70,0.2327,0.118,2.966,2.413,0.972,52.54,2.0
71,0.2549,0.1185,2.879,2.395,0.669,51.62,2.0
72,0.2779,0.1191,2.654,2.274,0.494,50.73,2.0
73,0.3006,0.1196,1.687,1.491,0.0,49.84,2.0
74,0.3241,0.1202,2.646,2.202,0.478,48.95,2.0
75,0.3469,0.1207,0.274,0.0,0.307,48.07,2.0
76,0.3663,0.1212,0.415,0.0,0.442,47.17,2.0
77,0.3814,0.1216,6.246,5.389,0.899,46.23,2.0
78,0.3935,0.1219,0.801,0.0,0.556,45.3,2.0
