t_s,thumb_yaw_deg,thumb_mcp_deg,thumb_pip_deg,index_yaw_deg,index_mcp_deg,index_pip_deg,middle_yaw_deg,middle_mcp_deg,middle_pip_deg,palm_z_mm
0.0,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.02,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.04,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.06,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.08,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.1,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.12,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.14,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.16,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.18,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.2,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.22,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.24,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.26,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.28,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.3,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.32,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.34,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.36,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.38,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.4,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.42,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.44,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.46,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.48,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
0.5,10.335,23.555,27.522,-21.851,39.075,0.014,21.7,25.483,14.712,0.0
