t_s,thumb_yaw_deg,thumb_mcp_deg,thumb_pip_deg,index_yaw_deg,index_mcp_deg,index_pip_deg,middle_yaw_deg,middle_mcp_deg,middle_pip_deg,palm_z_mm
0.0,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.02,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.04,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.06,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.08,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.1,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.12,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.14,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.16,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.18,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.2,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.22,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.24,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.26,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.28,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.3,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.32,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.34,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.36,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.38,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.4,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.42,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.44,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.46,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.48,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.5,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.52,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.54,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.56,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.58,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.6,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.62,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.64,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.66,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.68,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.7,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.72,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.74,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.76,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.78,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.8,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.82,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.84,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.86,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.88,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.9,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.92,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.94,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.96,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
0.98,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
1.0,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
1.02,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
1.04,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
1.06,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
1.08,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
1.1,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
1.12,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
1.14,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
1.16,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
1.18,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
1.2,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
1.22,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
1.24,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
1.26,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
1.28,20.527,38.82,0.023,-14.697,39.668,0.903,3.8,36.666,8.923,0.0
1.3,20.36,38.817,0.022,-14.949,39.375,0.887,4.8,36.325,10.418,0.0
1.32,20.194,38.813,0.02,-15.201,39.083,0.871,5.799,35.984,11.913,0.0
1.34,20.027,38.81,0.019,-15.453,38.791,0.854,6.798,35.643,13.408,0.0
1.36,19.86,38.806,0.018,-15.704,38.499,0.838,7.797,35.302,14.903,0.0
1.38,19.693,38.803,0.016,-15.956,38.207,0.822,8.796,34.961,16.398,0.0
1.4,19.526,38.8,0.015,-16.208,37.915,0.805,9.796,34.62,17.893,0.0
1.42,19.359,38.796,0.014,-16.46,37.623,0.789,10.795,34.279,19.387,0.0
1.44,19.192,38.793,0.013,-16.712,37.331,0.772,11.794,33.938,20.882,0.0
1.46,19.025,38.789,0.011,-16.964,37.039,0.756,12.793,33.597,22.377,0.0
1.48,18.858,38.786,0.01,-17.216,36.747,0.74,13.792,33.256,23.872,0.0
1.5,18.692,38.782,0.009,-17.468,36.455,0.723,14.792,32.915,25.367,0.0
1.52,18.525,38.779,0.007,-17.72,36.163,0.707,15.791,32.574,26.862,0.0
1.54,18.358,38.776,0.006,-17.971,35.871,0.691,16.79,32.233,28.357,0.0
1.56,18.191,38.772,0.005,-18.223,35.579,0.674,17.789,31.892,29.852,0.0
1.58,18.024,38.769,0.003,-18.475,35.286,0.658,18.788,31.551,31.347,0.0
1.6,17.857,38.765,0.002,-18.727,34.994,0.641,19.788,31.21,32.842,0.0
1.62,17.69,38.762,0.001,-18.979,34.702,0.625,20.787,30.869,34.336,0.0
