step,cos,z,f_thumb,f_index,f_middle,clearance_mm,act_absmax
0,0.003,0.0124,10.955,10.104,2.524,60.35,3.326
1,0.0008,0.0124,3.57,4.082,0.0,60.36,4.076
2,0.0008,0.0124,3.025,4.112,0.0,60.37,5.736
3,0.0007,0.0124,2.272,4.116,0.0,60.38,6.744
4,0.0008,0.0124,2.178,4.279,0.202,60.39,7.683
5,0.0008,0.0124,2.498,4.506,0.315,60.4,8.326
6,0.0009,0.0124,2.844,4.853,0.411,60.41,8.789
7,0.0009,0.0124,3.119,5.151,0.468,60.41,9.169
8,0.001,0.0124,3.374,5.435,0.515,60.42,9.511
9,0.001,0.0124,3.621,5.719,0.553,60.43,9.841
10,0.0011,0.0124,3.869,6.008,0.593,60.44,10.139
11,0.0011,0.0124,4.11,6.303,0.628,60.45,10.393
12,0.0011,0.0124,4.349,6.6,0.658,60.46,10.584
13,0.0012,0.0124,4.569,6.888,0.681,60.47,10.733
14,0.0012,0.0124,4.639,6.919,0.0,60.48,10.862
15,0.0012,0.0124,4.965,7.422,0.659,60.49,10.992
16,0.0012,0.0124,5.159,7.698,0.667,60.5,11.128
17,0.0012,0.0124,5.344,7.962,0.676,60.51,11.259
18,0.0012,0.0124,5.518,8.217,0.684,60.51,11.389
19,0.0012,0.0124,5.564,8.203,0.0,60.52,11.519
20,0.0012,0.0124,5.865,8.668,0.726,60.52,11.651
21,0.0012,0.0124,5.98,8.811,0.695,60.52,11.779
22,0.0012,0.0123,6.095,8.841,0.644,60.52,11.896
23,0.0011,0.0123,6.237,8.748,0.488,60.5,12.018
24,0.0009,0.0143,2.138,1.637,0.618,60.53,12.148
25,0.0025,0.0224,1.757,1.293,0.545,60.53,12.13
26,0.0042,0.0332,1.88,1.304,0.577,60.52,12.079
27,0.006,0.045,1.998,1.38,0.606,60.52,12.154
28,0.0077,0.0572,2.059,1.421,0.625,60.53,12.282
29,0.0095,0.0696,2.079,1.429,0.638,60.54,12.43
30,0.0111,0.082,2.084,1.418,0.655,60.55,12.58
31,0.0127,0.0944,2.077,1.399,0.669,60.55,12.723
32,0.0147,0.1035,2.728,1.951,0.859,60.59,12.853
33,0.0167,0.107,2.399,1.818,0.571,60.63,13.187
34,0.0185,0.1082,2.161,1.635,0.518,60.66,13.366
35,0.0201,0.1086,2.064,1.546,0.518,60.67,13.387
36,0.0216,0.1087,2.028,1.496,0.531,60.68,13.342
37,0.023,0.1087,2.01,1.475,0.532,60.68,13.287
38,0.0243,0.1087,2.004,1.449,0.551,60.69,13.221
39,0.0256,0.1087,1.999,1.437,0.558,60.7,13.15
40,0.0268,0.1086,1.995,1.419,0.572,60.7,13.088
41,0.028,0.1086,1.992,1.402,0.586,60.71,13.048
42,0.0291,0.1085,1.988,1.387,0.597,60.71,13.027
43,0.0301,0.1085,1.984,1.373,0.607,60.72,13.023
44,0.0311,0.1084,1.98,1.361,0.616,60.72,13.035
45,0.0321,0.1084,1.976,1.349,0.623,60.73,13.055
46,0.033,0.1083,1.971,1.338,0.63,60.73,13.08
47,0.0339,0.1083,1.967,1.33,0.633,60.74,13.109
48,0.0348,0.1082,1.962,1.323,0.636,60.74,13.139
49,0.0356,0.1082,1.957,1.316,0.638,60.75,13.17
50,0.0364,0.1081,1.952,1.318,0.63,60.75,13.202
51,0.0372,0.1081,1.946,1.312,0.631,60.76,13.233
52,0.0379,0.1081,1.936,1.322,0.612,60.76,13.266
53,0.0387,0.108,1.94,1.303,0.634,60.77,13.297
54,0.0401,0.108,2.085,1.386,0.693,60.78,13.331
55,0.0408,0.108,1.973,1.314,0.654,60.78,13.362
56,0.0421,0.1079,2.103,1.368,0.734,60.79,13.392
57,0.0428,0.1079,1.99,1.341,0.644,60.8,13.416
58,0.0566,0.1078,2.921,1.785,1.778,60.85,13.447
59,0.0704,0.1077,2.843,1.833,1.858,60.86,13.066
60,0.0843,0.1077,2.677,1.557,1.672,60.84,14.075
61,0.0987,0.1077,3.125,2.475,0.954,60.75,14.754
62,0.1144,0.1077,0.501,0.0,0.147,60.3,14.842
63,0.1318,0.1077,3.969,3.101,0.997,59.47,14.737
64,0.1503,0.1077,3.961,3.174,0.982,58.55,14.407
65,0.167,0.1078,2.925,2.485,1.266,57.85,13.632
66,0.1819,0.1079,3.177,2.022,2.456,57.2,12.683
67,0.1964,0.1081,4.661,1.918,4.045,56.72,11.828
68,0.2108,0.1084,7.117,2.822,5.51,56.43,10.975
69,0.2257,0.1086,6.974,2.798,5.21,56.23,10.086
70,0.2405,0.1089,6.766,2.737,4.878,56.05,9.545
71,0.2554,0.1092,6.58,2.702,4.567,55.86,9.289
72,0.2701,0.1096,6.387,2.663,4.258,55.68,9.146
73,0.2847,0.11,6.205,2.634,3.968,55.51,9.05
74,0.299,0.1104,6.031,2.609,3.695,55.35,8.983
75,0.3129,0.1108,5.863,2.591,3.447,55.2,8.929
76,0.3265,0.1112,5.713,2.578,3.224,55.06,8.881
77,0.3397,0.1117,5.57,2.566,3.024,54.93,8.833
78,0.3524,0.1122,5.437,2.555,2.848,54.82,8.778
79,0.3646,0.1127,5.322,2.551,2.703,54.71,8.71
80,0.3762,0.1132,5.223,2.551,2.584,54.57,8.621
81,0.3873,0.1137,5.13,2.548,2.484,54.36,8.506
82,0.398,0.1143,5.929,2.47,3.408,54.06,8.377
83,0.4095,0.1148,6.104,2.588,3.41,53.7,8.249
84,0.4204,0.1154,5.924,2.572,3.246,53.25,8.063
85,0.4308,0.1159,5.816,2.583,3.142,52.73,7.875
86,0.4404,0.1165,5.659,2.617,2.986,52.14,7.818
87,0.4492,0.1171,5.449,2.762,2.737,51.51,7.815
88,0.4568,0.1176,5.653,3.26,2.427,50.91,8.066
89,0.4652,0.118,3.176,2.524,0.0,50.4,8.431
90,0.4761,0.1182,7.794,5.821,2.035,49.91,8.847
91,0.4879,0.1184,7.054,5.543,1.959,49.39,9.318
92,0.4953,0.1185,7.528,5.818,1.773,48.87,9.593
93,0.5002,0.1184,1.043,0.0,0.436,48.34,9.816
94,0.5076,0.1183,2.544,0.0,2.191,47.49,9.468
95,0.5142,0.1183,6.742,4.789,4.749,46.55,8.555
96,0.5183,0.1183,4.518,3.983,0.0,45.67,8.699
97,0.5243,0.1183,4.572,4.322,0.0,44.83,8.578
98,0.5328,0.1184,5.223,0.0,4.484,43.93,8.495
99,0.5398,0.1186,5.75,0.0,5.443,43.09,8.634
100,0.5441,0.1188,7.888,5.327,5.628,42.19,8.948
101,0.5532,0.1189,6.577,0.0,6.018,41.32,9.407
102,0.5572,0.1192,5.111,4.595,0.0,40.43,9.658
103,0.5662,0.1193,7.933,5.273,5.865,39.51,9.859
104,0.5761,0.1195,7.429,0.0,6.936,38.62,10.215
105,0.582,0.1197,8.199,5.068,6.255,37.72,10.126
106,0.5926,0.1199,7.654,0.0,7.226,36.83,10.201
107,0.6011,0.1202,7.783,3.893,6.732,35.93,9.938
108,0.6097,0.1204,8.052,4.474,6.46,34.98,9.868
109,0.6197,0.1206,7.924,4.299,6.412,34.05,9.91
110,0.6309,0.1208,7.626,4.346,6.078,33.07,9.812
111,0.6458,0.121,7.791,0.0,7.387,32.07,9.628
112,0.6562,0.1212,7.404,4.175,5.931,31.15,9.381
113,0.6711,0.1213,7.508,0.0,7.155,30.39,9.349
114,0.6831,0.1214,7.163,0.0,6.786,29.78,9.142
115,0.6946,0.1215,7.273,3.556,6.086,29.3,9.07
116,0.7059,0.1216,7.547,3.807,5.988,28.94,9.019
117,0.7162,0.1216,7.052,0.0,6.671,28.66,8.92
118,0.7255,0.1217,7.37,4.07,5.571,28.44,8.74
119,0.7342,0.1217,7.123,4.092,5.21,28.28,8.642
120,0.7428,0.1217,6.959,4.272,4.824,28.13,8.49
121,0.7512,0.1217,6.893,4.506,4.439,27.99,8.33
122,0.7602,0.1217,6.857,4.528,4.108,27.81,8.179
123,0.7694,0.1217,6.845,4.472,3.864,27.57,8.012
124,0.7789,0.1217,6.867,4.393,3.701,27.27,7.841
125,0.7886,0.1217,6.922,4.299,3.598,26.92,7.669
126,0.7985,0.1216,7.459,4.903,3.452,26.57,7.49
127,0.8085,0.1216,7.744,5.149,3.386,26.22,7.325
128,0.8156,0.1215,8.316,5.459,3.285,25.87,7.133
129,0.8223,0.1214,8.401,5.334,3.44,25.52,7.093
130,0.8291,0.1213,8.438,5.258,3.543,25.17,6.989
131,0.8358,0.1213,8.459,5.184,3.623,24.82,6.851
