t_s,thumb_yaw_deg,thumb_mcp_deg,thumb_pip_deg,index_yaw_deg,index_mcp_deg,index_pip_deg,middle_yaw_deg,middle_mcp_deg,middle_pip_deg,palm_z_mm
0.0,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.02,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.04,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.06,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.08,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.1,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.12,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.14,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.16,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.18,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.2,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.22,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.24,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.26,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.28,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.3,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.32,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.34,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.36,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.38,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.4,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.42,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.44,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.46,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.48,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.5,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.52,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.54,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.56,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.58,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.6,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.62,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.64,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.66,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.68,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.7,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.72,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.74,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.76,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.78,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.8,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.82,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.84,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.86,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.88,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.9,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.92,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.94,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.96,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
0.98,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
1.0,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
1.02,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
1.04,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
1.06,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
1.08,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
1.1,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
1.12,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
1.14,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
1.16,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
1.18,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
1.2,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
1.22,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
1.24,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
1.26,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
1.28,13.093,42.371,0.011,-8.888,43.595,0.014,5.755,42.548,0.318,0.0
1.3,12.91,42.356,0.009,-9.182,43.277,0.014,6.772,42.11,1.887,0.0
1.32,12.728,42.342,0.007,-9.476,42.958,0.013,7.788,41.673,3.455,0.0
1.34,12.545,42.327,0.005,-9.771,42.64,0.013,8.805,41.235,5.024,0.0
1.36,12.362,42.312,0.004,-10.065,42.321,0.013,9.821,40.797,6.592,0.0
1.38,12.18,42.297,0.002,-10.359,42.003,0.013,10.838,40.36,8.161,0.0
1.4,11.997,42.282,0.0,-10.654,41.684,0.013,11.854,39.922,9.729,0.0
1.42,11.814,42.267,-0.002,-10.948,41.365,0.012,12.871,39.485,11.297,0.0
1.44,11.632,42.253,-0.003,-11.242,41.047,0.012,13.887,39.047,12.866,0.0
1.46,11.449,42.238,-0.005,-11.537,40.728,0.012,14.903,38.609,14.434,0.0
1.48,11.267,42.223,-0.007,-11.831,40.41,0.012,15.92,38.172,16.003,0.0
1.5,11.084,42.208,-0.009,-12.125,40.091,0.012,16.936,37.734,17.571,0.0
1.52,10.901,42.193,-0.01,-12.42,39.773,0.011,17.953,37.296,19.14,0.0
1.54,10.719,42.179,-0.012,-12.714,39.454,0.011,18.969,36.859,20.708,0.0
1.56,10.536,42.164,-0.014,-13.008,39.136,0.011,19.986,36.421,22.276,0.0
1.58,10.353,42.149,-0.016,-13.303,38.817,0.011,21.002,35.983,23.845,0.0
1.6,10.171,42.134,-0.017,-13.597,38.498,0.011,22.018,35.546,25.413,0.0
1.62,9.988,42.119,-0.019,-13.891,38.18,0.01,23.035,35.108,26.982,0.0
1.64,9.805,42.104,-0.021,-14.186,37.861,0.01,24.051,34.671,28.55,0.0
1.66,9.623,42.09,-0.023,-14.48,37.543,0.01,25.068,34.233,30.119,0.0
1.68,9.44,42.075,-0.024,-14.774,37.224,0.01,26.084,33.795,31.687,0.0
1.7,9.257,42.06,-0.026,-15.069,36.906,0.01,27.101,33.358,33.256,0.0
1.72,9.075,42.045,-0.028,-15.363,36.587,0.009,28.117,32.92,34.824,0.0
1.74,8.892,42.03,-0.03,-15.657,36.269,0.009,29.134,32.482,36.392,0.0
1.76,8.709,42.016,-0.031,-15.952,35.95,0.009,30.15,32.045,37.961,0.0
