t_s,thumb_yaw_deg,thumb_mcp_deg,thumb_pip_deg,index_yaw_deg,index_mcp_deg,index_pip_deg,middle_yaw_deg,middle_mcp_deg,middle_pip_deg,palm_z_mm
0.0,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.02,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.04,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.06,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.08,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.1,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.12,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.14,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.16,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.18,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.2,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.22,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.24,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.26,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.28,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.3,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.32,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.34,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.36,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.38,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.4,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.42,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.44,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.46,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.48,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.5,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.52,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.54,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.56,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.58,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.6,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.62,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.64,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.66,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.68,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.7,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.72,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.74,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.76,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.78,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.8,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.82,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.84,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.86,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.88,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.9,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.92,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.94,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.96,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
0.98,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
1.0,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
1.02,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
1.04,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
1.06,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
1.08,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
1.1,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
1.12,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
1.14,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
1.16,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
1.18,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
1.2,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
1.22,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
1.24,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
1.26,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
1.28,-11.79,32.815,0.111,8.01,31.146,1.439,21.598,32.202,0.0,0.0
1.3,-11.998,32.681,0.109,7.62,30.981,1.413,22.554,31.734,0.967,0.0
1.32,-12.206,32.547,0.107,7.229,30.816,1.387,23.51,31.266,1.934,0.0
1.34,-12.414,32.413,0.105,6.839,30.652,1.361,24.466,30.799,2.901,0.0
1.36,-12.622,32.279,0.103,6.448,30.487,1.335,25.423,30.331,3.868,0.0
1.38,-12.83,32.145,0.101,6.057,30.322,1.309,26.379,29.863,4.835,0.0
1.4,-13.038,32.011,0.099,5.667,30.157,1.282,27.335,29.395,5.802,0.0
1.42,-13.245,31.877,0.097,5.276,29.992,1.256,28.291,28.928,6.769,0.0
1.44,-13.453,31.743,0.095,4.886,29.827,1.23,29.247,28.46,7.736,0.0
1.46,-13.661,31.609,0.093,4.495,29.662,1.204,30.203,27.992,8.703,0.0
1.48,-13.869,31.475,0.091,4.105,29.498,1.178,31.159,27.525,9.67,0.0
1.5,-14.077,31.341,0.089,3.714,29.333,1.152,32.116,27.057,10.637,0.0
1.52,-14.285,31.207,0.087,3.324,29.168,1.126,33.072,26.589,11.604,0.0
1.54,-14.493,31.073,0.085,2.933,29.003,1.099,34.028,26.122,12.571,0.0
1.56,-14.7,30.939,0.083,2.542,28.838,1.073,34.984,25.654,13.538,0.0
1.58,-14.908,30.805,0.081,2.152,28.673,1.047,35.94,25.186,14.505,0.0
1.6,-15.116,30.672,0.079,1.761,28.508,1.021,36.896,24.718,15.472,0.0
1.62,-15.324,30.538,0.077,1.371,28.343,0.995,37.853,24.251,16.438,0.0
1.64,-15.532,30.404,0.075,0.98,28.179,0.969,38.809,23.783,17.405,0.0
1.66,-15.74,30.27,0.073,0.59,28.014,0.943,39.765,23.315,18.372,0.0
1.68,-15.948,30.136,0.071,0.199,27.849,0.917,40.721,22.848,19.339,0.0
1.7,-16.155,30.002,0.069,-0.191,27.684,0.89,41.677,22.38,20.306,0.0
1.72,-16.363,29.868,0.067,-0.582,27.519,0.864,42.633,21.912,21.273,0.0
1.74,-16.571,29.734,0.065,-0.972,27.354,0.838,43.59,21.445,22.24,0.0
1.76,-16.779,29.6,0.063,-1.363,27.189,0.812,44.546,20.977,23.207,0.0
1.78,-16.987,29.466,0.061,-1.754,27.025,0.786,45.502,20.509,24.174,0.0
1.8,-17.195,29.332,0.059,-2.144,26.86,0.76,46.458,20.041,25.141,0.0
1.82,-17.403,29.198,0.057,-2.535,26.695,0.734,47.414,19.574,26.108,0.0
1.84,-17.61,29.064,0.056,-2.925,26.53,0.708,48.37,19.106,27.075,0.0
1.86,-17.818,28.93,0.054,-3.316,26.365,0.681,49.327,18.638,28.042,0.0
1.88,-18.026,28.796,0.052,-3.706,26.2,0.655,50.283,18.171,29.009,0.0
1.9,-18.234,28.662,0.05,-4.097,26.035,0.629,51.239,17.703,29.976,0.0
1.92,-18.442,28.528,0.048,-4.487,25.871,0.603,52.195,17.235,30.943,0.0
1.94,-18.65,28.394,0.046,-4.878,25.706,0.577,53.151,16.768,31.91,0.0
1.96,-18.858,28.26,0.044,-5.268,25.541,0.551,54.107,16.3,32.877,0.0
1.98,-19.065,28.126,0.042,-5.659,25.376,0.525,55.064,15.832,33.844,0.0
2.0,-19.273,27.992,0.04,-6.05,25.211,0.499,56.02,15.364,34.811,0.0
2.02,-19.481,27.858,0.038,-6.44,25.046,0.472,56.976,14.897,35.778,0.0
2.04,-19.689,27.724,0.036,-6.831,24.881,0.446,57.932,14.429,36.745,0.0
2.06,-19.897,27.59,0.034,-7.221,24.716,0.42,58.888,13.961,37.712,0.0
