scene_key,candidate_id,scene_xml,selected_foundational_pose,feasible,feasibility_max_mean_tip_distance,feasibility_min_contacts,feasible_pose_count,foundational_pose_count,score,cube_lift,cube_tip_contacts,mean_tip_distance,cube_vel_norm,thumb_x,thumb_y,thumb_len,index_x,index_y,index_len,middle_x,middle_y,middle_len,chosen_ctrl_json,rank,gif_path
prism2,114,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_500_cem/prism2/generated_mjcf/scene_prism2_tn0d0097p0d0300p0d0040_ip0d0154n0d0108p0d0000_mp0d0182p0d0133p0d0000.xml,prism_y0d0300,True,0.03,1.0,1.0,1.0,3.853943869617084,0.07647997098716797,3.0,0.009696068894848085,0.023086514293993846,-0.009724061022624773,0.03,0.0040072071336392685,0.015418097000075947,-0.010783104100315308,0.0,0.018205053769901072,0.013332696100926186,0.0,"[0.04759260414282904, 1.8385134745525757, -0.5715285052499206, 0.0529327174349391, 1.4593971896258828, 1.1843017864010545, -0.1994262222487548, 1.5342260739469382, 1.118972874887014]",1.0,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_500_cem/prism2/top_gifs/rank01_candidate0114.gif
prism2,226,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_500_cem/prism2/generated_mjcf/scene_prism2_tp0d0059p0d0251p0d0062_ip0d0039n0d0063p0d0003_mn0d0009p0d0056p0d0000.xml,prism_y0d0300,True,0.03,1.0,1.0,1.0,3.2378748751617876,0.060791827502188124,3.0,0.009444524105879676,0.47300026135358375,0.005890195392200037,0.025145911494812493,0.006172020864999916,0.0038719373070722294,-0.006349688358739556,0.00030962863382305236,-0.0008708134120405647,0.005640698307909073,0.0,"[0.04759260414282904, 1.8385134745525757, -0.5715285052499206, 0.0529327174349391, 1.4593971896258828, 1.1843017864010545, -0.1994262222487548, 1.5342260739469382, 1.118972874887014]",2.0,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_500_cem/prism2/top_gifs/rank02_candidate0226.gif
prism2,12,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_500_cem/prism2/generated_mjcf/scene_prism2_tp0d0077p0d0195p0d0000_ip0d0172n0d0021p0d0000_mp0d0109p0d0139p0d0103.xml,prism_y0d0300,True,0.03,1.0,1.0,1.0,3.208471419065601,0.06038689560136232,3.0,0.009418522235885511,0.5748858834020604,0.007736971861033691,0.019519710171387972,0.0,0.017245133889239386,-0.0021352761651967315,0.0,0.010934425782932486,0.013926067895388755,0.01034441558354772,"[0.04759260414282904, 1.8385134745525757, -0.5715285052499206, 0.0529327174349391, 1.4593971896258828, 1.1843017864010545, -0.1994262222487548, 1.5342260739469382, 1.118972874887014]",3.0,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_500_cem/prism2/top_gifs/rank03_candidate0012.gif
prism2,235,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_500_cem/prism2/generated_mjcf/scene_prism2_tn0d0012p0d0185p0d0000_ip0d0150n0d0039p0d0000_mp0d0202p0d0205p0d0000.xml,prism_y0d0300,True,0.03,1.0,1.0,1.0,3.166693304062168,0.056874769230945976,3.0,0.009537475423298391,0.03232445449563112,-0.0012267169129464937,0.018511203439005447,0.0,0.015046761440901129,-0.003860181566608679,0.0,0.0202218044453141,0.02050055310976201,0.0,"[0.04759260414282904, 1.8385134745525757, -0.5715285052499206, 0.0529327174349391, 1.4593971896258828, 1.1843017864010545, -0.1994262222487548, 1.5342260739469382, 1.118972874887014]",4.0,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_500_cem/prism2/top_gifs/rank04_candidate0235.gif
prism2,395,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_500_cem/prism2/generated_mjcf/scene_prism2_tn0d0095p0d0197p0d0090_ip0d0217n0d0162p0d0000_mp0d0137p0d0125p0d0097.xml,prism_y0d0300,True,0.03,1.0,1.0,1.0,3.162445624028948,0.0566285375041852,3.0,0.009776594209701983,1.3208673604501205e-09,-0.00953061315295389,0.01970784975786273,0.009043612848737722,0.02166338004553322,-0.01616864958747996,0.0,0.01367630035117491,0.012518278257087605,0.009730640697078064,"[0.04759260414282904, 1.8385134745525757, -0.5715285052499206, 0.0529327174349391, 1.4593971896258828, 1.1843017864010545, -0.1994262222487548, 1.5342260739469382, 1.118972874887014]",5.0,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_500_cem/prism2/top_gifs/rank05_candidate0395.gif
