g12	32.0	10.0	0.05	-60.0
rv05_manual	40.0	10.0	0.05	-60.0
sv1_w0064	40.0	10.0	0.15	-80.0
sv1_u0100	40.0	10.0	0.15	-60.0
sv1_w0116	40.0	10.0	0.55	-70.0
sv1_u0060	40.0	10.0	0.15	-90.0
sv1_w0099	40.0	10.0	0.15	-80.0
sv1_u0039	32.0	10.0	0.55	-60.0
