step,cos,z,f_thumb,f_index,f_middle,clearance_mm,act_absmax
0,0.0001,0.0125,2.509,2.758,0.0,40.4,2.0
1,0.0002,0.0125,1.426,1.602,0.0,40.4,2.0
2,0.0001,0.0125,0.0,0.0,0.0,40.4,2.0
3,0.0,0.0125,0.327,0.0,0.0,40.4,2.0
4,0.0,0.0125,0.686,0.631,0.0,40.4,2.0
5,0.0001,0.0125,0.813,0.798,0.0,40.4,2.0
6,0.0001,0.0125,1.041,0.913,0.324,40.4,2.0
7,0.0002,0.0125,1.169,1.027,0.408,40.4,2.0
8,0.0002,0.0125,1.264,1.148,0.504,40.4,2.0
9,0.0003,0.0125,1.365,1.264,0.549,40.4,2.0
10,0.0003,0.0125,1.46,1.38,0.588,40.4,2.0
11,0.0005,0.0125,1.55,1.489,0.624,40.4,2.0
12,0.0006,0.0125,1.641,1.609,0.661,40.4,2.0
13,0.0008,0.0125,1.716,1.766,0.695,40.4,2.0
14,0.0011,0.0125,1.784,1.859,0.724,40.4,2.0
15,0.0013,0.0125,1.85,1.948,0.754,40.4,2.0
16,0.0016,0.0125,1.911,2.033,0.781,40.4,2.0
17,0.0018,0.0126,1.961,2.112,0.804,40.4,2.0
18,0.0021,0.0126,2.007,2.185,0.825,40.4,2.0
19,0.0024,0.0126,2.044,2.253,0.842,40.4,2.0
20,0.0026,0.0126,2.073,2.315,0.855,40.4,2.0
21,0.0029,0.0126,2.093,2.37,0.864,40.4,2.0
22,0.0032,0.0126,2.106,2.418,0.871,40.4,2.0
23,0.0034,0.0126,2.113,2.46,0.875,40.4,2.0
24,-0.0028,0.0154,1.033,4.264,0.0,40.4,2.0
25,-0.0079,0.0241,1.568,0.933,0.663,40.4,2.0
26,-0.0078,0.0353,1.766,1.07,0.698,40.4,2.0
27,-0.0075,0.0473,1.955,1.198,0.758,40.4,2.0
28,-0.0073,0.0596,2.048,1.261,0.789,40.4,2.0
29,-0.0071,0.072,2.084,1.285,0.802,40.4,2.0
30,-0.0068,0.0845,2.097,1.293,0.806,40.4,2.0
31,-0.0066,0.097,2.096,1.292,0.805,40.4,2.0
32,-0.0059,0.1062,3.212,6.368,1.21,40.4,2.0
33,-0.0054,0.1098,2.942,5.993,1.082,40.4,2.0
34,-0.0052,0.111,2.502,3.749,0.932,40.4,2.0
35,-0.005,0.1115,2.284,2.395,0.863,40.4,2.0
36,-0.0048,0.1117,2.203,1.367,0.839,40.4,2.0
37,-0.0046,0.1117,2.143,1.322,0.823,40.4,2.0
38,-0.0044,0.1117,2.124,1.308,0.817,40.4,2.0
39,-0.0042,0.1118,2.117,1.303,0.814,40.4,2.0
40,-0.0041,0.1118,2.114,1.301,0.813,40.4,2.0
41,-0.0039,0.1118,2.112,1.298,0.812,40.4,2.0
42,-0.0037,0.1118,2.109,1.296,0.811,40.4,2.0
43,-0.0035,0.1118,2.11,1.296,0.811,40.4,2.0
44,-0.0034,0.1118,2.107,1.294,0.81,40.4,2.0
45,-0.0032,0.1118,2.104,1.291,0.808,40.4,2.0
46,-0.0031,0.1118,2.104,1.29,0.808,40.4,2.0
47,-0.0029,0.1118,2.102,1.289,0.807,40.4,2.0
48,-0.0028,0.1118,2.1,1.287,0.806,40.4,2.0
49,-0.0026,0.1118,2.098,1.285,0.805,40.4,2.0
50,-0.0025,0.1118,2.097,1.284,0.805,40.4,2.0
51,-0.0024,0.1118,2.096,1.283,0.805,40.4,2.0
52,-0.0022,0.1118,2.094,1.281,0.803,40.4,2.0
53,-0.0021,0.1118,2.093,1.28,0.803,40.4,2.0
54,-0.002,0.1118,2.093,1.28,0.803,40.4,2.0
55,-0.0018,0.1118,2.09,1.277,0.802,40.4,2.0
56,-0.0017,0.1118,2.088,1.275,0.801,40.4,2.0
57,-0.0016,0.1118,2.09,1.276,0.802,40.4,2.0
58,0.0108,0.112,6.109,4.776,1.368,40.4,2.0
59,0.025,0.1124,6.625,4.377,2.421,40.4,2.0
60,0.0368,0.1125,7.302,3.252,4.565,40.4,2.0
61,0.0502,0.1126,7.742,3.786,3.927,40.4,2.0
62,0.0636,0.1128,7.62,3.722,3.873,40.4,2.0
63,0.0768,0.1129,7.519,3.744,3.782,40.4,2.0
64,0.0901,0.1131,7.409,3.943,3.655,40.4,2.0
65,0.1039,0.1132,7.398,4.42,3.497,40.4,2.0
66,0.1183,0.1134,2.921,0.0,2.461,40.4,2.0
67,0.1329,0.1137,7.491,4.624,4.012,40.4,2.0
68,0.1481,0.1139,7.473,4.59,3.921,40.4,2.0
69,0.164,0.1142,6.673,4.615,3.502,40.4,2.0
70,0.1807,0.1145,7.23,4.747,3.4,40.4,2.0
71,0.1979,0.1148,7.226,4.769,3.229,40.4,2.0
72,0.2156,0.1151,7.154,4.805,3.007,40.4,2.0
73,0.2337,0.1154,6.712,4.751,2.664,40.4,2.0
74,0.2522,0.1158,6.736,4.616,2.572,40.4,2.0
75,0.2705,0.1162,6.938,4.853,2.382,40.4,2.0
76,0.2847,0.1165,6.276,4.394,2.282,40.4,2.0
77,0.2971,0.1167,5.43,4.126,2.088,40.4,2.0
78,0.3112,0.117,6.079,4.447,1.949,40.05,2.0
79,0.3228,0.1173,2.406,0.0,2.021,39.31,2.0
80,0.3389,0.1177,6.23,4.645,1.648,38.5,2.0
81,0.3499,0.118,5.247,3.933,1.859,37.68,2.0
82,0.3648,0.1184,5.823,4.47,1.384,36.82,2.0
83,0.3775,0.1187,5.265,4.203,1.425,35.95,2.0
84,0.393,0.1192,6.105,4.788,1.329,35.07,2.0
85,0.406,0.1196,5.357,4.276,1.195,34.18,2.0
86,0.4216,0.12,1.503,0.0,1.218,33.29,2.0
87,0.4329,0.1203,7.937,6.715,1.528,32.44,2.0
88,0.4439,0.1205,8.721,7.319,1.515,31.61,2.0
89,0.4553,0.1207,8.591,7.279,1.407,30.77,2.0
90,0.467,0.121,8.514,7.281,1.314,29.94,2.0
91,0.479,0.1212,8.43,7.273,1.23,29.1,2.0
92,0.4914,0.1215,8.191,7.153,1.187,28.27,2.0
93,0.5036,0.1217,7.544,6.585,1.537,27.48,2.0
94,0.516,0.122,8.104,7.107,1.484,26.71,2.0
95,0.5278,0.1222,7.519,6.605,1.795,25.97,2.0
96,0.5392,0.1225,7.508,6.605,1.91,25.26,2.0
97,0.5482,0.1227,8.24,6.83,1.968,24.68,2.0
98,0.5555,0.1229,9.316,7.534,1.872,24.21,2.0
99,0.5627,0.1231,9.744,8.161,1.673,23.78,2.0
100,0.5695,0.1233,9.895,8.25,1.706,23.37,2.0
101,0.5759,0.1235,9.97,8.068,1.931,22.99,2.0
102,0.5817,0.1237,9.963,7.792,2.199,22.65,2.0
103,0.587,0.1238,9.996,7.592,2.453,22.35,2.0
104,0.5919,0.1239,10.007,7.442,2.626,22.09,2.0
105,0.5967,0.1241,10.017,7.327,2.758,21.86,2.0
106,0.6013,0.1242,10.02,7.245,2.847,21.66,2.0
107,0.6058,0.1243,10.028,7.221,2.879,21.48,2.0
108,0.6102,0.1245,10.025,7.19,2.906,21.32,2.0
109,0.6145,0.1246,10.031,7.188,2.912,21.17,2.0
110,0.6189,0.1248,10.024,7.185,2.904,21.04,2.0
111,0.6232,0.1249,10.024,7.189,2.898,20.92,2.0
112,0.6275,0.1251,10.027,7.189,2.899,20.81,2.0
113,0.6317,0.1252,10.033,7.188,2.904,20.71,2.0
114,0.6359,0.1254,10.033,7.18,2.912,20.62,2.0
115,0.6401,0.1255,10.022,7.169,2.909,20.54,2.0
116,0.6442,0.1257,10.024,7.168,2.911,20.47,2.0
117,0.6483,0.1258,10.032,7.168,2.917,20.42,2.0
118,0.6523,0.126,10.029,7.165,2.916,20.37,2.0
119,0.6563,0.1261,10.044,7.17,2.927,20.33,2.0
120,0.6602,0.1263,10.041,7.174,2.921,20.3,2.0
121,0.6641,0.1265,10.029,7.184,2.898,20.27,2.0
122,0.6679,0.1266,10.015,7.185,2.884,20.25,2.0
123,0.6717,0.1268,10.02,7.196,2.878,20.23,2.0
124,0.6754,0.1269,10.01,7.201,2.863,20.22,2.0
125,0.679,0.1271,10.02,7.214,2.865,20.21,2.0
126,0.6826,0.1273,10.021,7.225,2.854,20.2,2.0
