step,cos,z,f_thumb,f_index,f_middle,clearance_mm,act_absmax
0,0.0003,0.0124,7.386,4.655,4.962,43.24,2.0
1,-0.0002,0.0124,2.594,2.883,2.311,43.27,2.0
2,-0.0002,0.0124,2.227,2.888,1.913,43.27,2.0
3,-0.0002,0.0124,2.251,3.023,1.757,43.27,2.0
4,-0.0001,0.0124,2.359,3.198,1.667,43.27,2.0
5,-0.0001,0.0124,2.491,3.392,1.603,43.27,2.0
6,-0.0,0.0124,2.634,3.595,1.556,43.27,2.0
7,0.0,0.0124,2.775,3.809,1.519,43.27,2.0
8,0.0001,0.0124,2.915,4.029,1.491,43.27,2.0
9,0.0001,0.0124,3.053,4.253,1.47,43.27,2.0
10,0.0001,0.0124,3.191,4.481,1.456,43.27,2.0
11,0.0002,0.0124,3.325,4.709,1.448,43.27,2.0
12,0.0002,0.0124,3.456,4.937,1.445,43.27,2.0
13,0.0002,0.0124,3.584,5.163,1.446,43.27,2.0
14,0.0003,0.0124,3.706,5.386,1.45,43.27,2.0
15,0.0003,0.0124,3.824,5.605,1.458,43.27,2.0
16,0.0004,0.0124,3.937,5.818,1.468,43.28,2.0
17,0.0004,0.0124,4.044,6.024,1.48,43.28,2.0
18,0.0004,0.0124,4.145,6.221,1.494,43.28,2.0
19,0.0005,0.0124,4.239,6.409,1.51,43.28,2.0
20,0.0005,0.0124,4.446,6.575,1.531,43.28,2.0
21,0.0005,0.0124,4.542,6.757,1.561,43.29,2.0
22,0.0004,0.0124,4.622,6.923,1.589,43.29,2.0
23,0.0004,0.0124,4.691,7.076,1.615,43.29,2.0
24,0.0007,0.0146,2.439,1.427,0.959,43.3,2.0
25,0.0004,0.0227,2.145,1.351,0.778,43.3,2.0
26,0.0003,0.0335,1.771,1.196,0.581,43.31,2.0
27,0.0006,0.0454,1.563,1.09,0.489,43.32,2.0
28,0.001,0.0576,1.454,1.024,0.448,43.34,2.0
29,0.0015,0.0699,1.399,0.988,0.43,43.35,2.0
30,0.002,0.0823,1.369,0.968,0.422,43.36,2.0
31,0.0025,0.0947,1.351,0.954,0.418,43.38,2.0
32,0.006,0.1039,1.521,1.255,0.32,43.42,2.0
33,0.0067,0.1074,1.065,0.785,0.358,43.46,2.0
34,0.0057,0.1087,1.041,0.683,0.391,43.49,2.0
35,0.006,0.1091,1.183,0.797,0.4,43.5,2.0
36,0.0065,0.1092,1.235,0.824,0.424,43.51,2.0
37,0.0069,0.1092,1.261,0.836,0.436,43.53,2.0
38,0.0072,0.1091,1.269,0.84,0.44,43.54,2.0
39,0.0076,0.109,1.269,0.838,0.441,43.55,2.0
40,0.0079,0.109,1.265,0.834,0.44,43.56,2.0
41,0.0083,0.1089,1.259,0.829,0.439,43.57,2.0
42,0.0086,0.1088,1.252,0.824,0.438,43.58,2.0
43,0.0089,0.1087,1.246,0.818,0.436,43.59,2.0
44,0.0093,0.1087,1.239,0.813,0.435,43.6,2.0
45,0.0096,0.1086,1.233,0.808,0.433,43.61,2.0
46,0.0099,0.1085,1.227,0.803,0.432,43.62,2.0
47,0.0102,0.1085,1.221,0.798,0.431,43.63,2.0
48,0.0105,0.1084,1.215,0.793,0.429,43.64,2.0
49,0.0108,0.1083,1.209,0.788,0.428,43.65,2.0
50,0.0111,0.1083,1.204,0.784,0.427,43.66,2.0
51,0.0114,0.1082,1.198,0.779,0.426,43.67,2.0
52,0.0117,0.1082,1.193,0.775,0.424,43.68,2.0
53,0.0119,0.1081,1.188,0.771,0.423,43.69,2.0
54,0.0122,0.108,1.183,0.767,0.422,43.7,2.0
55,0.0125,0.108,1.178,0.763,0.421,43.71,2.0
56,0.0127,0.1079,1.173,0.759,0.42,43.72,2.0
