step,cos,z,f_thumb,f_index,f_middle,clearance_mm,act_absmax
0,0.0168,0.0131,12.424,13.02,3.347,58.98,2.0
1,-0.0046,0.0122,3.404,4.726,0.0,58.94,2.0
2,-0.0003,0.0124,1.771,0.0,0.0,58.95,2.0
3,0.0,0.0125,1.322,0.0,0.0,58.97,2.0
4,0.0001,0.0125,1.261,1.206,0.0,58.99,2.0
5,0.0001,0.0125,1.515,1.585,0.0,59.0,2.0
6,0.0002,0.0125,1.868,2.054,0.363,59.01,2.0
7,0.0003,0.0125,2.046,2.328,0.426,59.02,2.0
8,0.0003,0.0125,2.196,2.585,0.47,59.03,2.0
9,0.0003,0.0125,2.333,2.826,0.504,59.04,2.0
10,0.0004,0.0125,2.474,3.017,0.53,59.04,2.0
11,0.0004,0.0125,2.614,3.222,0.565,59.05,2.0
12,0.0004,0.0125,2.722,3.36,0.574,59.06,2.0
13,0.0004,0.0125,2.831,3.487,0.587,59.06,2.0
14,0.0005,0.0125,2.939,3.591,0.604,59.07,2.0
15,0.0005,0.0125,3.041,3.669,0.622,59.08,2.0
16,0.0005,0.0125,3.128,3.714,0.643,59.08,2.0
17,0.0005,0.0125,3.218,3.696,0.659,59.08,2.0
18,0.0005,0.0124,3.285,3.679,0.675,59.08,2.0
19,0.0005,0.0124,3.358,3.677,0.696,59.08,2.0
20,0.0005,0.0124,3.427,3.671,0.72,59.09,2.0
21,0.0005,0.0124,3.483,3.662,0.74,59.09,2.0
22,0.0005,0.0124,3.53,3.641,0.762,59.09,2.0
23,0.0005,0.0124,3.568,3.609,0.788,59.09,2.0
24,0.0016,0.0152,1.544,0.964,0.687,59.08,2.0
25,0.0026,0.0238,1.42,0.852,0.654,59.06,2.0
26,0.0038,0.0348,1.633,0.946,0.726,59.04,2.0
27,0.0049,0.0468,1.799,1.029,0.801,59.02,2.0
28,0.006,0.059,1.877,1.071,0.839,59.0,2.0
29,0.007,0.0714,1.904,1.086,0.852,58.99,2.0
30,0.008,0.0839,1.911,1.091,0.855,58.97,2.0
31,0.009,0.0963,1.911,1.091,0.855,58.96,2.0
32,0.01,0.1054,2.825,1.526,1.301,58.95,2.0
33,0.0111,0.1089,2.524,1.525,1.005,58.95,2.0
34,0.0123,0.1102,2.197,1.388,0.841,58.94,2.0
35,0.0134,0.1106,2.032,1.305,0.77,58.93,2.0
36,0.0145,0.1107,1.96,1.27,0.735,58.92,2.0
37,0.0155,0.1108,1.929,1.253,0.721,58.91,2.0
38,0.0166,0.1108,1.914,1.244,0.715,58.9,2.0
39,0.0176,0.1107,1.905,1.238,0.712,58.88,2.0
40,0.0186,0.1107,1.899,1.234,0.71,58.87,2.0
41,0.0195,0.1107,1.894,1.23,0.708,58.86,2.0
42,0.0205,0.1106,1.889,1.227,0.707,58.85,2.0
43,0.0214,0.1106,1.885,1.224,0.705,58.84,2.0
44,0.0223,0.1106,1.881,1.221,0.704,58.83,2.0
45,0.0231,0.1106,1.878,1.213,0.708,58.82,2.0
46,0.024,0.1105,1.873,1.21,0.707,58.81,2.0
47,0.0248,0.1105,1.869,1.207,0.706,58.8,2.0
48,0.0255,0.1105,1.866,1.204,0.705,58.79,2.0
49,0.0263,0.1104,1.862,1.201,0.704,58.78,2.0
50,0.027,0.1104,1.859,1.199,0.703,58.77,2.0
51,0.0278,0.1104,1.856,1.196,0.702,58.76,2.0
52,0.0285,0.1104,1.852,1.195,0.7,58.75,2.0
53,0.0291,0.1104,1.847,1.19,0.701,58.74,2.0
54,0.0298,0.1103,1.846,1.187,0.702,58.74,2.0
55,0.0304,0.1103,1.844,1.184,0.703,58.73,2.0
56,0.0311,0.1103,1.841,1.181,0.703,58.72,2.0
57,0.0317,0.1103,1.842,1.186,0.698,58.71,2.0
58,0.0436,0.1102,2.64,1.889,1.432,58.59,2.0
59,0.0558,0.1103,6.204,3.749,2.989,58.33,2.0
60,0.0643,0.1104,8.376,4.982,3.764,58.01,2.0
61,0.0726,0.1105,8.31,4.984,3.776,57.67,2.0
62,0.0803,0.1106,9.018,5.022,4.281,57.36,2.0
63,0.0872,0.1108,11.253,5.555,5.929,57.13,2.0
64,0.0942,0.1109,11.122,5.564,5.807,56.92,2.0
65,0.1014,0.111,10.982,5.569,5.68,56.71,2.0
66,0.1086,0.1112,10.842,5.582,5.55,56.49,2.0
67,0.1161,0.1113,10.701,5.612,5.406,56.26,2.0
68,0.1238,0.1115,10.554,5.638,5.264,56.02,2.0
69,0.1316,0.1117,10.475,5.714,5.148,55.77,2.0
70,0.1396,0.1119,10.441,5.81,5.069,55.51,2.0
71,0.1478,0.1121,10.424,6.33,4.99,55.23,2.0
72,0.1561,0.1123,10.429,6.837,4.926,54.92,2.0
