step,cos,z,f_thumb,f_index,f_middle,clearance_mm,act_absmax
0,-0.0076,0.0126,10.606,7.914,11.598,59.99,2.0
1,-0.0044,0.0126,1.296,0.833,5.669,60.01,2.0
2,-0.0008,0.0124,0.438,2.644,2.44,59.98,2.0
3,-0.0003,0.0124,0.517,3.631,1.564,59.96,2.0
4,-0.0001,0.0124,0.854,4.128,1.333,59.95,2.0
5,0.0,0.0124,1.179,4.61,1.085,59.94,2.0
6,0.0002,0.0124,1.479,5.12,0.837,59.94,2.0
7,0.0003,0.0124,1.774,5.661,0.669,59.94,2.0
8,0.0004,0.0124,2.066,6.183,0.68,59.94,2.0
9,0.0005,0.0124,2.359,6.438,0.704,59.93,2.0
10,0.0005,0.0124,2.633,6.679,0.713,59.93,2.0
11,0.0005,0.0124,2.893,6.918,0.726,59.93,2.0
12,0.0004,0.0124,3.166,7.194,0.781,59.94,2.0
13,0.0005,0.0124,3.429,7.45,0.799,59.94,2.0
14,0.0005,0.0124,3.672,7.708,0.832,59.95,2.0
15,0.0005,0.0124,3.907,7.958,0.833,59.95,2.0
16,0.0005,0.0124,4.131,8.19,0.868,59.96,2.0
17,0.0005,0.0124,4.328,8.389,0.847,59.96,2.0
18,0.0005,0.0124,4.539,8.562,0.814,59.97,2.0
19,0.0005,0.0124,4.732,8.632,0.694,59.96,2.0
20,0.0004,0.0124,4.832,8.356,0.666,59.95,2.0
21,0.0003,0.0124,4.973,7.994,0.742,59.92,2.0
22,0.0002,0.0124,5.119,7.75,0.862,59.9,2.0
23,0.0001,0.0124,5.239,7.348,1.094,59.87,2.0
24,-0.0009,0.0145,1.912,1.553,0.478,59.9,2.0
25,0.0007,0.0226,1.597,1.22,0.491,59.9,2.0
26,0.0026,0.0335,1.783,1.28,0.519,59.9,2.0
27,0.0044,0.0453,1.958,1.365,0.59,59.9,2.0
28,0.0063,0.0576,2.037,1.426,0.607,59.91,2.0
29,0.0081,0.0699,2.061,1.448,0.611,59.91,2.0
30,0.0098,0.0823,2.064,1.444,0.62,59.92,2.0
31,0.0116,0.0947,2.059,1.434,0.626,59.93,2.0
32,0.0137,0.1038,2.817,2.083,0.811,59.97,2.0
33,0.016,0.1073,2.468,1.947,0.511,60.01,2.0
34,0.018,0.1085,2.167,1.728,0.436,60.03,2.0
35,0.0198,0.109,2.045,1.608,0.448,60.04,2.0
36,0.0215,0.1091,2.002,1.55,0.464,60.05,2.0
37,0.0231,0.1091,1.99,1.5,0.5,60.06,2.0
38,0.0245,0.109,1.988,1.472,0.523,60.06,2.0
39,0.0259,0.109,1.985,1.45,0.543,60.07,2.0
40,0.0272,0.1089,1.985,1.426,0.566,60.08,2.0
41,0.0285,0.1089,1.984,1.404,0.586,60.08,2.0
42,0.0297,0.1088,1.982,1.385,0.603,60.09,2.0
43,0.0308,0.1088,1.979,1.369,0.617,60.09,2.0
44,0.0319,0.1087,1.976,1.353,0.629,60.1,2.0
45,0.0329,0.1087,1.972,1.341,0.637,60.1,2.0
46,0.0339,0.1086,1.965,1.338,0.634,60.11,2.0
47,0.0349,0.1086,1.96,1.329,0.638,60.11,2.0
48,0.0358,0.1086,1.954,1.323,0.638,60.12,2.0
49,0.0367,0.1085,1.949,1.318,0.639,60.12,2.0
50,0.0375,0.1085,1.945,1.306,0.647,60.13,2.0
51,0.0383,0.1084,1.94,1.308,0.64,60.13,2.0
52,0.0391,0.1084,1.939,1.296,0.651,60.14,2.0
53,0.0399,0.1084,1.932,1.295,0.645,60.14,2.0
54,0.0406,0.1083,1.929,1.298,0.638,60.14,2.0
55,0.0414,0.1083,1.928,1.274,0.66,60.15,2.0
56,0.0421,0.1083,1.917,1.296,0.629,60.15,2.0
57,0.0428,0.1082,1.915,1.283,0.64,60.16,2.0
58,0.054,0.1084,8.443,3.249,6.682,59.36,2.0
59,0.0649,0.1085,9.061,3.406,7.522,58.7,2.0
60,0.0767,0.1085,8.384,3.152,7.085,58.23,2.0
61,0.0887,0.1086,8.36,3.129,7.151,57.78,2.0
62,0.101,0.1088,8.454,3.144,7.31,57.39,2.0
63,0.1134,0.1089,8.541,3.165,7.439,57.06,2.0
64,0.126,0.1091,8.61,3.189,7.541,56.78,2.0
65,0.139,0.1093,8.646,3.192,7.551,56.57,2.0
66,0.1522,0.1094,8.573,3.149,7.326,56.37,2.0
67,0.1658,0.1097,8.426,3.093,7.039,56.15,2.0
68,0.1797,0.1099,8.256,3.042,6.728,55.93,2.0
69,0.194,0.1102,8.068,2.993,6.398,55.69,2.0
70,0.2085,0.1105,7.862,2.945,6.054,55.44,2.0
71,0.2231,0.1109,7.649,2.902,5.705,55.19,2.0
72,0.2379,0.1113,7.386,2.837,5.335,54.93,2.0
73,0.2527,0.1117,7.127,2.785,4.976,54.67,2.0
74,0.2674,0.1121,6.893,2.738,4.635,54.42,2.0
75,0.2819,0.1126,6.678,2.707,4.32,54.17,2.0
76,0.296,0.113,7.434,3.512,4.405,53.91,2.0
77,0.3097,0.1135,8.372,4.436,4.536,53.65,2.0
78,0.3233,0.1139,8.256,4.431,4.313,53.39,2.0
79,0.3367,0.1144,8.111,4.402,4.116,53.14,2.0
80,0.3498,0.1149,7.972,4.37,3.936,52.86,2.0
81,0.3625,0.1154,7.854,4.345,3.78,52.55,2.0
82,0.3748,0.1159,7.734,4.314,3.633,52.21,2.0
83,0.3878,0.1164,8.681,4.106,4.987,51.84,2.0
84,0.4013,0.1169,8.503,4.049,4.768,51.43,2.0
85,0.4144,0.1174,8.484,4.047,4.668,51.0,2.0
86,0.427,0.1179,8.477,4.048,4.59,50.53,2.0
87,0.4392,0.1184,8.464,4.046,4.521,50.03,2.0
88,0.4509,0.1189,8.453,4.046,4.464,49.49,2.0
89,0.4621,0.1194,8.442,4.047,4.424,48.93,2.0
90,0.4728,0.1199,8.433,4.048,4.391,48.35,2.0
91,0.483,0.1205,8.424,4.048,4.365,47.74,2.0
92,0.4927,0.121,8.425,4.05,4.349,47.11,2.0
93,0.5018,0.1215,8.43,4.053,4.34,46.47,2.0
94,0.5094,0.122,8.001,4.589,3.581,45.9,2.0
95,0.5159,0.1219,6.727,4.845,2.577,45.15,2.0
96,0.5233,0.1215,7.034,4.65,3.46,44.29,2.0
97,0.5305,0.1212,7.106,4.136,5.231,43.43,2.0
98,0.5392,0.1208,7.008,4.565,3.945,42.57,2.0
99,0.5479,0.1205,6.799,4.321,4.595,41.68,2.0
100,0.5572,0.1202,4.608,0.0,4.234,40.8,2.0
101,0.5671,0.12,5.199,0.0,4.777,39.92,2.0
102,0.5767,0.1198,6.804,4.435,4.461,39.01,2.0
103,0.5879,0.1195,4.929,0.0,4.535,38.12,2.0
104,0.599,0.1194,5.668,0.0,5.238,37.24,2.0
105,0.611,0.1192,5.676,0.0,5.235,36.37,2.0
106,0.6222,0.1192,5.843,0.0,5.422,35.5,2.0
107,0.6358,0.1192,7.09,4.043,5.696,34.56,2.0
108,0.6487,0.1191,6.55,3.954,5.127,33.68,2.0
109,0.6641,0.1191,6.426,0.0,6.023,32.73,2.0
110,0.6746,0.1191,7.325,3.412,6.155,32.15,2.0
111,0.6837,0.1189,6.135,4.346,3.529,31.96,2.0
112,0.69,0.1186,6.149,4.02,2.591,32.07,2.0
113,0.697,0.1183,6.195,3.994,2.585,32.16,2.0
114,0.702,0.118,6.99,4.389,2.816,32.16,2.0
115,0.7062,0.1177,6.883,4.323,2.782,32.07,2.0
116,0.7104,0.1174,6.846,4.279,2.795,31.96,2.0
117,0.7147,0.1171,6.814,4.236,2.81,31.83,2.0
118,0.7189,0.1168,6.772,4.186,2.822,31.7,2.0
119,0.7231,0.1166,6.732,4.137,2.834,31.57,2.0
120,0.7273,0.1164,6.667,4.074,2.834,31.43,2.0
121,0.7314,0.1162,6.603,4.014,2.834,31.29,2.0
122,0.7354,0.116,6.546,3.953,2.836,31.14,2.0
123,0.7394,0.1158,6.498,3.897,2.841,30.99,2.0
124,0.7432,0.1156,6.459,3.847,2.846,30.84,2.0
125,0.747,0.1155,6.405,3.792,2.84,30.69,2.0
126,0.7507,0.1154,6.557,4.004,2.805,30.55,2.0
127,0.7542,0.1153,6.755,4.229,2.78,30.41,2.0
128,0.7577,0.1152,6.818,4.319,2.731,30.28,2.0
129,0.7611,0.1151,6.822,4.372,2.656,30.16,2.0
130,0.7645,0.115,6.818,4.409,2.584,30.04,2.0
131,0.7677,0.1149,6.808,4.447,2.503,29.92,2.0
132,0.7708,0.1149,6.798,4.481,2.422,29.81,2.0
133,0.7737,0.1148,6.79,4.519,2.339,29.7,2.0
134,0.7764,0.1148,6.795,4.558,2.26,29.6,2.0
135,0.7788,0.1148,6.821,4.623,2.183,29.51,2.0
136,0.7815,0.1148,6.911,5.086,2.017,29.41,2.0
137,0.785,0.1149,7.09,5.948,2.069,29.26,2.0
138,0.7901,0.115,7.705,7.265,1.91,29.0,2.0
139,0.7986,0.1153,8.384,8.072,1.916,28.51,2.0
140,0.8068,0.1155,8.447,7.309,3.07,28.07,2.0
141,0.8134,0.1157,9.2,7.35,3.199,27.79,2.0
142,0.8183,0.1158,9.665,7.804,2.371,27.58,2.0
143,0.8228,0.1159,9.793,7.981,2.189,27.38,2.0
144,0.8267,0.116,9.981,8.243,1.945,27.21,2.0
145,0.8304,0.1162,9.66,7.93,1.943,27.05,2.0
146,0.834,0.1163,9.213,7.666,1.844,26.89,2.0
147,0.8377,0.1164,8.769,7.38,1.859,26.73,2.0
148,0.8412,0.1165,8.581,7.208,1.756,26.57,2.0
149,0.844,0.1166,8.601,6.998,1.709,26.46,2.0
150,0.8461,0.1167,8.666,6.769,1.926,26.39,2.0
151,0.8475,0.1168,8.958,6.78,2.295,26.35,2.0
152,0.8482,0.1168,9.54,6.963,2.949,26.36,2.0
153,0.8484,0.1169,9.974,7.079,3.479,26.38,2.0
154,0.8488,0.1169,9.886,6.934,3.485,26.41,2.0
155,0.8491,0.1169,9.945,6.997,3.473,26.43,2.0
156,0.8495,0.117,9.836,6.846,3.482,26.45,2.0
157,0.85,0.117,9.905,6.926,3.445,26.47,2.0
