iteration,iter_best_score,iter_mean_score,elite_mean_score,best_score_so_far,best_cube_lift_so_far,best_contacts_so_far,mean_sigma,iteration_seconds
0.0,4.446092754462687,0.8759407207505103,3.0130647003399336,4.446092754462687,0.04818192034900562,5.0,0.16877539453308057,0.6654599289759062
1.0,4.087699555929791,1.7951036324697858,3.687403130840563,4.446092754462687,0.04818192034900562,5.0,0.1533904954486583,0.6941999470000155
2.0,4.763966211802752,3.0156542307287006,4.222065699327965,4.763966211802752,0.06643961068304398,5.0,0.15524266319413527,0.7752602699911222
3.0,4.944189117214127,3.2391713168332847,4.527821583557213,4.944189117214127,0.05213014185501377,6.0,0.1456223663246532,0.823801432037726
4.0,4.893287296845411,3.723246958997794,4.729930563387767,4.944189117214127,0.05213014185501377,6.0,0.11041486988893587,0.8867241049883887
5.0,4.952442323786947,4.291680883955561,4.864833899413691,4.952442323786947,0.051209348043918926,6.0,0.09385561971366646,0.928715969028417
6.0,4.930876182716598,4.4585312870672995,4.891659118580636,4.952442323786947,0.051209348043918926,6.0,0.06348390210778587,0.9751802310347557
7.0,4.917141253542478,4.7150811140102515,4.895095606479595,4.952442323786947,0.051209348043918926,6.0,0.05311921960537094,1.0328502529882826
8.0,4.923004411868296,4.756990420096465,4.909230762148968,4.952442323786947,0.051209348043918926,6.0,0.046087215533958836,1.0373510339995846
9.0,4.932692867369624,4.770887724081794,4.9247179122447395,4.952442323786947,0.051209348043918926,6.0,0.043065271242241625,1.0401836350210942
10.0,4.938077786245772,4.80550448187995,4.930173027091676,4.952442323786947,0.051209348043918926,6.0,0.029591250362726227,1.0578201449825428
11.0,4.946985390585115,4.896808010789442,4.939802654455165,4.952442323786947,0.051209348043918926,6.0,0.021690384106544683,1.0545152859995142
12.0,4.9561493947598985,4.924453411691428,4.946465508950134,4.9561493947598985,0.05124468529548912,6.0,0.01778748114242287,1.0514818250085227
13.0,4.964994649240393,4.938246069177149,4.9575921759367665,4.964994649240393,0.05152670032290019,6.0,0.016686563934707948,1.044776468013879
14.0,4.969419235741375,4.9444577609127665,4.96212368263937,4.969419235741375,0.05158035110384267,6.0,0.0127544840176806,1.0485215379740112
15.0,4.982492519194879,4.962033600853263,4.972728704921561,4.982492519194879,0.05183168426683541,6.0,0.011183133519885733,1.0472591709694825
16.0,4.985683217153069,4.971500286475182,4.981020091774441,4.985683217153069,0.05209280931655609,6.0,0.008738278579658252,1.043858718010597
17.0,5.003559180340275,4.9798251771474495,4.989640892171415,5.003559180340275,0.05247904088026875,6.0,0.006981835533987539,1.0584615839761682
18.0,5.0019015671680656,4.988206338660392,4.996360064466585,5.003559180340275,0.05247904088026875,6.0,0.004985419624137826,1.0564946120139211
19.0,5.003819143895331,4.994062583423628,5.000096171273532,5.003819143895331,0.05243570703402412,6.0,0.0042102710917742946,1.0554555039852858
20.0,5.005395186069086,4.997061572473534,5.0024427769146325,5.005395186069086,0.0525165792954837,6.0,0.00369141343288294,1.0625575790181756
21.0,5.00590428599439,4.999507266613483,5.004263483289626,5.00590428599439,0.052475100855131684,6.0,0.0029683891070028663,1.0553580969572067
22.0,5.008424352634341,5.001878503019668,5.006577109079274,5.008424352634341,0.052543207413494025,6.0,0.002625109648249501,1.0526083060540259
23.0,5.0094724302638545,5.002766728716927,5.00613391954872,5.0094724302638545,0.05261635047763012,6.0,0.0025363070061634133,1.0512673269840889
24.0,5.009539549246122,5.004142436070916,5.007907401773075,5.009539549246122,0.052559853478591045,6.0,0.002534814206731974,1.0547478389926255
25.0,5.010567859392346,5.005302734714359,5.00920978538051,5.010567859392346,0.05258257353288055,6.0,0.002128200410518506,1.058501671999693
26.0,5.0112826384356675,5.00612978540441,5.009954252217067,5.0112826384356675,0.05261743290696964,6.0,0.001637091827380138,1.0482271439977922
27.0,5.011265538357295,5.007432445733536,5.010273259514956,5.0112826384356675,0.05261743290696964,6.0,0.0014318260822614051,1.0541819419595413
28.0,5.012861336564112,5.008416186632211,5.011042123930607,5.012861336564112,0.05268263163343424,6.0,0.0011925653462422604,1.0501896779751405
29.0,5.012444068840055,5.008741609391228,5.0112565021270425,5.012861336564112,0.05268263163343424,6.0,0.0011112034384233973,1.0508313159807585
30.0,5.014076091448832,5.009752456216555,5.012078862599264,5.014076091448832,0.05276624062439583,6.0,0.001052305672837442,1.0505919099668972
31.0,5.01471505208494,5.010824102236123,5.0129327457473325,5.01471505208494,0.05273022324392204,6.0,0.001044189219180946,1.0536560980253853
32.0,5.013871941261126,5.010708454478431,5.012916034040612,5.01471505208494,0.05273022324392204,6.0,0.0010189392120969387,1.0445951930014417
33.0,5.01470131229124,5.01127510035564,5.01370040567357,5.01471505208494,0.05273022324392204,6.0,0.0010004299133467701,1.051622672996018
34.0,5.01685220002886,5.011921626225694,5.014576316375642,5.01685220002886,0.052758453831293795,6.0,0.0010772731842609983,1.0459779989905655
35.0,5.016730598380797,5.012161576110213,5.014877911747093,5.01685220002886,0.052758453831293795,6.0,0.0009184709205348322,1.0615617239964195
