step,cos,z,f_thumb,f_index,f_middle,clearance_mm,act_absmax
0,0.0087,0.0127,9.181,14.399,2.105,43.05,2.0
1,-0.0001,0.0123,1.597,7.066,0.0,43.08,2.0
2,0.0011,0.0124,1.095,6.653,0.0,43.07,2.0
3,0.0013,0.0124,1.094,6.477,0.0,43.06,2.0
4,0.0013,0.0124,1.209,6.38,0.0,43.05,2.0
5,0.0013,0.0124,1.357,6.354,0.0,43.04,2.0
6,0.0013,0.0124,1.514,6.365,0.0,43.04,2.0
7,0.0013,0.0124,1.674,6.407,0.0,43.04,2.0
8,0.0013,0.0124,1.823,6.304,0.301,43.04,2.0
9,0.0011,0.0124,1.95,6.19,0.545,43.04,2.0
10,0.001,0.0124,2.101,6.131,0.752,43.04,2.0
11,0.001,0.0124,2.262,6.133,0.919,43.04,2.0
12,0.001,0.0124,2.427,6.178,1.054,43.04,2.0
13,0.001,0.0124,2.582,6.243,1.17,43.04,2.0
14,0.0009,0.0124,2.745,6.36,1.25,43.04,2.0
15,0.0009,0.0124,2.893,6.473,1.321,43.04,2.0
16,0.0009,0.0124,3.036,6.601,1.377,43.04,2.0
17,0.0009,0.0124,3.165,6.717,1.432,43.04,2.0
18,0.001,0.0124,3.294,6.857,1.47,43.05,2.0
19,0.001,0.0124,3.418,6.994,1.504,43.05,2.0
20,0.001,0.0124,3.534,7.128,1.533,43.05,2.0
21,0.001,0.0124,3.644,7.256,1.56,43.05,2.0
22,0.001,0.0124,3.734,7.352,1.595,43.05,2.0
23,0.001,0.0124,3.825,7.462,1.619,43.05,2.0
24,0.0013,0.0146,2.455,1.438,0.961,43.05,2.0
25,0.001,0.0227,2.169,1.361,0.788,43.06,2.0
26,0.0009,0.0336,1.8,1.21,0.59,43.07,2.0
27,0.0012,0.0454,1.591,1.102,0.498,43.08,2.0
28,0.0017,0.0576,1.481,1.036,0.455,43.09,2.0
29,0.0023,0.0699,1.424,1.0,0.437,43.11,2.0
30,0.0028,0.0823,1.394,0.978,0.428,43.12,2.0
31,0.0034,0.0947,1.375,0.964,0.424,43.13,2.0
32,0.0067,0.1039,1.517,1.247,0.346,43.17,2.0
33,0.0075,0.1075,1.078,0.755,0.354,43.21,2.0
34,0.0067,0.1087,1.062,0.713,0.373,43.24,2.0
35,0.0072,0.1091,1.177,0.794,0.391,43.25,2.0
36,0.0077,0.1092,1.239,0.827,0.418,43.26,2.0
37,0.0082,0.1092,1.27,0.844,0.431,43.27,2.0
38,0.0086,0.1091,1.281,0.849,0.436,43.29,2.0
39,0.0091,0.1091,1.282,0.848,0.437,43.3,2.0
40,0.0095,0.109,1.278,0.844,0.437,43.31,2.0
41,0.0099,0.1089,1.273,0.84,0.436,43.32,2.0
42,0.0103,0.1088,1.266,0.834,0.434,43.33,2.0
43,0.0107,0.1088,1.26,0.829,0.433,43.34,2.0
44,0.0111,0.1087,1.253,0.824,0.431,43.35,2.0
45,0.0115,0.1086,1.247,0.818,0.43,43.36,2.0
46,0.0119,0.1086,1.241,0.813,0.429,43.37,2.0
47,0.0122,0.1085,1.237,0.81,0.427,43.38,2.0
48,0.0126,0.1084,1.228,0.803,0.426,43.39,2.0
49,0.013,0.1084,1.224,0.8,0.425,43.4,2.0
50,0.0133,0.1083,1.218,0.795,0.424,43.41,2.0
51,0.0137,0.1082,1.212,0.79,0.422,43.42,2.0
52,0.014,0.1082,1.206,0.785,0.421,43.43,2.0
53,0.0143,0.1081,1.201,0.781,0.42,43.44,2.0
54,0.0147,0.1081,1.196,0.777,0.419,43.45,2.0
55,0.015,0.108,1.191,0.772,0.418,43.46,2.0
56,0.0153,0.1079,1.186,0.768,0.417,43.47,2.0
57,0.0156,0.1079,1.181,0.764,0.416,43.48,2.0
58,0.0286,0.1078,3.271,2.452,1.561,44.12,2.0
59,0.0416,0.1077,4.494,3.102,2.097,44.88,2.0
60,0.0547,0.1077,5.491,3.984,2.764,45.49,2.0
61,0.0677,0.1079,4.975,3.63,2.638,45.67,2.0
62,0.0802,0.1081,5.419,3.131,2.746,45.68,2.0
63,0.0929,0.1083,5.517,3.651,2.966,45.66,2.0
64,0.1052,0.1085,5.463,3.768,3.093,45.56,2.0
65,0.1197,0.1087,5.733,2.675,4.976,45.39,2.0
66,0.1355,0.109,5.803,2.232,5.218,45.23,2.0
67,0.1513,0.1092,5.695,2.195,5.172,45.02,2.0
68,0.1671,0.1095,5.708,1.94,5.291,44.75,2.0
69,0.1828,0.1097,5.689,1.782,5.325,44.41,2.0
70,0.1987,0.1099,5.758,1.616,5.451,43.96,2.0
71,0.2144,0.1102,5.557,1.778,5.201,43.46,2.0
72,0.2307,0.1104,5.662,1.348,5.42,42.96,2.0
73,0.2468,0.1107,5.59,1.263,5.374,42.44,2.0
74,0.263,0.1109,5.653,1.123,5.487,41.92,2.0
75,0.2793,0.1111,5.665,0.932,5.529,41.39,2.0
76,0.2957,0.1114,5.729,0.709,5.611,40.86,2.0
77,0.3125,0.1116,5.674,0.61,5.561,40.31,2.0
78,0.3299,0.1119,5.794,0.431,5.697,39.76,2.0
79,0.3482,0.1121,5.968,0.0,5.875,39.2,2.0
80,0.3704,0.1123,5.764,0.237,5.654,38.63,2.0
81,0.3998,0.1125,5.631,0.0,5.529,38.05,2.0
82,0.4463,0.1126,5.699,0.0,5.587,37.46,2.0
83,0.5084,0.1126,5.627,0.0,5.508,36.86,2.0
84,0.5837,0.1125,5.363,0.0,5.233,36.25,2.0
85,0.669,0.1123,5.036,0.0,4.894,35.62,2.0
86,0.7591,0.112,4.676,0.0,4.52,34.97,2.0
