iteration,iter_best_score,iter_mean_score,elite_mean_score,best_score_so_far,best_cube_lift_so_far,best_contacts_so_far,mean_sigma
0.0,-0.048812106808200605,-0.048812106808200605,-0.034073345363140106,-0.048812106808200605,0.0,0.0,5461.02099609375
1.0,-0.04953983311949455,-0.04953983311949455,-0.06547761708498001,-0.048812106808200605,0.0,0.0,118.43512725830078
2.0,-0.04436303758373498,-0.04436303758373498,-0.029617413878440857,-0.04436303758373498,0.0,0.0,170639.390625
3.0,2.402858804996972,2.402858804996972,0.032328590750694275,2.402858804996972,0.0468547136325788,2.0,3.6324291229248047
4.0,2.402858804996972,2.402858804996972,1.8686745166778564,2.402858804996972,0.0468547136325788,2.0,inf
5.0,2.402858804996972,2.402858804996972,1.8686745166778564,2.402858804996972,0.0468547136325788,2.0,inf
6.0,2.402858804996972,2.402858804996972,1.8686745166778564,2.402858804996972,0.0468547136325788,2.0,inf
7.0,2.402858804996972,2.402858804996972,1.8686745166778564,2.402858804996972,0.0468547136325788,2.0,inf
8.0,2.402858804996972,2.402858804996972,1.8686745166778564,2.402858804996972,0.0468547136325788,2.0,inf
9.0,2.402858804996972,2.402858804996972,1.8686745166778564,2.402858804996972,0.0468547136325788,2.0,inf
10.0,2.402858804996972,2.402858804996972,1.8686745166778564,2.402858804996972,0.0468547136325788,2.0,inf
11.0,2.402858804996972,2.402858804996972,1.8686745166778564,2.402858804996972,0.0468547136325788,2.0,inf
