step,cos,z,f_thumb,f_index,f_middle
0,0.004,0.0122,4.119,3.82,0.426
1,0.0062,0.012,3.663,3.506,0.522
2,0.0076,0.0118,3.361,3.259,0.567
3,0.0086,0.0118,3.171,3.115,0.588
4,0.0095,0.0117,3.068,3.075,0.603
5,0.0103,0.0116,3.066,3.146,0.617
6,0.0111,0.0115,3.116,3.266,0.627
7,0.0119,0.0115,3.175,3.388,0.63
8,0.0127,0.0114,3.226,3.499,0.629
9,0.0134,0.0113,3.272,3.602,0.629
10,0.0141,0.0113,3.302,3.692,0.625
11,0.0148,0.0112,3.341,3.78,0.624
12,0.0155,0.0111,3.365,3.86,0.621
13,0.0161,0.0111,3.391,3.937,0.618
14,0.0167,0.011,3.411,4.007,0.615
15,0.0173,0.011,3.436,4.073,0.612
16,0.0178,0.011,3.451,4.135,0.608
17,0.0183,0.0109,3.466,4.195,0.605
18,0.0188,0.0109,3.477,4.253,0.602
19,0.0193,0.0108,3.503,4.309,0.608
20,0.0196,0.0108,3.52,4.356,0.61
21,0.0199,0.0108,3.526,4.41,0.601
22,0.0202,0.0107,3.54,4.454,0.601
23,0.0205,0.0107,3.553,4.502,0.602
24,0.0214,0.0144,2.303,1.706,0.719
25,0.0224,0.0238,1.675,1.1,0.672
26,0.0234,0.0352,1.465,0.945,0.548
27,0.0246,0.0473,1.532,0.959,0.574
28,0.0258,0.0596,1.65,1.031,0.613
29,0.027,0.072,1.747,1.107,0.63
30,0.0282,0.0844,1.816,1.162,0.643
31,0.0297,0.0968,0.556,0.0,0.385
32,0.0327,0.1048,2.729,2.128,0.761
33,0.0353,0.1075,2.755,2.321,0.467
34,0.0373,0.1084,2.565,2.138,0.406
35,0.039,0.1087,2.326,1.903,0.409
36,0.0405,0.1088,2.132,1.698,0.427
37,0.0418,0.1088,2.015,1.567,0.443
38,0.043,0.1087,1.949,1.489,0.455
39,0.0441,0.1087,1.914,1.439,0.47
40,0.0451,0.1087,1.895,1.405,0.485
41,0.0461,0.1086,1.885,1.38,0.5
42,0.047,0.1086,1.879,1.36,0.513
43,0.0479,0.1086,1.877,1.339,0.531
44,0.0487,0.1085,1.873,1.325,0.541
45,0.0495,0.1085,1.866,1.328,0.531
46,0.0502,0.1085,1.866,1.317,0.541
47,0.051,0.1084,1.863,1.309,0.545
48,0.0517,0.1084,1.86,1.304,0.548
49,0.0524,0.1084,1.858,1.294,0.555
50,0.0531,0.1083,1.852,1.302,0.541
51,0.0537,0.1083,1.851,1.287,0.556
52,0.0543,0.1083,1.849,1.273,0.567
53,0.0549,0.1083,1.844,1.274,0.561
54,0.0554,0.1082,1.838,1.279,0.549
55,0.056,0.1082,1.838,1.27,0.559
56,0.0565,0.1082,1.837,1.258,0.57
57,0.057,0.1082,1.833,1.258,0.564
58,0.0755,0.1081,2.324,1.511,1.59
59,0.0903,0.1081,2.829,1.959,1.096
60,0.1057,0.1081,3.967,2.999,1.506
61,0.1209,0.1083,5.165,3.917,2.183
62,0.1364,0.1085,5.69,4.337,2.243
63,0.1522,0.1086,5.992,4.582,2.22
64,0.1681,0.1088,6.184,4.746,2.134
65,0.184,0.109,6.309,4.848,2.013
66,0.2,0.1092,6.39,4.903,1.885
67,0.2159,0.1095,6.44,4.936,1.764
68,0.2315,0.1098,5.703,3.852,2.743
69,0.2468,0.1101,6.365,4.675,1.805
70,0.2618,0.1104,5.848,4.069,2.031
71,0.2767,0.1108,5.699,3.798,2.113
72,0.2913,0.1111,5.512,3.238,2.568
73,0.3057,0.1115,5.534,3.008,2.75
74,0.3201,0.112,5.912,2.546,3.505
75,0.334,0.1124,5.899,2.601,3.361
76,0.3474,0.1129,5.849,2.644,3.208
77,0.3603,0.1134,5.772,2.672,3.064
78,0.3728,0.1139,5.682,2.688,2.928
79,0.3847,0.1144,5.593,2.701,2.814
80,0.3961,0.1149,5.507,2.705,2.723
81,0.4068,0.1155,5.426,2.709,2.647
82,0.4169,0.116,5.353,2.712,2.587
83,0.4268,0.1166,5.82,2.509,3.238
84,0.4369,0.1171,5.97,2.593,3.298
85,0.4463,0.1177,6.004,2.661,3.281
86,0.455,0.1182,5.996,2.703,3.263
87,0.463,0.1188,5.965,2.73,3.252
88,0.4703,0.1194,5.923,2.75,3.246
89,0.4763,0.1199,5.848,2.907,3.131
90,0.4812,0.1204,5.817,3.06,2.94
91,0.4838,0.1208,5.834,4.003,1.82
92,0.495,0.1209,5.763,4.32,1.512
93,0.5005,0.121,5.723,4.311,1.413
94,0.5061,0.1209,4.589,3.533,1.93
95,0.5118,0.1208,4.59,3.42,2.48
96,0.5183,0.1207,4.347,3.243,2.495
97,0.5244,0.1207,5.312,3.261,4.04
98,0.5315,0.1207,4.607,3.482,2.571
99,0.5376,0.1207,4.583,3.318,3.061
100,0.5418,0.121,6.323,3.839,4.817
101,0.5529,0.1208,2.981,0.0,2.567
102,0.5559,0.1211,6.178,3.967,4.575
103,0.5689,0.121,4.809,3.661,2.622
104,0.5715,0.1214,6.319,3.963,4.764
105,0.5862,0.1213,5.69,3.282,4.444
106,0.5882,0.1216,6.676,3.394,5.412
107,0.601,0.1216,5.824,3.273,4.619
108,0.6036,0.1219,6.88,3.484,5.627
109,0.6174,0.1219,5.44,3.352,4.035
110,0.6209,0.1222,6.882,3.266,5.74
111,0.6337,0.1222,6.302,3.161,5.236
112,0.6373,0.1225,7.039,3.608,5.82
113,0.6515,0.1226,6.47,3.127,5.452
114,0.6557,0.1229,7.225,3.485,6.112
115,0.6692,0.123,7.113,3.062,6.21
116,0.6804,0.123,6.777,2.848,5.93
117,0.6857,0.1233,7.31,3.449,6.253
118,0.7006,0.1234,7.353,2.791,6.591
119,0.712,0.1235,7.469,2.612,6.787
120,0.7249,0.1235,6.703,2.694,5.927
121,0.7384,0.1236,7.974,3.517,6.954
122,0.7542,0.1235,6.541,3.907,5.048
123,0.764,0.1236,8.476,4.244,6.53
124,0.7696,0.1237,8.79,5.843,5.23
125,0.7762,0.1237,8.949,6.088,5.177
126,0.7821,0.1237,8.852,6.632,4.707
127,0.7889,0.1237,8.644,6.818,4.286
128,0.7948,0.1238,8.101,7.269,2.915
129,0.8032,0.1237,9.358,6.16,4.972
130,0.8097,0.1238,7.995,6.673,3.577
131,0.8178,0.1237,9.293,6.081,4.487
132,0.8252,0.1236,8.542,6.679,3.409
133,0.8324,0.1236,8.612,6.788,4.002
134,0.8398,0.1236,8.096,6.802,3.005
135,0.848,0.1235,9.691,5.916,4.856
136,0.8549,0.1235,8.139,7.187,3.142
137,0.8631,0.1234,9.951,5.836,4.765
138,0.8696,0.1236,7.071,6.205,2.813
139,0.878,0.1234,9.66,5.707,4.479
140,0.885,0.1235,7.687,6.282,3.655
141,0.8928,0.1234,9.719,5.636,4.573
142,0.8996,0.1235,7.642,6.584,3.169
143,0.907,0.1234,8.855,5.768,3.506
144,0.914,0.1234,7.036,4.706,2.835
145,0.9209,0.1233,8.483,4.725,3.902
146,0.9271,0.1233,8.014,5.623,2.667
147,0.9329,0.1233,8.124,5.152,3.281
148,0.9389,0.1233,7.759,4.558,3.319
149,0.9441,0.1232,8.19,5.27,2.997
150,0.9486,0.1232,7.932,4.955,2.967
151,0.9507,0.1233,5.827,3.187,2.805
152,0.9556,0.1232,7.549,3.742,3.725
153,0.959,0.1234,5.072,2.234,2.724
154,0.9588,0.1235,7.491,4.087,3.351
155,0.9623,0.1234,5.974,3.559,2.404
156,0.9655,0.1234,6.885,3.66,3.2
157,0.9652,0.1235,5.724,3.058,2.96
158,0.9647,0.1236,6.377,3.183,3.396
159,0.9674,0.1237,6.456,2.884,3.498
160,0.9668,0.1238,5.798,3.107,2.934
161,0.9666,0.1241,5.247,2.344,2.923
162,0.9657,0.1242,6.887,3.558,3.658
163,0.9664,0.1243,5.062,2.259,2.817
164,0.9647,0.1244,7.127,3.745,3.788
165,0.9649,0.1247,4.904,2.036,2.803
166,0.964,0.1246,7.779,4.46,4.116
167,0.9677,0.1248,4.393,1.26,2.977
168,0.9665,0.125,6.371,2.941,3.552
169,0.9677,0.1252,4.561,1.623,2.826
170,0.966,0.1252,7.299,3.944,3.923
171,0.9699,0.1254,4.337,1.297,2.893
172,0.9679,0.1255,6.896,3.498,3.753
173,0.9686,0.1257,4.705,1.392,3.169
174,0.9672,0.1258,7.291,3.709,4.016
175,0.9664,0.126,4.926,2.099,2.836
176,0.9651,0.1261,6.429,2.677,3.796
177,0.963,0.1262,5.333,2.445,3.013
178,0.9622,0.1264,5.925,2.582,3.418
179,0.965,0.1265,6.226,2.989,3.188
180,0.964,0.1267,5.595,2.472,3.183
181,0.9627,0.1269,5.706,2.136,3.504
182,0.9611,0.1271,5.929,2.596,3.409
183,0.9622,0.1272,6.774,2.885,3.969
184,0.963,0.1274,5.01,1.795,3.124
185,0.9606,0.1275,6.498,2.638,3.895
186,0.9601,0.1277,5.535,2.176,3.344
187,0.9594,0.1277,7.415,3.558,4.242
188,0.9591,0.128,5.268,1.964,3.247
189,0.9574,0.1281,7.129,3.122,4.175
190,0.9561,0.1282,6.194,2.108,4.0
191,0.9553,0.1284,6.205,2.819,3.586
192,0.9534,0.1286,6.538,2.345,4.132
193,0.9522,0.1287,5.967,2.275,3.664
194,0.9507,0.1289,6.62,2.797,3.905
195,0.9492,0.129,6.488,2.326,4.091
196,0.9475,0.1292,6.715,2.797,3.991
197,0.9457,0.1293,6.545,2.327,4.138
198,0.9461,0.1293,7.238,2.928,4.251
199,0.9445,0.1295,6.025,2.194,3.73
200,0.9434,0.1296,7.986,3.471,4.709
