step,cos,z,f_thumb,f_index,f_middle
110,0.6731,0.1229,6.297,5.241,3.359
111,0.6788,0.1232,7.339,5.273,4.701
112,0.687,0.1234,7.021,5.9,3.677
113,0.6948,0.1237,7.46,5.665,4.606
114,0.7026,0.124,7.585,5.886,4.635
115,0.7123,0.1242,7.655,5.677,4.979
116,0.7217,0.1245,7.762,5.489,5.33
117,0.7302,0.1247,7.81,5.399,5.466
118,0.7409,0.1248,7.069,4.934,4.883
119,0.7492,0.125,6.322,5.118,3.56
120,0.7564,0.1254,7.206,5.44,4.509
121,0.7651,0.1256,6.932,5.707,3.74
122,0.7726,0.126,7.243,5.81,4.113
123,0.7801,0.1263,6.34,4.285,4.337
124,0.7896,0.1264,7.386,4.605,4.648
125,0.7961,0.1266,4.437,1.666,2.959
126,0.8061,0.1266,7.781,2.202,5.495
127,0.8107,0.1267,6.104,5.419,1.898
128,0.8201,0.1267,6.28,2.215,4.091
129,0.8268,0.1268,5.203,3.592,2.074
130,0.8352,0.1269,4.767,1.854,2.947
131,0.843,0.127,4.466,1.658,2.798
132,0.8504,0.1271,5.101,1.641,3.384
133,0.8571,0.1272,6.077,3.262,3.311
134,0.8645,0.1273,4.505,1.789,2.753
135,0.8717,0.1275,4.463,1.698,2.758
136,0.8783,0.1276,4.739,1.607,3.061
137,0.8844,0.1278,4.949,1.555,3.296
138,0.8898,0.1279,4.637,1.462,3.073
139,0.8951,0.1282,4.045,1.351,2.6
140,0.9004,0.1283,5.014,1.463,3.43
141,0.9054,0.1286,4.217,1.474,2.67
142,0.9066,0.1287,4.647,2.096,2.694
143,0.9079,0.1289,5.11,2.42,2.937
144,0.9144,0.1292,3.834,0.877,2.81
145,0.917,0.1294,4.933,1.788,3.098
146,0.92,0.1296,4.072,1.522,2.496
147,0.9211,0.1298,5.437,1.787,3.57
148,0.9245,0.1301,4.576,2.075,2.415
149,0.9283,0.1303,4.373,0.91,2.213
150,0.9274,0.1304,5.379,2.457,2.934
151,0.9315,0.1306,4.765,0.893,2.329
152,0.9282,0.1305,5.126,1.723,2.665
153,0.9296,0.1307,5.14,0.869,2.398
154,0.9254,0.1306,3.265,1.449,1.842
155,0.9276,0.1308,5.505,1.825,2.462
156,0.9295,0.131,5.109,0.931,2.453
157,0.9246,0.1308,3.942,2.161,2.128
158,0.9303,0.1311,4.839,0.895,1.875
159,0.9254,0.1309,4.992,1.733,2.728
160,0.931,0.1311,4.981,0.0,1.752
161,0.9267,0.131,3.68,0.968,1.876
162,0.9315,0.1312,5.054,0.0,1.847
163,0.9291,0.1312,5.006,0.0,2.195
164,0.9292,0.1313,3.698,0.0,1.479
165,0.9248,0.1313,2.829,0.876,1.505
166,0.9287,0.1315,5.287,0.824,2.33
167,0.9239,0.1314,4.164,1.396,2.191
168,0.9277,0.1315,5.749,0.883,1.658
169,0.9229,0.1314,4.477,1.543,2.481
170,0.9256,0.1315,6.725,1.653,1.505
171,0.9305,0.1317,5.603,0.181,2.156
172,0.9245,0.1315,4.796,2.048,2.672
173,0.9299,0.1317,6.539,0.978,0.999
174,0.9241,0.1314,4.7,1.811,2.66
175,0.9283,0.1316,7.149,0.998,0.571
176,0.9238,0.1314,4.573,1.791,2.179
177,0.927,0.1315,7.695,2.352,1.304
178,0.9231,0.1314,4.471,1.992,2.08
179,0.9255,0.1315,7.485,3.163,2.972
180,0.925,0.1315,5.368,1.234,2.667
181,0.9199,0.1313,5.001,2.375,3.024
182,0.9255,0.1315,6.758,1.909,1.964
183,0.9213,0.1314,4.72,2.055,2.491
184,0.9244,0.1316,8.133,4.223,2.36
185,0.9254,0.1317,5.692,1.338,2.723
186,0.9202,0.1315,5.289,2.887,3.108
187,0.9258,0.1317,7.198,2.984,1.882
188,0.9231,0.1317,5.927,2.062,3.194
189,0.9282,0.1318,7.384,2.527,1.979
190,0.9226,0.1315,5.925,3.022,3.1
191,0.9288,0.1317,6.508,1.766,2.183
192,0.9232,0.1314,5.271,2.625,3.178
193,0.9298,0.1315,5.829,0.943,1.731
194,0.9264,0.1315,5.997,2.539,2.436
195,0.9286,0.1316,5.983,0.63,2.637
196,0.9233,0.1315,4.567,2.087,2.707
197,0.9264,0.1316,6.294,1.654,2.299
198,0.9214,0.1315,4.694,2.44,2.873
199,0.9256,0.1316,7.125,2.632,2.182
200,0.9241,0.1317,5.764,1.941,3.34
201,0.923,0.1317,8.117,3.415,3.899
202,0.9273,0.1319,6.153,0.647,2.741
203,0.9206,0.1317,5.427,2.894,3.316
204,0.9257,0.1319,6.893,1.652,1.934
205,0.9198,0.1316,5.913,2.401,3.473
206,0.9245,0.1318,7.339,1.038,1.223
207,0.9189,0.1316,5.134,1.992,2.892
208,0.9265,0.1317,6.065,0.544,1.703
209,0.9203,0.1315,7.0,3.08,1.842
210,0.9272,0.1317,5.919,0.824,1.924
211,0.9222,0.1315,7.321,3.453,2.072
212,0.9302,0.1317,6.983,1.583,1.758
213,0.9269,0.1316,7.095,1.795,3.438
214,0.9289,0.1317,7.596,1.463,1.543
215,0.9246,0.1316,5.237,2.656,2.32
216,0.929,0.1317,7.272,2.214,2.451
217,0.9242,0.1316,6.172,3.027,2.699
218,0.9282,0.1316,9.101,4.433,3.266
219,0.9255,0.1315,7.508,3.617,1.994
220,0.9267,0.1315,7.84,1.934,3.835
221,0.9306,0.1316,8.375,3.228,1.874
222,0.926,0.1314,8.389,3.949,2.482
223,0.9321,0.1315,9.171,3.604,1.793
224,0.9268,0.1312,7.579,3.482,3.309
225,0.9338,0.1313,7.306,1.976,2.295
226,0.9287,0.1311,8.097,3.72,2.574
227,0.9344,0.1313,7.87,2.514,1.997
228,0.9297,0.1311,5.339,2.662,2.909
229,0.9335,0.1312,8.297,3.528,1.974
230,0.9296,0.1311,8.039,3.912,2.3
231,0.9365,0.1312,8.601,3.044,2.051
232,0.9327,0.1311,6.88,3.121,2.33
233,0.9384,0.1312,6.52,1.17,2.419
234,0.9339,0.131,7.457,3.519,2.202
235,0.9393,0.1312,7.196,2.329,2.186
236,0.9333,0.1308,8.145,3.92,3.26
237,0.9407,0.1311,8.312,3.118,2.365
238,0.936,0.1308,5.648,2.638,3.015
239,0.9415,0.131,8.22,2.603,1.891
240,0.9357,0.1307,6.105,2.778,3.265
241,0.9395,0.1309,7.981,2.954,1.964
242,0.9358,0.1307,7.987,3.536,2.358
243,0.942,0.1309,6.858,1.844,2.383
244,0.9378,0.1307,8.163,3.269,3.05
245,0.9429,0.1308,7.137,1.759,2.382
246,0.9379,0.1305,8.071,3.604,2.914
247,0.9442,0.1308,8.579,2.991,2.242
248,0.9407,0.1306,7.827,3.177,2.391
249,0.9445,0.1307,9.169,3.421,2.0
