step,cos,z,f_thumb,f_index,f_middle
0,0.0051,0.0122,3.587,3.527,0.782
1,0.0068,0.012,3.245,3.298,0.707
2,0.008,0.0119,2.831,3.063,0.692
3,0.009,0.0119,2.496,2.885,0.696
4,0.0098,0.0118,2.33,2.883,0.712
5,0.0106,0.0118,2.3,2.988,0.725
6,0.0113,0.0117,2.333,3.126,0.744
7,0.0121,0.0117,2.371,3.254,0.758
8,0.0128,0.0116,2.397,3.36,0.767
9,0.0134,0.0116,2.419,3.447,0.779
10,0.0141,0.0115,2.437,3.519,0.789
11,0.0146,0.0115,2.455,3.579,0.798
12,0.0152,0.0115,2.473,3.632,0.808
13,0.0157,0.0114,2.493,3.676,0.816
14,0.0162,0.0114,2.512,3.714,0.825
15,0.0166,0.0114,2.535,3.748,0.835
16,0.017,0.0113,2.556,3.777,0.842
17,0.0174,0.0113,2.577,3.801,0.847
18,0.0178,0.0113,2.602,3.819,0.861
19,0.018,0.0112,2.623,3.836,0.858
20,0.0183,0.0112,2.654,3.837,0.847
21,0.0184,0.0112,2.683,3.809,0.835
22,0.0184,0.0112,2.713,3.751,0.821
23,0.0182,0.0112,2.738,3.673,0.802
24,0.0187,0.0151,1.845,1.299,0.633
25,0.0193,0.0246,1.442,0.895,0.63
26,0.0201,0.0361,1.364,0.802,0.604
27,0.021,0.0482,1.447,0.833,0.642
28,0.0218,0.0605,1.559,0.888,0.694
29,0.0207,0.0729,1.639,0.896,0.762
30,0.0213,0.0853,1.783,0.976,0.811
31,0.0202,0.0977,1.798,0.975,0.841
32,0.021,0.1057,2.702,1.433,1.282
33,0.0224,0.1084,2.768,1.832,0.935
34,0.0239,0.1093,2.54,1.84,0.712
35,0.0253,0.1096,2.28,1.691,0.608
36,0.0266,0.1097,2.082,1.555,0.551
37,0.0279,0.1097,1.957,1.465,0.519
38,0.0291,0.1097,1.884,1.408,0.505
39,0.0302,0.1097,1.841,1.367,0.504
40,0.0312,0.1096,1.816,1.345,0.501
41,0.0323,0.1096,1.802,1.33,0.501
42,0.0333,0.1096,1.792,1.319,0.502
43,0.0342,0.1096,1.785,1.311,0.504
44,0.0352,0.1096,1.781,1.304,0.506
45,0.0361,0.1095,1.778,1.298,0.509
46,0.0369,0.1095,1.775,1.292,0.512
47,0.0378,0.1095,1.773,1.286,0.514
48,0.0386,0.1095,1.77,1.282,0.516
49,0.0394,0.1095,1.768,1.277,0.518
50,0.0401,0.1095,1.766,1.272,0.521
51,0.0409,0.1094,1.764,1.268,0.522
52,0.0416,0.1094,1.762,1.264,0.524
53,0.0423,0.1094,1.76,1.26,0.526
54,0.043,0.1094,1.758,1.257,0.528
55,0.0436,0.1094,1.757,1.253,0.53
56,0.0443,0.1094,1.755,1.249,0.531
57,0.0449,0.1094,1.753,1.246,0.533
58,0.0596,0.1095,4.878,1.741,3.128
59,0.0738,0.1097,4.3,1.303,2.996
60,0.0874,0.1099,3.829,1.11,2.695
61,0.1045,0.1101,4.101,3.454,1.475
62,0.1236,0.1103,5.008,4.45,1.656
63,0.1423,0.1105,5.246,4.766,1.596
64,0.1608,0.1108,5.51,4.909,1.435
65,0.1794,0.1111,5.655,4.873,1.265
66,0.1981,0.1114,5.728,4.781,1.161
67,0.2168,0.1117,5.777,4.678,1.162
68,0.2352,0.112,5.82,4.586,1.259
69,0.253,0.1124,5.762,4.579,1.211
70,0.2711,0.1128,5.421,4.098,1.353
71,0.2891,0.1133,5.044,3.6,1.467
72,0.3074,0.1138,4.911,2.974,2.04
73,0.3258,0.1143,5.793,2.707,3.168
74,0.3419,0.1148,7.246,4.112,3.505
75,0.358,0.1153,7.26,4.213,3.359
76,0.3739,0.1157,7.036,4.153,3.134
77,0.3898,0.1162,8.038,4.762,3.415
78,0.4053,0.1167,8.267,4.928,3.422
79,0.4205,0.117,6.96,4.225,2.808
80,0.4353,0.1174,6.483,3.983,2.543
81,0.4497,0.1178,6.625,4.084,2.556
82,0.4637,0.1183,6.374,3.957,2.417
83,0.4772,0.1188,7.464,4.597,2.858
84,0.4901,0.1194,7.524,4.65,2.864
85,0.5024,0.1198,6.723,4.206,2.509
86,0.5144,0.1203,7.226,4.511,2.722
87,0.5262,0.1207,6.357,3.707,2.654
88,0.5385,0.1213,7.526,4.299,3.214
89,0.5502,0.1217,6.699,3.849,2.836
90,0.5613,0.1221,6.427,3.703,2.719
91,0.572,0.1227,7.899,4.511,3.407
92,0.582,0.1231,6.552,3.777,2.785
93,0.5913,0.1236,7.032,4.061,2.961
94,0.6004,0.124,6.195,3.588,2.635
95,0.6071,0.1244,6.472,4.085,3.577
96,0.6137,0.1247,5.785,3.724,3.403
97,0.62,0.1249,5.67,3.662,3.353
98,0.6261,0.1252,5.561,3.598,3.3
99,0.6317,0.1255,5.458,3.674,3.705
100,0.6371,0.1258,5.414,3.658,3.741
101,0.6417,0.126,5.522,3.697,3.997
102,0.646,0.1262,5.712,3.739,4.223
103,0.6516,0.1264,5.623,3.739,4.213
104,0.656,0.1266,5.204,4.377,3.308
105,0.6623,0.1269,5.458,3.7,4.167
106,0.6686,0.1272,5.496,3.671,4.28
107,0.6749,0.1275,5.523,3.659,4.377
108,0.6814,0.1278,5.539,3.654,4.459
109,0.688,0.1281,5.543,3.647,4.531
110,0.6948,0.1284,5.538,3.639,4.592
111,0.7017,0.1287,5.524,3.626,4.645
112,0.7087,0.1291,5.409,3.71,4.524
113,0.7136,0.1292,5.019,4.943,2.588
114,0.7215,0.1296,4.816,4.048,3.592
115,0.7359,0.1295,4.321,3.658,2.237
116,0.7508,0.1293,2.438,0.0,2.222
117,0.769,0.1289,3.094,1.978,1.745
118,0.7835,0.1288,4.551,2.769,3.309
119,0.7946,0.1286,3.814,3.035,1.766
120,0.8096,0.1283,3.769,3.077,1.695
121,0.814,0.1285,4.98,3.305,3.303
122,0.8244,0.1285,4.961,3.742,3.002
123,0.8365,0.1282,4.665,4.113,1.764
124,0.8383,0.1283,5.393,4.817,2.223
125,0.8497,0.1281,4.715,4.212,1.981
126,0.8522,0.1282,5.306,5.007,1.66
127,0.8556,0.128,6.844,6.625,0.673
128,0.8594,0.1278,5.832,5.114,0.894
129,0.8628,0.1276,5.95,5.654,0.949
130,0.8661,0.1274,5.776,4.395,1.756
131,0.8714,0.1274,7.253,3.174,4.477
132,0.8751,0.1272,6.022,3.051,3.261
133,0.8771,0.127,5.907,4.287,1.701
134,0.8812,0.1269,6.246,3.464,3.199
135,0.8851,0.1268,5.745,3.163,2.857
136,0.8889,0.1267,5.162,2.593,2.89
137,0.8935,0.1267,5.937,2.353,3.797
138,0.8976,0.1267,6.366,2.83,3.732
