step,cos,z,f_thumb,f_index,f_middle
133,0.8411,0.1264,7.971,4.468,6.427
134,0.8448,0.1265,7.966,4.437,6.445
135,0.8463,0.1265,7.705,4.929,5.754
136,0.8495,0.1265,8.428,3.572,6.525
137,0.853,0.1264,8.121,4.71,6.445
138,0.854,0.1267,7.267,4.036,4.389
139,0.8554,0.1268,7.743,4.34,6.029
140,0.8575,0.1269,7.898,4.177,5.366
141,0.8599,0.1271,7.844,4.89,5.948
142,0.8607,0.1271,7.396,3.366,4.009
143,0.8629,0.1273,7.781,3.443,6.279
144,0.8636,0.1271,8.092,5.262,5.989
145,0.8672,0.1271,8.283,4.231,6.87
146,0.8693,0.1271,8.313,4.765,6.658
147,0.872,0.1275,7.596,5.058,5.079
148,0.8739,0.1276,7.565,3.775,4.508
149,0.8767,0.1276,7.863,3.772,6.642
150,0.877,0.1276,6.811,5.157,3.293
151,0.88,0.128,7.196,4.607,4.595
152,0.8817,0.1283,6.863,3.745,4.113
153,0.8822,0.1285,6.141,3.328,3.662
154,0.883,0.1286,5.408,4.067,3.375
155,0.885,0.1286,7.369,4.022,4.176
156,0.887,0.1288,6.736,4.506,4.337
157,0.8882,0.1285,7.846,5.8,5.086
158,0.8913,0.1286,7.873,4.865,6.02
159,0.8946,0.1288,7.941,4.676,6.242
160,0.8962,0.1285,8.321,5.184,5.74
161,0.8979,0.1286,7.806,5.779,4.329
162,0.9011,0.129,7.467,4.232,4.582
163,0.9025,0.1292,6.797,5.023,4.322
164,0.9046,0.1293,6.37,4.7,3.947
165,0.9055,0.1292,7.038,5.058,2.63
166,0.9084,0.1294,6.358,4.401,3.338
167,0.9103,0.1294,7.287,5.97,4.069
168,0.9135,0.1296,7.417,4.609,4.162
169,0.9162,0.1298,6.619,4.185,3.595
170,0.9174,0.1297,7.143,5.265,2.941
171,0.9187,0.1296,7.862,5.973,3.101
172,0.9223,0.1299,7.552,3.929,4.32
173,0.9226,0.1298,7.118,6.678,2.322
174,0.9246,0.1297,8.191,4.713,3.491
175,0.9282,0.1301,7.409,5.576,4.674
176,0.9294,0.1301,6.477,5.301,1.939
177,0.9302,0.1298,8.594,5.632,2.969
178,0.934,0.1302,7.415,5.208,5.066
179,0.9345,0.1301,6.42,4.739,1.801
180,0.9351,0.1298,8.541,5.551,2.997
181,0.9387,0.1302,7.554,4.933,5.05
182,0.94,0.1303,6.489,5.444,2.855
183,0.9412,0.1302,8.109,5.056,3.277
184,0.9443,0.1305,7.595,4.68,5.085
185,0.9452,0.1306,7.002,6.217,3.041
186,0.9456,0.1305,6.285,4.302,2.0
187,0.946,0.1303,8.68,6.359,2.506
188,0.9484,0.1304,8.248,3.635,4.541
189,0.9475,0.1305,8.799,6.36,2.6
190,0.9477,0.1304,7.021,4.53,2.534
191,0.947,0.13,7.99,5.878,2.353
192,0.9483,0.13,8.78,5.634,3.457
193,0.9488,0.1298,7.933,6.728,1.612
194,0.949,0.1296,7.391,4.681,2.893
195,0.9498,0.1294,7.964,6.126,2.402
196,0.9522,0.1298,8.116,5.593,4.313
197,0.9523,0.1297,7.205,5.883,1.829
198,0.9512,0.1293,8.794,5.731,3.335
199,0.9533,0.1295,8.44,5.671,4.084
200,0.9547,0.1297,8.332,6.422,3.307
201,0.9549,0.1297,6.883,4.727,2.311
202,0.9546,0.1296,9.334,6.883,2.672
203,0.9551,0.1296,7.182,4.317,2.868
204,0.954,0.1293,8.967,6.51,2.511
205,0.9553,0.1295,9.061,5.87,4.154
206,0.9572,0.1295,7.99,5.426,3.609
207,0.9568,0.1296,8.393,4.972,3.653
208,0.9575,0.1298,9.077,5.973,3.373
209,0.9544,0.1293,7.618,4.981,3.378
210,0.9551,0.1292,9.509,7.468,2.863
211,0.9556,0.1293,8.954,3.909,4.992
212,0.9527,0.1292,8.697,6.289,2.727
213,0.9524,0.1288,8.212,6.801,1.566
214,0.951,0.1288,9.296,5.467,3.848
215,0.9526,0.1289,9.677,6.727,3.146
216,0.9502,0.1289,7.699,4.569,3.496
217,0.9512,0.1289,10.028,7.867,2.614
218,0.9485,0.1289,9.057,5.017,4.202
219,0.9502,0.1289,10.053,7.219,2.89
220,0.9481,0.1288,7.741,4.59,3.685
221,0.946,0.1285,9.527,7.031,2.799
222,0.9481,0.1287,8.977,5.13,4.63
223,0.9493,0.129,10.056,6.891,3.529
224,0.9474,0.1288,8.438,5.929,2.751
225,0.9453,0.1285,10.021,6.385,3.695
226,0.9463,0.1287,9.61,5.088,5.079
227,0.9486,0.1286,9.045,7.014,3.002
228,0.9456,0.1287,8.507,4.922,3.722
229,0.9455,0.1286,10.04,7.058,3.102
230,0.9432,0.1285,7.807,4.915,3.111
231,0.9413,0.1282,9.359,6.678,2.758
232,0.9425,0.1283,10.068,7.447,3.119
233,0.943,0.1284,7.951,5.592,2.416
234,0.939,0.128,9.117,6.438,3.365
235,0.9424,0.1281,9.295,7.052,3.021
236,0.9428,0.1283,8.343,5.384,3.462
237,0.9434,0.1286,9.22,6.415,3.603
238,0.9423,0.1284,8.153,6.141,2.12
239,0.941,0.1281,9.507,6.47,3.065
240,0.9432,0.1283,9.968,7.296,2.822
241,0.9436,0.1282,9.235,7.847,1.503
242,0.9403,0.1282,8.751,5.831,3.199
243,0.9425,0.1281,10.334,8.063,2.349
244,0.9422,0.1282,7.954,5.695,2.424
245,0.9427,0.128,9.649,7.495,2.726
246,0.9417,0.1283,9.733,5.903,4.042
247,0.9431,0.128,9.273,7.865,1.586
248,0.9411,0.1282,9.932,5.802,4.119
249,0.9423,0.128,9.568,8.225,1.505
