step,cos,z,f_thumb,f_index,f_middle
0,0.002,0.0122,2.743,2.659,0.0
1,0.0054,0.0121,2.663,2.153,0.654
2,0.0056,0.012,2.516,2.248,0.789
3,0.0055,0.0119,2.61,2.541,0.877
4,0.0055,0.0118,2.81,2.895,0.992
5,0.0055,0.0117,3.062,3.215,1.109
6,0.0054,0.0116,3.294,3.497,1.261
7,0.0054,0.0115,3.464,3.713,1.421
8,0.0056,0.0115,3.576,3.868,1.577
9,0.0058,0.0114,3.654,3.99,1.721
10,0.0061,0.0113,3.709,4.094,1.851
11,0.0064,0.0113,3.753,4.19,1.964
12,0.0068,0.0112,3.793,4.274,2.068
13,0.0072,0.0111,3.823,4.361,2.154
14,0.0076,0.011,3.844,4.446,2.225
15,0.008,0.011,3.863,4.524,2.286
16,0.0084,0.0109,3.885,4.592,2.336
17,0.0087,0.0108,3.907,4.656,2.379
18,0.0089,0.0108,4.373,4.626,2.49
19,0.0091,0.0108,4.56,4.728,2.605
20,0.0093,0.0108,4.753,4.831,2.718
21,0.0094,0.0108,4.938,4.932,2.833
22,0.0095,0.0108,5.109,5.036,2.941
23,0.0095,0.0107,5.268,5.131,3.039
24,0.0094,0.0141,4.342,2.763,1.513
25,0.0086,0.0232,4.406,3.037,1.381
26,0.0078,0.0343,4.117,2.983,1.175
27,0.0079,0.0462,3.728,2.799,0.961
28,0.0087,0.0584,3.397,2.597,0.822
29,0.0097,0.0707,3.151,2.418,0.753
30,0.0107,0.083,2.947,2.259,0.708
31,0.0116,0.0954,2.787,2.131,0.677
32,0.0147,0.1035,2.972,2.51,0.498
33,0.017,0.1062,2.308,1.831,0.516
34,0.018,0.1071,2.193,1.595,0.598
35,0.0192,0.1074,2.19,1.528,0.658
36,0.02,0.1075,2.236,1.525,0.71
37,0.0207,0.1075,2.289,1.543,0.748
38,0.0211,0.1074,2.33,1.561,0.771
39,0.0215,0.1073,2.355,1.574,0.783
40,0.0218,0.1073,2.367,1.58,0.788
41,0.0222,0.1072,2.369,1.58,0.79
42,0.0225,0.1071,2.368,1.578,0.791
43,0.0227,0.1071,2.362,1.573,0.79
44,0.023,0.107,2.355,1.567,0.788
45,0.0233,0.1069,2.347,1.56,0.787
46,0.0235,0.1069,2.339,1.553,0.785
47,0.0238,0.1068,2.33,1.546,0.783
48,0.024,0.1067,2.322,1.539,0.781
49,0.0242,0.1067,2.313,1.532,0.779
50,0.0244,0.1066,2.305,1.526,0.778
51,0.0246,0.1066,2.297,1.519,0.776
52,0.0248,0.1065,2.29,1.511,0.776
53,0.025,0.1065,2.283,1.501,0.778
54,0.0251,0.1064,2.275,1.495,0.777
55,0.0253,0.1064,2.269,1.489,0.775
56,0.0254,0.1063,2.261,1.483,0.774
57,0.0256,0.1063,2.254,1.477,0.773
58,0.0455,0.1068,4.903,2.648,2.249
59,0.0674,0.1073,4.949,2.558,2.383
60,0.0878,0.1077,5.052,2.75,2.433
61,0.1076,0.1081,5.077,2.951,2.481
62,0.1268,0.1085,5.093,3.005,2.529
63,0.1452,0.1089,5.042,2.979,2.543
64,0.1671,0.1094,5.567,2.27,3.645
65,0.1953,0.11,5.722,2.525,3.802
66,0.2226,0.1106,5.914,3.308,3.947
67,0.2489,0.1112,5.902,2.058,5.197
68,0.2742,0.1115,7.308,0.449,7.216
69,0.3001,0.1119,6.719,0.668,6.582
70,0.3265,0.1122,7.267,0.149,7.188
71,0.3566,0.1125,7.399,0.0,7.306
72,0.384,0.113,6.132,1.023,5.876
73,0.409,0.1134,7.048,0.164,6.893
74,0.4339,0.1138,6.716,0.236,6.395
75,0.4586,0.1142,6.459,0.368,5.973
76,0.4827,0.1146,6.081,0.512,5.447
77,0.5058,0.1151,5.474,0.738,4.608
78,0.5283,0.1155,5.248,0.85,4.288
79,0.5491,0.116,4.701,1.073,3.516
80,0.5673,0.1165,4.806,1.834,3.034
81,0.5831,0.1168,6.013,3.68,2.499
82,0.5987,0.1172,6.505,4.11,2.449
83,0.6137,0.1175,6.76,4.328,2.453
84,0.6276,0.1179,6.892,4.449,2.447
85,0.6403,0.1182,6.966,4.535,2.425
86,0.6521,0.1185,7.021,4.612,2.397
87,0.6625,0.1189,7.478,5.022,2.468
88,0.6727,0.1193,7.085,4.723,2.351
89,0.6814,0.1197,7.855,5.412,2.486
90,0.6897,0.1201,8.133,5.736,2.432
91,0.6982,0.1205,7.449,5.092,2.383
92,0.7056,0.1209,8.107,5.755,2.384
93,0.7128,0.1213,7.822,5.483,2.377
94,0.7196,0.1218,8.248,5.958,2.318
95,0.7262,0.1222,8.719,6.448,2.301
96,0.7323,0.1227,8.516,6.438,2.111
97,0.7379,0.1231,8.768,6.563,2.221
98,0.7434,0.1236,8.229,6.611,2.4
99,0.7515,0.1238,7.683,5.855,3.764
100,0.7588,0.1239,7.368,4.486,5.482
101,0.7622,0.1241,7.52,4.133,6.077
102,0.7662,0.1242,7.44,4.066,6.026
103,0.7704,0.1244,6.652,4.242,4.813
104,0.775,0.1247,6.674,4.505,4.583
105,0.7797,0.125,6.556,4.386,4.599
106,0.7819,0.1253,6.98,4.315,5.293
107,0.7849,0.1253,6.37,4.118,4.629
108,0.7868,0.1256,6.483,4.828,3.925
109,0.7863,0.1256,7.173,4.363,5.485
110,0.7882,0.1255,7.187,3.276,5.424
111,0.7919,0.1256,6.812,4.495,4.804
112,0.7974,0.1258,7.056,4.049,5.581
113,0.7963,0.1259,7.221,4.202,5.679
114,0.7972,0.1258,7.571,3.543,6.406
115,0.7993,0.1259,7.037,4.201,4.914
116,0.8012,0.1259,7.768,4.109,6.382
117,0.8043,0.1261,7.466,4.224,5.95
118,0.8052,0.1262,7.827,4.203,6.411
119,0.8056,0.126,7.768,3.852,6.542
120,0.8078,0.1259,7.845,3.656,6.73
121,0.8092,0.1259,7.396,3.933,5.33
122,0.8139,0.126,7.677,3.993,6.326
123,0.8175,0.1261,7.683,3.649,6.566
124,0.8172,0.1263,7.787,3.894,6.552
125,0.8213,0.1262,7.707,3.597,6.619
126,0.8225,0.1261,8.322,2.461,6.272
127,0.8251,0.1262,7.962,3.81,6.805
128,0.8275,0.1262,8.61,2.838,6.421
129,0.8274,0.1259,8.285,3.616,6.58
130,0.832,0.126,8.08,4.538,6.438
131,0.8345,0.1261,8.325,4.173,7.003
132,0.8387,0.1263,7.611,5.185,5.312
