step,cos,z,f_thumb,f_index,f_middle
0,0.0014,0.0122,1.072,1.957,0.409
1,0.0026,0.012,1.368,2.057,0.411
2,0.0036,0.0119,1.299,1.986,0.442
3,0.0046,0.0119,1.292,2.102,0.471
4,0.0055,0.0119,1.362,2.303,0.507
5,0.0065,0.0119,1.465,2.523,0.543
6,0.0074,0.0119,1.571,2.729,0.573
7,0.0084,0.0119,1.659,2.898,0.597
8,0.0092,0.0119,1.725,3.029,0.617
9,0.01,0.0118,1.776,3.133,0.63
10,0.0107,0.0118,1.814,3.217,0.641
11,0.0114,0.0118,1.845,3.283,0.65
12,0.012,0.0118,1.868,3.338,0.659
13,0.0125,0.0118,1.888,3.383,0.668
14,0.0129,0.0117,1.905,3.419,0.676
15,0.0133,0.0117,1.92,3.447,0.684
16,0.0137,0.0117,1.933,3.471,0.692
17,0.014,0.0117,1.946,3.491,0.699
18,0.0143,0.0117,1.958,3.505,0.708
19,0.0145,0.0117,1.971,3.515,0.714
20,0.0147,0.0116,1.984,3.523,0.72
21,0.0149,0.0116,2.0,3.529,0.726
22,0.015,0.0116,2.014,3.53,0.729
23,0.0151,0.0116,2.028,3.525,0.733
24,0.0159,0.0156,1.881,1.426,0.479
25,0.0168,0.0252,1.584,1.083,0.55
26,0.0158,0.0367,1.375,0.88,0.531
27,0.0162,0.0488,1.451,0.861,0.605
28,0.0171,0.0611,1.52,0.899,0.64
29,0.018,0.0735,1.565,0.925,0.661
30,0.0189,0.086,1.596,0.942,0.675
31,0.0197,0.0985,1.618,0.954,0.684
32,0.0203,0.1065,2.307,1.222,1.093
33,0.0213,0.1092,2.278,1.422,0.867
34,0.0224,0.1102,2.139,1.434,0.723
35,0.0236,0.1105,1.994,1.379,0.638
36,0.0247,0.1106,1.883,1.324,0.584
37,0.0258,0.1106,1.806,1.279,0.555
38,0.0269,0.1106,1.754,1.247,0.537
39,0.0279,0.1106,1.717,1.223,0.525
40,0.0289,0.1106,1.691,1.205,0.517
41,0.0299,0.1106,1.672,1.188,0.515
42,0.0308,0.1105,1.658,1.178,0.511
43,0.0317,0.1105,1.647,1.171,0.508
44,0.0326,0.1105,1.638,1.164,0.505
45,0.0334,0.1105,1.631,1.159,0.504
46,0.0343,0.1105,1.626,1.155,0.502
47,0.0351,0.1105,1.621,1.151,0.501
48,0.0359,0.1105,1.617,1.148,0.5
49,0.0367,0.1105,1.613,1.145,0.499
50,0.0374,0.1104,1.61,1.142,0.498
51,0.0381,0.1104,1.607,1.14,0.498
52,0.0389,0.1104,1.604,1.137,0.497
53,0.0396,0.1104,1.602,1.135,0.496
54,0.0402,0.1104,1.6,1.133,0.496
55,0.0409,0.1104,1.597,1.132,0.496
56,0.0416,0.1104,1.596,1.129,0.495
57,0.0422,0.1104,1.593,1.128,0.494
58,0.061,0.1106,4.179,1.568,2.598
59,0.0805,0.1108,3.433,2.725,1.959
60,0.0988,0.1109,4.216,3.072,2.402
61,0.1187,0.1111,4.606,2.868,2.297
62,0.1399,0.1112,5.125,2.991,2.211
63,0.1604,0.1112,5.543,3.085,2.569
64,0.1814,0.1113,5.71,3.263,2.535
65,0.2043,0.1114,5.669,3.454,2.372
66,0.2274,0.1116,5.794,3.597,2.645
67,0.2486,0.1118,6.418,3.455,3.581
68,0.267,0.1121,7.148,2.888,5.166
69,0.2859,0.1124,6.757,2.681,4.822
70,0.3049,0.1126,6.635,2.698,4.539
71,0.3238,0.1129,6.477,2.696,4.255
72,0.3426,0.1132,6.297,2.684,3.968
73,0.3613,0.1135,6.11,2.661,3.695
74,0.3796,0.1138,5.925,2.642,3.443
75,0.3977,0.1142,5.745,2.62,3.214
76,0.4153,0.1146,5.577,2.597,3.014
77,0.4326,0.1149,5.438,2.584,2.854
78,0.4494,0.1154,5.3,2.565,2.717
79,0.4657,0.1158,5.185,2.552,2.612
80,0.4801,0.1163,5.387,2.69,2.722
81,0.4945,0.1167,5.542,2.961,2.585
82,0.5094,0.1172,5.082,2.592,2.494
83,0.5184,0.1177,6.787,3.822,2.97
84,0.5292,0.1182,6.896,3.229,3.675
85,0.543,0.1187,6.607,2.93,3.66
86,0.5583,0.1192,7.174,3.184,3.974
87,0.5725,0.1197,7.853,3.515,4.337
88,0.5853,0.1201,6.6,2.881,3.755
89,0.5978,0.1206,7.08,3.163,3.953
90,0.608,0.1211,7.496,3.449,4.482
91,0.6175,0.1215,8.205,3.854,4.988
92,0.6239,0.1219,8.518,4.065,5.176
93,0.6281,0.1224,9.816,4.615,5.593
94,0.6296,0.1227,9.985,4.997,5.989
95,0.636,0.1229,9.394,4.744,5.78
96,0.6368,0.1229,9.371,4.425,5.271
97,0.6392,0.1228,8.701,4.21,4.669
98,0.6376,0.1227,9.612,4.787,5.022
99,0.6361,0.1229,10.742,4.704,6.235
100,0.6313,0.1227,10.734,5.818,5.294
101,0.6287,0.1223,9.027,4.719,5.129
102,0.6257,0.1218,7.656,4.273,3.471
103,0.6218,0.1213,7.005,4.245,3.439
104,0.6199,0.1212,7.049,3.433,3.607
105,0.6253,0.1214,8.167,3.79,4.836
106,0.6334,0.1217,8.011,3.552,4.77
107,0.6415,0.122,8.081,3.752,4.832
108,0.6487,0.1223,8.252,3.706,4.866
109,0.6546,0.1225,8.496,3.62,4.936
110,0.6613,0.1228,8.501,3.784,4.946
111,0.6643,0.123,9.285,4.005,5.234
112,0.6678,0.1232,9.259,3.916,5.378
113,0.6691,0.1234,10.425,4.859,5.606
114,0.6696,0.1234,9.713,4.741,5.043
115,0.6702,0.1229,7.89,4.396,5.202
116,0.6682,0.1227,8.42,3.269,5.511
117,0.6649,0.1225,8.871,4.817,4.064
118,0.6638,0.1226,9.332,4.105,5.173
119,0.6685,0.1229,9.604,4.707,5.111
120,0.6795,0.123,8.235,3.336,4.854
121,0.6824,0.1232,9.083,3.91,5.145
122,0.6844,0.1234,9.552,4.189,5.376
123,0.6833,0.1235,10.42,4.743,5.682
124,0.679,0.1231,8.952,4.823,4.775
125,0.6808,0.1225,6.489,3.063,3.389
126,0.6777,0.1223,7.564,4.264,3.606
