step,cos,z,f_thumb,f_index,f_middle
0,0.0014,0.0122,1.072,1.957,0.409
1,0.0026,0.012,1.368,2.057,0.411
2,0.0036,0.0119,1.299,1.986,0.442
3,0.0046,0.0119,1.292,2.102,0.471
4,0.0055,0.0119,1.362,2.303,0.507
5,0.0065,0.0119,1.465,2.523,0.543
6,0.0074,0.0119,1.571,2.729,0.573
7,0.0084,0.0119,1.659,2.898,0.597
8,0.0092,0.0119,1.725,3.03,0.617
9,0.01,0.0118,1.776,3.133,0.63
10,0.0107,0.0118,1.815,3.216,0.64
11,0.0114,0.0118,1.845,3.283,0.65
12,0.012,0.0118,1.869,3.338,0.659
13,0.0125,0.0118,1.888,3.383,0.668
14,0.0129,0.0117,1.905,3.419,0.676
15,0.0133,0.0117,1.919,3.448,0.684
16,0.0137,0.0117,1.933,3.472,0.692
17,0.014,0.0117,1.946,3.491,0.699
18,0.0143,0.0117,1.959,3.505,0.707
19,0.0145,0.0117,1.971,3.515,0.714
20,0.0147,0.0116,1.984,3.522,0.72
21,0.0149,0.0116,2.0,3.529,0.726
22,0.015,0.0116,2.013,3.53,0.73
23,0.0151,0.0116,2.027,3.526,0.732
24,0.0159,0.0156,1.881,1.426,0.479
25,0.0168,0.0252,1.584,1.083,0.55
26,0.0158,0.0367,1.375,0.88,0.531
27,0.0162,0.0488,1.451,0.861,0.605
28,0.0171,0.0611,1.52,0.899,0.64
29,0.018,0.0735,1.565,0.925,0.661
30,0.0189,0.086,1.596,0.942,0.675
31,0.0197,0.0985,1.618,0.954,0.684
32,0.0203,0.1065,2.307,1.222,1.093
33,0.0213,0.1092,2.278,1.422,0.867
34,0.0224,0.1102,2.139,1.434,0.723
35,0.0236,0.1105,1.994,1.379,0.638
36,0.0247,0.1106,1.883,1.324,0.584
37,0.0258,0.1106,1.806,1.279,0.555
38,0.0269,0.1106,1.754,1.247,0.537
39,0.0279,0.1106,1.717,1.223,0.525
40,0.0289,0.1106,1.691,1.205,0.517
41,0.0299,0.1106,1.672,1.188,0.515
42,0.0308,0.1105,1.657,1.178,0.511
43,0.0317,0.1105,1.647,1.17,0.508
44,0.0326,0.1105,1.638,1.164,0.506
45,0.0334,0.1105,1.631,1.159,0.504
46,0.0343,0.1105,1.626,1.155,0.502
47,0.0351,0.1105,1.621,1.151,0.501
48,0.0359,0.1105,1.617,1.148,0.5
49,0.0367,0.1105,1.614,1.145,0.499
50,0.0374,0.1104,1.61,1.142,0.498
51,0.0381,0.1104,1.607,1.14,0.498
52,0.0389,0.1104,1.605,1.137,0.497
53,0.0396,0.1104,1.602,1.135,0.496
54,0.0402,0.1104,1.6,1.133,0.496
55,0.0409,0.1104,1.598,1.131,0.495
56,0.0416,0.1104,1.595,1.129,0.495
57,0.0422,0.1104,1.594,1.127,0.494
58,0.0571,0.1106,5.291,2.023,3.259
59,0.0752,0.1107,2.913,1.839,1.3
60,0.0927,0.1109,3.551,2.733,2.023
61,0.1104,0.111,4.329,3.071,2.6
62,0.1304,0.1111,4.823,2.803,2.368
63,0.1528,0.1112,5.385,3.418,2.028
64,0.1768,0.1113,5.485,3.965,2.225
65,0.2004,0.1114,5.648,3.239,3.179
66,0.2237,0.1117,6.106,2.891,3.791
67,0.2458,0.1119,6.563,3.117,3.972
68,0.2663,0.1122,7.603,3.36,4.846
69,0.2835,0.1125,7.723,3.538,5.378
70,0.3012,0.1127,7.737,3.59,5.161
71,0.3177,0.1129,7.462,3.65,4.245
72,0.3321,0.1131,7.385,3.476,3.907
73,0.3475,0.1132,7.023,3.707,3.361
74,0.3641,0.1136,8.565,4.561,4.088
75,0.3823,0.1139,7.362,3.678,4.037
76,0.3998,0.1143,7.858,4.231,3.833
77,0.4165,0.1146,7.202,3.553,3.7
78,0.427,0.1148,7.346,4.042,3.432
79,0.4348,0.1152,9.497,5.477,4.26
80,0.4529,0.1156,8.606,4.711,3.902
81,0.4698,0.116,8.026,4.271,3.755
82,0.4812,0.1162,7.358,4.194,3.332
83,0.4952,0.1166,8.32,4.778,3.675
84,0.5103,0.117,7.173,3.902,3.26
85,0.5158,0.1173,7.816,4.445,3.811
86,0.519,0.1172,7.886,4.653,3.581
87,0.5229,0.1171,7.382,4.402,3.311
88,0.5403,0.1173,5.746,3.212,3.736
89,0.5522,0.1178,7.87,3.944,4.049
90,0.5559,0.1181,9.54,5.29,4.697
91,0.5598,0.1181,8.725,4.712,4.779
92,0.5663,0.1184,9.326,5.031,4.975
93,0.5776,0.1187,8.617,4.617,4.759
94,0.5896,0.119,8.651,4.517,4.438
95,0.5959,0.1194,9.628,5.071,5.049
96,0.5968,0.1194,10.288,5.802,4.991
97,0.5993,0.1191,7.869,4.425,3.914
98,0.6078,0.1189,6.01,3.335,3.218
99,0.6146,0.1189,6.652,3.829,2.831
100,0.6217,0.1189,5.973,3.311,2.717
101,0.6258,0.119,6.697,3.656,3.092
102,0.6269,0.1188,6.236,3.545,3.001
103,0.6272,0.1188,7.555,4.286,3.587
104,0.6218,0.1187,9.111,5.433,3.941
105,0.6195,0.1186,9.059,5.322,4.078
106,0.62,0.1184,7.363,4.21,3.589
107,0.6207,0.1182,6.269,3.541,3.26
108,0.6261,0.1183,6.526,3.464,3.291
109,0.6273,0.1185,8.432,4.925,3.518
110,0.627,0.1187,9.594,5.239,4.345
111,0.6266,0.1188,10.126,5.82,4.321
112,0.6258,0.1188,10.534,6.175,4.417
113,0.6263,0.1189,10.716,6.128,4.592
114,0.6262,0.1188,10.141,5.903,4.601
115,0.6282,0.1186,8.405,4.855,4.165
116,0.632,0.1184,6.896,4.048,3.234
117,0.6333,0.1184,8.243,4.887,3.678
118,0.6294,0.1182,8.412,5.015,3.782
119,0.6286,0.1182,8.425,4.89,4.498
120,0.6296,0.1183,8.592,4.915,4.138
121,0.6314,0.1184,8.764,4.933,4.117
122,0.6299,0.1185,10.272,6.056,4.317
123,0.629,0.1184,9.257,5.784,4.067
124,0.6278,0.1183,9.208,5.725,4.199
125,0.6286,0.1183,9.472,5.785,4.505
126,0.6279,0.1184,9.947,6.183,4.48
