step,cos,z,f_thumb,f_index,f_middle
0,0.004,0.0122,4.116,3.822,0.426
1,0.0062,0.012,3.662,3.507,0.522
2,0.0076,0.0118,3.361,3.259,0.567
3,0.0086,0.0118,3.17,3.115,0.588
4,0.0095,0.0117,3.068,3.075,0.603
5,0.0103,0.0116,3.066,3.146,0.617
6,0.0111,0.0115,3.116,3.266,0.627
7,0.0119,0.0115,3.174,3.388,0.63
8,0.0127,0.0114,3.229,3.501,0.63
9,0.0134,0.0113,3.271,3.601,0.628
10,0.0141,0.0113,3.303,3.692,0.625
11,0.0148,0.0112,3.342,3.781,0.624
12,0.0155,0.0111,3.365,3.86,0.621
13,0.0161,0.0111,3.391,3.938,0.618
14,0.0167,0.011,3.411,4.008,0.615
15,0.0173,0.011,3.436,4.073,0.612
16,0.0178,0.011,3.452,4.133,0.608
17,0.0183,0.0109,3.465,4.193,0.605
18,0.0188,0.0109,3.476,4.252,0.602
19,0.0193,0.0108,3.504,4.307,0.608
20,0.0196,0.0108,3.519,4.358,0.61
21,0.0199,0.0108,3.526,4.408,0.601
22,0.0202,0.0107,3.54,4.454,0.601
23,0.0205,0.0107,3.554,4.496,0.603
24,0.0214,0.0144,2.303,1.706,0.719
25,0.0224,0.0238,1.675,1.1,0.672
26,0.0234,0.0352,1.465,0.945,0.548
27,0.0246,0.0473,1.532,0.959,0.575
28,0.0258,0.0596,1.65,1.031,0.613
29,0.027,0.072,1.747,1.107,0.631
30,0.0282,0.0844,1.816,1.162,0.643
31,0.0297,0.0968,0.556,0.0,0.385
32,0.0327,0.1048,2.729,2.128,0.761
33,0.0353,0.1075,2.755,2.321,0.467
34,0.0373,0.1084,2.565,2.138,0.406
35,0.039,0.1087,2.326,1.903,0.409
36,0.0405,0.1088,2.132,1.697,0.427
37,0.0418,0.1088,2.015,1.566,0.443
38,0.043,0.1087,1.949,1.489,0.456
39,0.0441,0.1087,1.914,1.439,0.47
40,0.0451,0.1087,1.895,1.405,0.485
41,0.0461,0.1086,1.887,1.372,0.51
42,0.047,0.1086,1.878,1.361,0.512
43,0.0479,0.1086,1.875,1.345,0.523
44,0.0487,0.1085,1.873,1.326,0.541
45,0.0495,0.1085,1.866,1.328,0.531
46,0.0502,0.1085,1.865,1.318,0.539
47,0.051,0.1084,1.863,1.309,0.545
48,0.0517,0.1084,1.86,1.304,0.548
49,0.0524,0.1084,1.857,1.294,0.554
50,0.0531,0.1083,1.853,1.295,0.55
51,0.0537,0.1083,1.852,1.281,0.564
52,0.0543,0.1083,1.847,1.278,0.56
53,0.0549,0.1083,1.846,1.27,0.567
54,0.0554,0.1082,1.838,1.28,0.547
55,0.056,0.1082,1.838,1.27,0.558
56,0.0565,0.1082,1.837,1.258,0.57
57,0.057,0.1082,1.833,1.258,0.565
58,0.0755,0.1081,2.323,1.511,1.59
59,0.0906,0.1081,3.176,2.398,1.227
60,0.1082,0.1081,2.933,2.342,1.081
61,0.1247,0.1082,5.398,4.131,2.099
62,0.1394,0.1084,5.402,3.473,4.079
63,0.1551,0.1086,5.75,4.234,3.096
64,0.1707,0.1088,5.872,4.262,3.341
65,0.1868,0.109,6.468,4.969,2.105
66,0.2025,0.1092,5.898,4.197,3.07
67,0.2179,0.1095,6.176,3.258,4.343
68,0.2334,0.1098,5.99,3.845,3.167
69,0.2487,0.1101,6.079,3.249,3.777
70,0.2641,0.1104,6.59,2.64,4.637
71,0.279,0.1108,6.129,3.017,3.688
72,0.2937,0.1112,6.069,2.941,3.546
73,0.3077,0.1115,5.793,3.401,2.571
74,0.3223,0.112,6.027,2.61,3.582
75,0.3363,0.1125,5.936,2.615,3.401
76,0.3498,0.1129,5.844,2.635,3.228
77,0.3628,0.1134,5.742,2.643,3.068
78,0.3753,0.1139,5.633,2.648,2.923
79,0.3872,0.1145,5.527,2.644,2.805
80,0.3985,0.115,5.429,2.639,2.707
81,0.4092,0.1156,5.338,2.634,2.624
82,0.4197,0.1162,5.775,2.402,3.306
83,0.4307,0.1167,5.942,2.481,3.369
84,0.441,0.1173,5.973,2.548,3.342
85,0.4505,0.1178,5.967,2.594,3.317
86,0.4593,0.1184,5.94,2.628,3.295
87,0.4674,0.119,5.905,2.657,3.285
88,0.4745,0.1196,5.829,2.698,3.225
89,0.4805,0.1201,5.871,2.927,3.119
90,0.4855,0.1205,7.061,4.581,2.47
91,0.4969,0.1206,6.057,4.294,1.877
92,0.5008,0.1207,5.891,4.399,1.512
93,0.5047,0.1206,4.424,3.321,2.089
94,0.5093,0.1204,4.161,2.94,2.632
95,0.5146,0.1203,2.704,0.0,2.27
96,0.5197,0.1204,5.742,3.316,4.53
97,0.5252,0.1203,4.95,3.493,3.178
98,0.5324,0.1202,3.855,0.0,3.369
99,0.5375,0.1204,5.873,3.688,4.387
100,0.5412,0.1206,6.74,3.706,5.386
101,0.5475,0.1208,7.105,3.936,5.76
102,0.5542,0.1209,6.894,3.789,5.587
103,0.5615,0.121,6.62,3.594,5.39
104,0.5664,0.1211,6.651,3.751,5.336
105,0.5743,0.1212,6.465,3.512,5.257
106,0.5793,0.1214,6.658,3.733,5.358
107,0.5855,0.1215,6.902,3.779,5.611
108,0.5927,0.1218,7.382,3.704,6.225
109,0.6034,0.1218,6.8,3.276,5.781
110,0.6065,0.122,7.364,3.702,6.194
111,0.6186,0.122,6.416,3.48,5.162
112,0.6247,0.1222,6.787,3.401,5.705
113,0.636,0.1223,6.853,3.071,5.951
114,0.6418,0.1225,6.861,3.486,5.743
115,0.6547,0.1225,6.568,3.1,5.611
116,0.6602,0.1227,7.008,3.406,5.954
117,0.6736,0.1227,5.921,3.417,4.594
118,0.6837,0.1228,6.71,2.841,5.904
119,0.6934,0.1229,6.271,3.312,5.137
120,0.7024,0.123,7.385,3.298,6.438
121,0.7147,0.123,6.607,3.64,5.305
122,0.7289,0.1229,6.441,3.076,5.483
123,0.7365,0.1231,6.823,3.286,5.813
124,0.7438,0.1233,6.828,4.019,4.395
125,0.7507,0.1233,6.626,4.279,3.892
126,0.7565,0.1233,6.204,5.081,2.856
127,0.7632,0.1233,6.614,5.588,2.851
128,0.7697,0.1233,6.839,6.059,2.571
129,0.7781,0.1233,6.968,5.529,2.096
130,0.7857,0.1232,6.999,5.884,2.352
131,0.7943,0.1231,7.754,4.98,4.164
132,0.8026,0.123,7.947,4.85,3.726
133,0.8106,0.1228,8.093,4.86,3.729
134,0.8165,0.123,7.658,7.138,2.329
135,0.8252,0.1231,7.354,6.099,3.172
136,0.8335,0.1231,7.605,5.538,3.905
137,0.8408,0.1231,7.283,5.975,2.873
138,0.8482,0.1231,7.203,5.815,2.587
139,0.8555,0.1232,7.27,6.57,2.555
140,0.8645,0.1233,7.818,5.28,4.486
141,0.8724,0.1232,7.836,4.739,3.476
142,0.8793,0.1232,7.368,5.339,2.683
143,0.8863,0.1232,7.335,5.15,2.595
144,0.8936,0.1232,7.521,5.142,3.377
145,0.9001,0.1232,7.448,4.773,2.811
146,0.9064,0.1233,7.204,5.464,2.605
147,0.9131,0.1233,7.551,4.988,3.419
148,0.919,0.1234,7.409,4.902,2.933
149,0.9249,0.1235,7.004,4.395,3.107
150,0.9299,0.1235,7.397,4.395,3.037
151,0.9357,0.1237,6.846,5.632,2.967
152,0.9401,0.1237,7.599,4.191,3.367
153,0.9452,0.1238,4.999,2.353,2.698
154,0.9451,0.1239,6.169,3.554,2.984
155,0.9451,0.1239,8.197,4.624,3.757
156,0.9488,0.1241,6.697,3.662,3.071
157,0.9498,0.1241,7.967,4.24,3.212
158,0.954,0.1242,5.478,2.24,2.638
159,0.9537,0.1243,7.645,3.356,2.654
160,0.957,0.1244,7.381,3.215,1.512
161,0.9573,0.1244,7.194,2.806,1.806
162,0.9577,0.1243,8.712,3.617,2.508
163,0.9621,0.1244,5.642,1.803,1.979
164,0.9615,0.1245,7.801,2.853,1.804
165,0.9606,0.1243,7.724,3.289,1.482
166,0.9622,0.1242,8.143,3.201,1.805
167,0.9643,0.1244,6.307,2.116,1.807
168,0.9643,0.1244,7.612,2.358,2.34
169,0.9634,0.1243,7.803,2.877,1.976
170,0.9651,0.1243,7.855,2.817,1.748
171,0.9638,0.1243,9.194,3.402,2.427
172,0.9646,0.1243,8.623,3.231,2.015
173,0.9644,0.1243,8.084,2.812,2.952
174,0.9646,0.1243,8.395,2.867,2.583
175,0.9637,0.1242,8.503,3.338,2.042
176,0.9653,0.1243,8.067,3.004,2.112
177,0.9648,0.1244,8.753,3.197,2.414
178,0.9641,0.1243,9.118,3.699,2.505
179,0.9644,0.1242,9.066,3.713,2.086
180,0.9659,0.1243,7.491,2.701,2.182
181,0.9657,0.1243,8.616,3.114,2.804
182,0.9637,0.1241,8.444,3.629,1.723
183,0.9641,0.1241,8.812,3.458,1.906
184,0.9656,0.1243,7.932,2.789,2.086
185,0.9624,0.124,7.813,3.087,1.579
186,0.9613,0.1237,8.061,3.34,1.09
187,0.9623,0.1238,8.119,2.878,1.637
188,0.9616,0.1239,9.536,3.485,2.35
189,0.9635,0.124,8.643,3.426,1.611
190,0.9643,0.124,8.419,2.867,2.279
191,0.9625,0.1238,8.892,3.518,2.633
192,0.9632,0.1238,8.683,3.162,2.557
193,0.9628,0.1238,9.603,3.711,2.503
194,0.963,0.1239,9.481,3.608,2.471
195,0.9629,0.1239,9.22,3.835,1.527
196,0.965,0.1239,7.963,3.23,2.342
197,0.9671,0.1239,7.428,2.828,3.005
198,0.9641,0.1238,7.968,3.052,2.76
199,0.9643,0.1237,8.525,3.37,2.885
200,0.9645,0.1238,6.906,2.364,2.619
