step,cos,z,f_thumb,f_index,f_middle
0,0.0051,0.0122,3.587,3.527,0.782
1,0.0068,0.012,3.245,3.298,0.707
2,0.008,0.0119,2.831,3.063,0.692
3,0.009,0.0119,2.496,2.885,0.696
4,0.0098,0.0118,2.33,2.883,0.712
5,0.0106,0.0118,2.3,2.988,0.725
6,0.0113,0.0117,2.333,3.126,0.744
7,0.0121,0.0117,2.371,3.254,0.758
8,0.0128,0.0116,2.397,3.36,0.767
9,0.0134,0.0116,2.419,3.446,0.779
10,0.0141,0.0115,2.437,3.519,0.789
11,0.0146,0.0115,2.455,3.58,0.798
12,0.0152,0.0115,2.473,3.632,0.808
13,0.0157,0.0114,2.493,3.677,0.816
14,0.0162,0.0114,2.513,3.714,0.825
15,0.0166,0.0114,2.535,3.748,0.835
16,0.017,0.0113,2.556,3.777,0.841
17,0.0174,0.0113,2.577,3.802,0.847
18,0.0178,0.0113,2.602,3.819,0.861
19,0.018,0.0112,2.625,3.838,0.858
20,0.0183,0.0112,2.653,3.84,0.848
21,0.0184,0.0112,2.683,3.809,0.833
22,0.0184,0.0112,2.712,3.751,0.82
23,0.0182,0.0112,2.738,3.673,0.802
24,0.0187,0.0151,1.845,1.299,0.633
25,0.0193,0.0246,1.442,0.895,0.63
26,0.0201,0.0361,1.364,0.802,0.604
27,0.021,0.0482,1.447,0.833,0.642
28,0.0218,0.0605,1.559,0.888,0.694
29,0.0207,0.0729,1.639,0.896,0.762
30,0.0213,0.0853,1.783,0.976,0.811
31,0.0202,0.0977,1.798,0.975,0.841
32,0.021,0.1057,2.702,1.433,1.282
33,0.0224,0.1084,2.768,1.832,0.935
34,0.0239,0.1093,2.54,1.839,0.712
35,0.0253,0.1096,2.28,1.691,0.608
36,0.0266,0.1097,2.082,1.555,0.551
37,0.0279,0.1097,1.957,1.465,0.519
38,0.0291,0.1097,1.884,1.408,0.505
39,0.0302,0.1097,1.841,1.367,0.504
40,0.0312,0.1096,1.816,1.345,0.501
41,0.0323,0.1096,1.801,1.33,0.501
42,0.0333,0.1096,1.792,1.32,0.502
43,0.0342,0.1096,1.786,1.311,0.504
44,0.0352,0.1096,1.781,1.304,0.506
45,0.0361,0.1095,1.778,1.298,0.509
46,0.0369,0.1095,1.775,1.292,0.512
47,0.0378,0.1095,1.772,1.287,0.514
48,0.0386,0.1095,1.77,1.282,0.516
49,0.0394,0.1095,1.768,1.277,0.518
50,0.0401,0.1095,1.766,1.272,0.52
51,0.0409,0.1094,1.764,1.268,0.522
52,0.0416,0.1094,1.762,1.264,0.524
53,0.0423,0.1094,1.76,1.261,0.526
54,0.043,0.1094,1.759,1.257,0.528
55,0.0436,0.1094,1.757,1.253,0.529
56,0.0443,0.1094,1.755,1.25,0.531
57,0.0449,0.1094,1.754,1.246,0.533
58,0.0611,0.1095,2.825,1.453,1.417
59,0.081,0.1096,4.136,3.717,1.658
60,0.0998,0.1098,4.753,4.158,1.83
61,0.1186,0.11,5.086,4.456,1.787
62,0.1375,0.1102,5.27,4.619,1.647
63,0.1567,0.1104,5.389,4.71,1.458
64,0.1758,0.1107,5.463,4.757,1.257
65,0.1949,0.111,5.529,4.773,1.08
66,0.214,0.1113,5.597,4.699,1.007
67,0.2331,0.1117,5.633,4.586,1.078
68,0.2516,0.1121,5.591,4.554,1.069
69,0.2706,0.1126,4.798,3.596,1.323
70,0.2902,0.1131,5.703,2.441,3.548
71,0.309,0.1137,5.865,2.59,3.44
72,0.3253,0.1142,7.319,4.251,3.744
73,0.3419,0.1147,7.872,4.637,3.732
74,0.3584,0.1151,7.895,4.707,3.566
75,0.3749,0.1156,8.368,5.031,3.601
76,0.3911,0.1159,6.743,4.123,2.833
77,0.4071,0.1165,8.132,4.977,3.269
78,0.4227,0.1168,6.494,4.043,2.53
79,0.4381,0.1172,7.202,4.493,2.741
80,0.4529,0.1176,6.171,3.905,2.281
81,0.4673,0.118,6.124,3.902,2.225
82,0.4814,0.1186,6.87,4.369,2.497
83,0.4947,0.119,5.785,3.716,2.065
84,0.5075,0.1195,6.483,4.142,2.353
85,0.5197,0.1199,5.817,3.732,2.112
86,0.5313,0.1204,6.065,3.885,2.234
87,0.5431,0.1208,5.851,3.456,2.396
88,0.5551,0.1213,5.81,3.417,2.4
89,0.5666,0.1218,6.369,3.74,2.657
90,0.5776,0.1222,5.842,3.439,2.45
91,0.588,0.1227,5.758,3.398,2.424
92,0.5978,0.1231,5.678,3.357,2.399
93,0.6072,0.1236,5.807,3.435,2.464
94,0.6161,0.1241,5.613,3.323,2.392
95,0.6245,0.1245,5.565,3.298,2.38
96,0.6325,0.125,6.157,3.649,2.634
97,0.6398,0.1255,6.497,3.857,2.627
98,0.647,0.126,6.149,3.636,2.644
99,0.6532,0.1264,6.368,3.908,2.88
100,0.6573,0.1266,6.854,4.451,4.79
101,0.6656,0.1264,6.059,4.514,3.938
102,0.6682,0.1265,6.648,4.746,4.407
103,0.6749,0.1265,6.751,5.05,4.385
104,0.6821,0.1263,6.064,4.739,3.577
105,0.6854,0.1263,6.472,5.071,3.858
106,0.6919,0.1264,6.573,5.04,4.093
107,0.6977,0.1264,6.488,5.007,4.002
108,0.7023,0.1266,6.388,4.879,3.954
109,0.7103,0.1267,6.463,4.806,4.194
110,0.7155,0.1268,6.399,4.819,4.047
111,0.7212,0.127,6.957,5.117,4.553
112,0.7271,0.1273,6.487,4.623,4.401
113,0.734,0.1275,6.732,4.591,4.783
114,0.7444,0.1275,6.395,4.631,4.183
115,0.7498,0.1276,6.42,4.659,4.223
116,0.7609,0.1277,6.667,4.581,4.702
117,0.7664,0.1279,7.793,5.001,5.679
118,0.7778,0.128,6.96,5.252,4.274
119,0.7841,0.1282,8.059,5.158,5.887
120,0.7946,0.1284,7.801,5.319,5.552
121,0.8009,0.1287,8.347,5.496,6.041
122,0.8119,0.1288,7.986,5.374,5.735
123,0.8186,0.1291,8.491,5.479,6.25
124,0.8241,0.1294,8.426,5.94,4.92
125,0.8291,0.1297,8.352,6.413,4.532
126,0.8347,0.13,8.612,6.292,4.963
127,0.8403,0.1303,8.702,6.358,5.048
128,0.8458,0.1306,8.762,6.394,5.12
129,0.8513,0.1309,8.815,6.427,5.195
130,0.8568,0.1312,8.846,6.44,5.254
131,0.8623,0.1315,8.862,6.44,5.305
132,0.8676,0.1318,8.876,6.442,5.354
133,0.873,0.1321,8.882,6.437,5.399
134,0.8783,0.1324,8.884,6.429,5.445
135,0.8835,0.1327,8.878,6.413,5.482
136,0.8882,0.1329,8.61,6.803,4.849
137,0.8931,0.1331,8.319,7.085,4.142
138,0.8986,0.1334,8.583,6.235,5.355
