step,cos,z,f_thumb,f_index,f_middle
0,0.004,0.0122,4.116,3.822,0.426
1,0.0062,0.012,3.662,3.507,0.522
2,0.0076,0.0118,3.36,3.259,0.567
3,0.0086,0.0118,3.17,3.116,0.588
4,0.0095,0.0117,3.068,3.076,0.603
5,0.0103,0.0116,3.066,3.146,0.617
6,0.0111,0.0115,3.115,3.266,0.627
7,0.0119,0.0115,3.174,3.388,0.63
8,0.0127,0.0114,3.228,3.501,0.63
9,0.0134,0.0113,3.274,3.601,0.628
10,0.0141,0.0113,3.303,3.692,0.625
11,0.0148,0.0112,3.342,3.781,0.624
12,0.0155,0.0111,3.367,3.86,0.621
13,0.0161,0.0111,3.39,3.936,0.618
14,0.0167,0.011,3.411,4.008,0.615
15,0.0173,0.011,3.436,4.073,0.612
16,0.0178,0.011,3.452,4.133,0.608
17,0.0183,0.0109,3.466,4.193,0.605
18,0.0188,0.0109,3.477,4.25,0.602
19,0.0193,0.0108,3.504,4.307,0.608
20,0.0196,0.0108,3.519,4.359,0.61
21,0.0199,0.0108,3.526,4.411,0.601
22,0.0202,0.0107,3.54,4.454,0.601
23,0.0205,0.0107,3.553,4.502,0.602
24,0.0214,0.0144,2.303,1.706,0.719
25,0.0224,0.0238,1.675,1.1,0.672
26,0.0234,0.0352,1.465,0.945,0.548
27,0.0246,0.0473,1.532,0.959,0.575
28,0.0258,0.0596,1.65,1.031,0.613
29,0.027,0.072,1.747,1.107,0.631
30,0.0282,0.0844,1.816,1.162,0.643
31,0.0293,0.0968,1.855,1.195,0.646
32,0.0315,0.1048,2.6,2.005,0.777
33,0.034,0.1075,2.697,2.259,0.476
34,0.036,0.1084,2.55,2.106,0.422
35,0.0377,0.1087,2.318,1.877,0.427
36,0.0391,0.1088,2.128,1.682,0.437
37,0.0405,0.1088,2.012,1.558,0.448
38,0.0416,0.1088,1.95,1.481,0.463
39,0.0427,0.1087,1.915,1.432,0.477
40,0.0438,0.1087,1.897,1.399,0.491
41,0.0447,0.1087,1.886,1.375,0.505
42,0.0457,0.1086,1.882,1.347,0.528
43,0.0465,0.1086,1.877,1.333,0.536
44,0.0474,0.1085,1.871,1.336,0.527
45,0.0482,0.1085,1.869,1.319,0.543
46,0.0489,0.1085,1.866,1.311,0.547
47,0.0497,0.1084,1.863,1.304,0.55
48,0.0504,0.1084,1.86,1.298,0.554
49,0.051,0.1084,1.852,1.307,0.536
50,0.0517,0.1084,1.853,1.296,0.548
51,0.0524,0.1083,1.852,1.283,0.559
52,0.053,0.1083,1.848,1.272,0.567
53,0.0536,0.1083,1.845,1.27,0.564
54,0.0542,0.1082,1.837,1.281,0.546
55,0.0547,0.1082,1.838,1.27,0.557
56,0.0552,0.1082,1.837,1.255,0.572
57,0.0558,0.1082,1.833,1.254,0.568
58,0.0741,0.1081,2.4,1.472,1.49
59,0.0888,0.1082,3.687,2.015,1.692
60,0.1038,0.1083,5.476,4.27,2.529
61,0.119,0.1084,5.891,4.413,2.583
62,0.1344,0.1086,6.178,4.64,2.555
63,0.15,0.1087,6.343,4.8,2.457
64,0.1657,0.1089,6.438,4.89,2.318
65,0.1816,0.1091,6.495,4.946,2.161
66,0.1974,0.1093,6.531,4.968,2.007
67,0.2131,0.1096,6.552,4.977,1.868
68,0.2287,0.1099,6.582,4.947,1.787
69,0.2439,0.1102,6.604,4.865,1.789
70,0.2589,0.1105,6.611,4.778,1.844
71,0.2733,0.1108,6.592,4.72,1.884
72,0.2877,0.1112,5.831,3.975,1.884
73,0.3025,0.1117,5.597,2.656,3.209
74,0.3169,0.1121,5.932,2.519,3.558
75,0.3307,0.1125,5.963,2.602,3.429
76,0.3441,0.113,5.937,2.66,3.283
77,0.357,0.1135,5.881,2.702,3.143
78,0.3695,0.114,5.804,2.729,3.014
79,0.3815,0.1145,5.721,2.746,2.9
80,0.393,0.115,5.637,2.755,2.806
81,0.4038,0.1155,5.558,2.761,2.729
82,0.414,0.1161,5.474,2.76,2.662
83,0.4236,0.1166,5.678,2.485,3.145
84,0.4337,0.1172,5.988,2.591,3.32
85,0.4432,0.1177,6.071,2.681,3.324
86,0.452,0.1183,6.049,2.712,3.296
87,0.4606,0.1188,6.538,3.16,3.309
88,0.4691,0.1193,7.529,4.077,3.407
89,0.476,0.1197,8.105,4.838,3.271
90,0.4806,0.1199,8.682,6.263,2.414
91,0.4933,0.12,6.45,4.742,1.753
92,0.4953,0.1203,7.358,5.51,1.856
93,0.5062,0.1204,5.864,4.439,1.475
94,0.5101,0.1204,5.304,4.176,1.224
95,0.5151,0.1204,4.923,3.934,1.645
96,0.5189,0.1205,5.185,3.42,3.744
97,0.5237,0.1205,5.331,3.566,3.809
98,0.5284,0.1206,5.434,3.655,3.874
99,0.5321,0.1207,5.836,3.947,4.153
100,0.5373,0.1209,6.018,4.04,4.306
101,0.5463,0.1208,5.415,3.653,3.847
102,0.5472,0.1211,6.013,4.143,4.2
103,0.5577,0.1211,5.706,3.71,4.18
104,0.5637,0.1211,4.795,3.727,2.905
105,0.5689,0.1214,6.564,3.954,4.94
106,0.5769,0.1215,6.432,4.199,4.704
107,0.5812,0.1218,6.9,4.401,5.148
108,0.5936,0.1218,5.982,3.764,4.483
109,0.5968,0.1221,6.978,3.728,5.568
110,0.609,0.1221,6.086,3.664,4.692
111,0.6127,0.1224,6.975,3.769,5.584
112,0.626,0.1224,5.448,3.828,3.61
113,0.6308,0.1226,6.832,3.448,5.598
114,0.6447,0.1226,5.205,3.748,3.345
115,0.6503,0.1229,6.698,3.312,5.538
116,0.6595,0.1232,6.961,3.932,5.591
117,0.6748,0.1232,5.64,3.401,4.318
118,0.6806,0.1234,6.896,3.291,5.835
119,0.6951,0.1235,6.15,3.396,4.952
120,0.7028,0.1237,5.732,3.881,4.067
121,0.7103,0.124,6.666,4.027,4.36
122,0.7154,0.1243,6.162,5.327,2.605
123,0.7217,0.1247,6.792,5.131,3.741
124,0.7269,0.125,6.987,6.241,2.73
125,0.7332,0.1253,7.137,6.798,1.997
126,0.7418,0.1254,7.112,6.185,3.077
127,0.7492,0.1256,7.161,6.772,2.118
128,0.7602,0.1255,7.943,4.802,3.869
129,0.7688,0.1254,7.479,5.61,2.538
130,0.7779,0.1252,7.975,5.107,3.54
131,0.7868,0.1251,7.914,5.242,3.319
132,0.796,0.125,8.425,4.881,4.141
133,0.8045,0.1249,8.054,5.246,3.397
134,0.8138,0.1247,8.927,4.597,4.812
135,0.8217,0.1247,7.897,5.445,2.943
136,0.8299,0.1246,7.984,5.132,3.356
137,0.8391,0.1245,8.679,4.537,4.658
138,0.8468,0.1244,7.862,5.119,3.16
139,0.8553,0.1243,8.14,4.188,4.222
140,0.8628,0.1243,7.797,4.785,3.4
141,0.8696,0.1243,7.532,4.91,2.858
142,0.8765,0.1242,7.482,4.737,2.94
143,0.8829,0.1243,7.347,4.718,2.765
144,0.8895,0.1242,7.574,4.312,3.369
145,0.8953,0.1243,7.312,4.263,3.091
146,0.9004,0.1243,6.699,3.82,2.846
147,0.9047,0.1244,6.127,3.305,2.783
148,0.9094,0.1245,5.65,2.827,2.76
149,0.9129,0.1246,6.301,3.614,2.647
150,0.9171,0.1247,4.653,1.891,2.721
151,0.9197,0.1249,5.731,3.465,2.504
152,0.922,0.125,5.579,2.475,3.157
153,0.9239,0.1252,6.331,2.841,2.726
154,0.927,0.1253,5.242,1.284,2.646
155,0.9267,0.1255,6.735,2.791,1.879
156,0.9291,0.1255,6.009,2.187,2.583
157,0.9294,0.1257,6.78,2.635,1.718
158,0.9295,0.1257,7.121,2.91,2.956
159,0.9322,0.1259,6.362,2.245,2.169
160,0.9306,0.126,7.813,2.891,2.651
161,0.9329,0.126,6.938,2.26,3.242
162,0.9328,0.1262,7.259,2.545,2.21
163,0.9344,0.1263,6.514,2.069,2.95
164,0.9338,0.1264,6.36,2.113,2.66
165,0.9302,0.1262,7.892,3.216,3.14
166,0.9329,0.1263,6.285,2.201,2.556
167,0.9334,0.1263,7.695,2.734,2.979
168,0.9343,0.1265,8.06,3.01,2.052
169,0.9337,0.1264,7.93,3.218,3.375
170,0.9339,0.1265,8.587,3.299,2.356
171,0.932,0.1264,7.945,3.376,2.241
172,0.9334,0.1264,8.001,2.983,2.585
173,0.9328,0.1264,8.31,3.157,3.35
174,0.932,0.1264,8.53,3.147,3.122
175,0.9344,0.1264,7.43,2.524,3.506
176,0.9319,0.1265,8.614,3.111,2.8
177,0.9316,0.1265,7.065,2.688,3.03
178,0.9317,0.1266,7.933,2.868,2.598
179,0.9327,0.1266,7.154,2.573,3.175
180,0.9332,0.1268,6.216,1.943,2.792
181,0.9315,0.1268,7.907,2.809,3.145
182,0.9331,0.1269,7.705,2.819,2.468
183,0.9307,0.1268,8.14,3.57,3.6
184,0.9321,0.1269,8.508,3.298,2.718
185,0.9317,0.1268,8.837,3.622,3.576
186,0.9316,0.1269,9.186,3.633,2.773
187,0.9281,0.1266,8.132,3.772,3.153
188,0.9281,0.1266,9.703,3.919,2.964
189,0.9277,0.1267,8.699,3.47,3.364
190,0.9274,0.1266,9.039,3.693,3.512
191,0.9276,0.1266,9.272,3.697,3.288
192,0.9271,0.1267,8.982,3.429,2.894
193,0.9252,0.1266,9.919,4.174,3.497
194,0.9289,0.1267,8.992,3.755,2.488
195,0.9271,0.1266,10.169,4.129,3.599
196,0.9265,0.1266,9.296,3.729,3.471
197,0.9273,0.1267,7.56,2.886,3.258
198,0.9261,0.1266,8.706,3.415,3.591
199,0.9265,0.1266,9.137,3.647,3.169
200,0.9242,0.1265,10.06,4.174,3.862
