step,cos,z,f_thumb,f_index,f_middle
133,0.8506,0.1311,8.192,4.863,4.552
134,0.8532,0.1313,8.379,5.218,4.79
135,0.8558,0.1315,8.483,5.195,4.831
136,0.8585,0.1317,8.7,4.607,4.83
137,0.8601,0.1317,8.795,5.096,6.144
138,0.8603,0.1315,8.625,5.351,5.607
139,0.8611,0.1314,8.705,4.878,4.777
140,0.8633,0.1315,8.901,4.768,4.967
141,0.8646,0.1315,8.398,5.239,3.899
142,0.8667,0.1316,8.716,5.164,5.485
143,0.867,0.1313,9.16,3.917,5.765
144,0.8681,0.1312,8.885,4.632,4.929
145,0.8708,0.1314,8.866,5.58,5.5
146,0.8707,0.1312,8.835,4.837,6.034
147,0.8724,0.1311,8.458,5.936,4.67
148,0.8733,0.131,8.565,5.316,5.785
149,0.8736,0.1309,8.615,4.272,4.854
150,0.8776,0.1311,8.718,5.592,5.603
151,0.8793,0.1311,8.626,4.767,4.883
152,0.8818,0.1313,8.889,4.651,5.35
153,0.8819,0.1312,8.442,5.061,4.517
154,0.885,0.1314,8.705,5.533,5.688
155,0.8864,0.1314,8.775,4.833,5.79
156,0.8882,0.1313,8.077,6.033,3.761
157,0.8897,0.1313,8.805,3.986,5.678
158,0.8928,0.1312,8.063,5.81,4.185
159,0.8942,0.1312,7.849,4.109,4.105
160,0.8967,0.1314,8.323,5.034,5.607
161,0.896,0.1311,7.731,4.939,5.136
162,0.8955,0.1307,7.892,4.539,5.491
163,0.8961,0.1306,7.69,4.822,3.8
164,0.8968,0.1306,7.367,4.38,3.178
165,0.8997,0.1308,8.218,4.427,5.223
166,0.9014,0.1309,7.83,5.527,4.612
167,0.9035,0.131,8.061,5.096,4.898
168,0.9043,0.131,8.0,4.207,4.052
169,0.9044,0.1309,7.631,3.898,3.85
170,0.9055,0.1309,8.175,3.695,4.427
171,0.9073,0.131,8.248,5.673,5.287
172,0.9085,0.1311,7.515,5.462,3.67
173,0.9092,0.131,8.44,4.523,6.155
174,0.9078,0.1306,7.811,5.94,2.864
175,0.9094,0.1307,7.251,5.542,3.238
176,0.9109,0.1307,8.184,4.622,5.186
177,0.9141,0.131,8.075,5.644,5.319
178,0.9139,0.1308,7.948,4.821,3.753
179,0.9126,0.1305,7.861,5.2,2.992
180,0.9172,0.1307,7.839,6.081,4.404
181,0.9189,0.1308,8.01,5.183,4.826
182,0.9191,0.1308,7.066,4.765,2.864
183,0.9187,0.1308,7.396,3.742,3.794
184,0.9183,0.1307,7.992,3.791,4.142
185,0.918,0.1306,7.085,5.427,2.407
186,0.919,0.1307,7.515,3.979,4.011
187,0.9192,0.1308,7.487,4.029,3.754
188,0.9189,0.1306,7.794,5.077,3.453
189,0.9186,0.1304,8.251,5.341,3.623
190,0.9197,0.1303,8.749,7.166,4.162
191,0.9218,0.1305,8.123,6.684,3.713
192,0.9221,0.1305,8.044,5.333,3.374
193,0.921,0.1303,7.895,4.334,3.625
194,0.9217,0.1304,8.749,4.392,4.722
195,0.9214,0.1301,8.336,6.52,2.898
196,0.9228,0.1303,8.2,5.141,4.267
197,0.9238,0.1304,8.036,5.362,3.929
198,0.9248,0.1304,8.743,5.534,4.61
199,0.9261,0.1303,8.786,7.587,4.163
200,0.9276,0.1305,7.958,6.353,3.387
201,0.9262,0.1305,7.79,4.209,3.711
202,0.9262,0.1306,8.573,3.946,4.645
203,0.9259,0.1303,8.231,6.861,2.38
204,0.9287,0.1306,8.477,5.712,4.312
205,0.9289,0.1305,8.245,6.917,2.52
206,0.9316,0.1307,8.653,6.414,5.308
207,0.9328,0.1306,8.401,7.495,3.422
208,0.9338,0.1308,7.377,5.918,2.985
209,0.9332,0.1308,7.855,4.505,3.41
210,0.9347,0.1311,7.779,5.562,3.965
211,0.9341,0.131,7.654,5.337,2.756
212,0.9318,0.1309,7.774,4.189,3.852
213,0.9294,0.1305,8.841,4.988,3.967
214,0.9303,0.1305,9.292,6.561,3.592
215,0.9322,0.1303,8.867,8.296,2.982
216,0.933,0.1305,8.349,6.101,2.728
217,0.9319,0.1307,8.615,4.302,4.273
218,0.9298,0.1304,7.849,5.271,2.66
219,0.9307,0.1301,8.915,6.46,3.613
220,0.9336,0.1301,8.848,7.305,4.432
221,0.9357,0.1301,8.593,7.809,3.248
222,0.9364,0.1302,8.881,5.469,4.269
223,0.939,0.1304,8.953,7.027,4.936
224,0.9386,0.1303,8.397,6.254,2.499
225,0.941,0.1307,9.298,6.173,5.129
226,0.9417,0.1306,8.414,7.094,2.804
227,0.944,0.1307,9.095,6.937,4.965
228,0.9443,0.1306,8.198,8.158,0.0
229,0.9445,0.1308,9.266,4.744,4.819
230,0.9452,0.1309,8.218,6.396,2.919
231,0.9441,0.1309,7.934,4.791,3.199
232,0.9451,0.1309,8.912,6.045,4.107
233,0.9464,0.1309,9.045,6.942,3.62
234,0.9466,0.131,7.677,5.659,2.943
235,0.9435,0.1307,8.902,5.444,3.966
236,0.9443,0.1307,9.116,5.716,4.324
237,0.9456,0.1306,9.919,7.942,2.867
238,0.9467,0.1308,10.372,7.364,3.491
239,0.949,0.1307,10.157,8.21,4.146
240,0.9475,0.1307,9.236,6.412,2.99
241,0.9467,0.1309,10.118,5.731,4.414
242,0.9464,0.1308,9.786,6.434,3.426
243,0.9477,0.131,9.751,6.74,3.98
244,0.9453,0.1309,8.338,5.002,3.523
245,0.9422,0.1309,7.904,4.736,3.598
246,0.9382,0.1305,9.762,6.136,4.006
247,0.9374,0.1302,9.922,7.134,3.198
248,0.9356,0.1302,9.109,6.252,3.802
249,0.9354,0.1305,10.039,5.751,4.278
