scene_key,candidate_id,scene_xml,selected_foundational_pose,feasible,feasible_pose_count,foundational_pose_count,score,cube_lift,cube_tip_contacts,mean_tip_distance,cube_vel_norm,thumb_x,thumb_y,thumb_len,index_x,index_y,index_len,middle_x,middle_y,middle_len,chosen_ctrl_json,rank,gif_path
cube,0,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_smoke/cube/generated_mjcf/scene_cube_tp0d0000p0d0200p0d0000_ip0d0100n0d0123p0d0000_mp0d0100p0d0153p0d0000.xml,phase1_generated_scene,True,2.0,2.0,3.420744010616641,0.06419757608917984,3.0,0.009298558239746813,0.05049357350106538,0.0,0.02,0.0,0.01,-0.0123,0.0,0.01,0.0153,0.0,"[-0.08337202103895916, 1.8605319144286032, -0.7166528214956971, -0.20232549634829014, 1.3752276270028914, 1.0099071845942287, -0.027513999795058437, 1.4670317022980226, 0.9865984519932638]",1.0,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_smoke/cube/top_gifs/rank01_candidate0000.gif
cube,10,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_smoke/cube/generated_mjcf/scene_cube_tn0d0001p0d0207p0d0069_ip0d0080n0d0067p0d0051_mp0d0204p0d0061p0d0055.xml,sanity_phase1,True,2.0,2.0,3.1393076617869564,0.056882776925527456,3.0,0.00960519384688052,0.21586095275162462,-6.185530829714431e-05,0.02070349184472249,0.00685885681713138,0.0079517403845361,-0.006672394277070495,0.005067429071753997,0.020369432478721076,0.006058383198741723,0.005496362809831425,"[-0.04001940470092851, 1.927054644440314, -1.1594855537432496, -0.34162688701139093, 1.2769689729243838, 1.204786572892837, -0.06035565691833135, 1.4686096214874043, 1.0077210834958208]",2.0,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_smoke/cube/top_gifs/rank02_candidate0010.gif
