step,cos,z,f_thumb,f_index,f_middle,clearance_mm,act_absmax
0,0.0001,0.0125,2.688,2.54,0.0,40.4,2.0
1,0.0003,0.0125,1.309,0.0,0.0,40.4,2.0
2,0.0001,0.0125,0.0,0.0,0.0,40.4,2.0
3,0.0,0.0125,0.0,0.0,0.0,40.4,2.0
4,0.0001,0.0125,0.615,0.623,0.0,40.4,2.0
5,0.0001,0.0125,0.777,0.785,0.0,40.4,2.0
6,0.0001,0.0125,0.997,0.887,0.293,40.4,2.0
7,0.0002,0.0125,1.143,0.99,0.412,40.4,2.0
8,0.0003,0.0125,1.248,1.111,0.492,40.4,2.0
9,0.0003,0.0125,1.352,1.227,0.535,40.4,2.0
10,0.0004,0.0125,1.452,1.338,0.575,40.4,2.0
11,0.0006,0.0125,1.548,1.49,0.613,40.4,2.0
12,0.0008,0.0125,1.635,1.589,0.651,40.4,2.0
13,0.001,0.0125,1.716,1.683,0.685,40.4,2.0
14,0.0012,0.0125,1.789,1.772,0.717,40.4,2.0
15,0.0015,0.0125,1.854,1.857,0.746,40.4,2.0
16,0.0018,0.0126,1.917,1.938,0.774,40.4,2.0
17,0.002,0.0126,1.967,2.012,0.797,40.4,2.0
18,0.0023,0.0126,0.0,1.989,0.122,40.4,2.0
19,0.0024,0.0126,2.229,2.194,0.896,40.4,2.0
20,0.0026,0.0126,2.137,2.217,0.866,40.4,2.0
21,0.0028,0.0126,2.13,2.256,0.865,40.4,2.0
22,0.0031,0.0126,2.137,2.298,0.869,40.4,2.0
23,0.0033,0.0126,2.139,2.336,0.871,40.4,2.0
24,0.0011,0.0157,1.283,3.852,0.606,40.4,2.0
25,-0.0028,0.0243,1.7,1.013,0.712,40.4,2.0
26,-0.0026,0.0355,1.798,1.104,0.697,40.4,2.0
27,-0.0023,0.0475,1.96,1.216,0.747,40.4,2.0
28,-0.0021,0.0598,2.053,1.278,0.779,40.4,2.0
29,-0.0018,0.0722,2.092,1.302,0.795,40.4,2.0
30,-0.0015,0.0847,2.102,1.307,0.799,40.4,2.0
31,-0.0013,0.0972,2.106,1.307,0.802,40.4,2.0
32,-0.0006,0.1064,3.231,5.508,1.221,40.4,2.0
33,-0.0002,0.1099,2.968,5.118,1.099,40.4,2.0
34,0.0001,0.1112,2.53,3.239,0.945,40.4,2.0
35,0.0003,0.1117,2.305,2.134,0.871,40.4,2.0
36,0.0005,0.1119,2.208,1.37,0.841,40.4,2.0
37,0.0007,0.1119,2.155,1.333,0.824,40.4,2.0
38,0.0009,0.112,2.138,1.321,0.819,40.4,2.0
39,0.0011,0.112,2.133,1.316,0.817,40.4,2.0
40,0.0013,0.112,2.128,1.313,0.815,40.4,2.0
41,0.0014,0.112,2.124,1.31,0.814,40.4,2.0
42,0.0016,0.112,2.123,1.309,0.813,40.4,2.0
43,0.0018,0.112,2.12,1.307,0.812,40.4,2.0
44,0.002,0.112,2.118,1.305,0.811,40.4,2.0
45,0.0021,0.112,2.116,1.303,0.811,40.4,2.0
46,0.0023,0.112,2.115,1.302,0.81,40.4,2.0
47,0.0025,0.112,2.114,1.301,0.81,40.4,2.0
48,0.0026,0.112,2.113,1.3,0.809,40.4,2.0
49,0.0028,0.112,2.111,1.298,0.809,40.4,2.0
50,0.0029,0.112,2.109,1.296,0.807,40.4,2.0
51,0.0031,0.112,2.108,1.295,0.807,40.4,2.0
52,0.0032,0.112,2.107,1.294,0.806,40.4,2.0
53,0.0033,0.112,2.104,1.292,0.805,40.4,2.0
54,0.0035,0.112,2.103,1.291,0.805,40.4,2.0
55,0.0036,0.112,2.103,1.29,0.805,40.4,2.0
56,0.0037,0.112,2.1,1.288,0.804,40.4,2.0
57,0.0039,0.112,2.098,1.286,0.803,40.4,2.0
58,0.0143,0.1122,5.434,4.814,2.331,40.4,2.0
59,0.0277,0.1126,6.266,4.758,3.644,40.4,2.0
60,0.0372,0.1128,5.091,0.0,4.769,40.4,2.0
61,0.0484,0.113,8.046,4.344,5.041,40.4,2.0
62,0.0607,0.1132,7.876,4.437,4.794,40.4,2.0
63,0.0741,0.1134,7.297,4.503,4.521,40.4,2.0
64,0.0885,0.1136,7.888,4.597,4.56,40.4,2.0
65,0.1037,0.1138,7.077,4.595,4.126,40.4,2.0
66,0.12,0.1141,7.501,4.697,3.997,40.4,2.0
67,0.1372,0.1143,7.577,4.768,3.903,40.4,2.0
68,0.1552,0.1146,7.433,4.788,3.655,40.4,2.0
69,0.174,0.1149,7.167,4.81,3.291,40.4,2.0
70,0.1934,0.1152,6.916,4.615,3.154,40.4,2.0
71,0.2133,0.1155,6.656,4.529,2.85,40.4,2.0
72,0.2336,0.1159,6.611,4.589,2.604,40.33,2.0
73,0.2541,0.1162,6.64,4.69,2.384,39.63,2.0
74,0.2746,0.1166,6.716,4.809,2.191,38.88,2.0
75,0.2951,0.117,6.826,4.925,2.05,38.09,2.0
76,0.3154,0.1175,6.958,4.9,2.085,37.27,2.0
77,0.3353,0.1179,7.036,4.838,2.206,36.41,2.0
78,0.3547,0.1183,6.979,4.829,2.158,35.53,2.0
79,0.3735,0.1188,6.824,4.821,2.013,34.65,2.0
80,0.3918,0.1192,6.914,4.758,2.16,33.75,2.0
81,0.4097,0.1197,6.568,4.521,2.054,32.86,2.0
82,0.427,0.1202,6.447,4.543,1.92,31.99,2.0
83,0.4436,0.1206,6.455,4.656,1.807,31.13,2.0
84,0.4614,0.1211,5.635,3.836,2.021,30.28,2.0
85,0.4783,0.1216,5.146,3.72,1.636,29.45,2.0
86,0.4945,0.1221,2.931,2.679,0.0,28.64,2.0
87,0.5123,0.1226,4.49,3.639,0.932,27.84,2.0
