t_s,thumb_yaw_deg,thumb_mcp_deg,thumb_pip_deg,index_yaw_deg,index_mcp_deg,index_pip_deg,middle_yaw_deg,middle_mcp_deg,middle_pip_deg,palm_z_mm
0.0,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.02,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.04,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.06,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.08,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.1,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.12,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.14,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.16,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.18,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.2,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.22,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.24,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.26,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.28,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.3,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.32,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.34,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.36,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.38,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.4,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.42,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.44,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.46,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.48,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.5,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.52,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.54,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.56,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.58,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.6,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.62,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.64,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.66,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.68,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.7,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.72,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.74,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.76,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.78,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.8,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.82,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.84,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.86,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.88,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.9,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.92,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.94,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.96,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
0.98,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
1.0,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
1.02,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
1.04,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
1.06,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
1.08,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
1.1,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
1.12,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
1.14,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
1.16,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
1.18,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
1.2,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
1.22,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
1.24,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
1.26,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
1.28,7.824,36.713,0.0,0.649,30.297,0.33,0.572,42.724,0.0,0.0
1.3,7.632,36.702,-0.001,0.215,30.059,0.324,1.879,42.266,1.546,0.0
1.32,7.441,36.691,-0.002,-0.219,29.821,0.318,3.186,41.807,3.092,0.0
1.34,7.249,36.679,-0.004,-0.654,29.583,0.312,4.494,41.349,4.638,0.0
1.36,7.057,36.668,-0.005,-1.088,29.346,0.306,5.801,40.89,6.184,0.0
1.38,6.865,36.657,-0.006,-1.522,29.108,0.301,7.108,40.432,7.73,0.0
1.4,6.673,36.646,-0.007,-1.957,28.87,0.295,8.415,39.973,9.276,0.0
1.42,6.481,36.634,-0.009,-2.391,28.632,0.289,9.722,39.515,10.822,0.0
1.44,6.29,36.623,-0.01,-2.825,28.394,0.283,11.029,39.056,12.368,0.0
1.46,6.098,36.612,-0.011,-3.26,28.156,0.277,12.337,38.597,13.914,0.0
1.48,5.906,36.601,-0.012,-3.694,27.918,0.271,13.644,38.139,15.46,0.0
1.5,5.714,36.59,-0.014,-4.128,27.68,0.265,14.951,37.68,17.006,0.0
1.52,5.522,36.578,-0.015,-4.563,27.442,0.259,16.258,37.222,18.552,0.0
1.54,5.331,36.567,-0.016,-4.997,27.204,0.253,17.565,36.763,20.097,0.0
1.56,5.139,36.556,-0.017,-5.431,26.966,0.248,18.872,36.305,21.643,0.0
1.58,4.947,36.545,-0.018,-5.866,26.728,0.242,20.18,35.846,23.189,0.0
1.6,4.755,36.534,-0.02,-6.3,26.49,0.236,21.487,35.387,24.735,0.0
1.62,4.563,36.522,-0.021,-6.734,26.252,0.23,22.794,34.929,26.281,0.0
1.64,4.372,36.511,-0.022,-7.169,26.014,0.224,24.101,34.47,27.827,0.0
1.66,4.18,36.5,-0.023,-7.603,25.777,0.218,25.408,34.012,29.373,0.0
1.68,3.988,36.489,-0.025,-8.037,25.539,0.212,26.715,33.553,30.919,0.0
1.7,3.796,36.478,-0.026,-8.472,25.301,0.206,28.023,33.095,32.465,0.0
1.72,3.604,36.466,-0.027,-8.906,25.063,0.2,29.33,32.636,34.011,0.0
1.74,3.412,36.455,-0.028,-9.34,24.825,0.195,30.637,32.177,35.557,0.0
1.76,3.221,36.444,-0.03,-9.774,24.587,0.189,31.944,31.719,37.103,0.0
1.78,3.029,36.433,-0.031,-10.209,24.349,0.183,33.251,31.26,38.649,0.0
1.8,2.837,36.422,-0.032,-10.643,24.111,0.177,34.558,30.802,40.195,0.0
1.82,2.645,36.41,-0.033,-11.077,23.873,0.171,35.866,30.343,41.741,0.0
1.84,2.453,36.399,-0.034,-11.512,23.635,0.165,37.173,29.885,43.287,0.0
1.86,2.262,36.388,-0.036,-11.946,23.397,0.159,38.48,29.426,44.833,0.0
1.88,2.07,36.377,-0.037,-12.38,23.159,0.153,39.787,28.968,46.379,0.0
1.9,1.878,36.365,-0.038,-12.815,22.921,0.147,41.094,28.509,47.925,0.0
1.92,1.686,36.354,-0.039,-13.249,22.683,0.142,42.401,28.05,49.471,0.0
1.94,1.494,36.343,-0.041,-13.683,22.445,0.136,43.709,27.592,51.017,0.0
1.96,1.303,36.332,-0.042,-14.118,22.208,0.13,45.016,27.133,52.563,0.0
1.98,1.111,36.321,-0.043,-14.552,21.97,0.124,46.323,26.675,54.109,0.0
2.0,0.919,36.309,-0.044,-14.986,21.732,0.118,47.63,26.216,55.655,0.0
2.02,0.727,36.298,-0.046,-15.421,21.494,0.112,48.937,25.758,57.201,0.0
2.04,0.535,36.287,-0.047,-15.855,21.256,0.106,50.244,25.299,57.296,0.0
2.06,0.343,36.276,-0.048,-16.289,21.018,0.1,51.552,24.84,57.296,0.0
2.08,0.152,36.265,-0.049,-16.724,20.78,0.094,52.859,24.382,57.296,0.0
2.1,-0.04,36.253,-0.05,-17.158,20.542,0.089,54.166,23.923,57.296,0.0
2.12,-0.232,36.242,-0.052,-17.592,20.304,0.083,55.473,23.465,57.296,0.0
2.14,-0.424,36.231,-0.053,-18.027,20.066,0.077,56.78,23.006,57.296,0.0
2.16,-0.616,36.22,-0.054,-18.461,19.828,0.071,57.868,22.548,57.296,0.0
2.18,-0.807,36.209,-0.055,-18.895,19.59,0.065,57.868,22.089,57.296,0.0
2.2,-0.999,36.197,-0.057,-19.33,19.352,0.059,57.868,21.63,57.296,0.0
