t_s,thumb_yaw_deg,thumb_mcp_deg,thumb_pip_deg,index_yaw_deg,index_mcp_deg,index_pip_deg,middle_yaw_deg,middle_mcp_deg,middle_pip_deg,palm_z_mm
0.0,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.02,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.04,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.06,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.08,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.1,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.12,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.14,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.16,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.18,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.2,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.22,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.24,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.26,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.28,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.3,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.32,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.34,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.36,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.38,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.4,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.42,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.44,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.46,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.48,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.5,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.52,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.54,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.56,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.58,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.6,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.62,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.64,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.66,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.68,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.7,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.72,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.74,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.76,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.78,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.8,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.82,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.84,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.86,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.88,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.9,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.92,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.94,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.96,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
0.98,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
1.0,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
1.02,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
1.04,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
1.06,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
1.08,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
1.1,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
1.12,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
1.14,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
1.16,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
1.18,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
1.2,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
1.22,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
1.24,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
1.26,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
1.28,9.09,26.619,2.13,0.0,24.186,7.259,0.0,24.186,7.259,0.0
1.3,8.988,26.598,2.092,-0.279,24.037,7.128,0.953,23.796,8.801,0.0
1.32,8.885,26.578,2.053,-0.558,23.888,6.996,1.907,23.406,10.344,0.0
1.34,8.783,26.557,2.015,-0.837,23.738,6.864,2.86,23.015,11.886,0.0
1.36,8.68,26.537,1.976,-1.115,23.589,6.732,3.813,22.625,13.428,0.0
1.38,8.578,26.516,1.938,-1.394,23.44,6.6,4.767,22.235,14.97,0.0
1.4,8.475,26.496,1.899,-1.673,23.29,6.468,5.72,21.844,16.512,0.0
1.42,8.372,26.475,1.861,-1.952,23.141,6.337,6.673,21.454,18.054,0.0
1.44,8.27,26.455,1.822,-2.231,22.992,6.205,7.627,21.063,19.596,0.0
1.46,8.167,26.434,1.784,-2.51,22.842,6.073,8.58,20.673,21.139,0.0
1.48,8.065,26.414,1.745,-2.789,22.693,5.941,9.533,20.283,22.681,0.0
1.5,7.962,26.393,1.707,-3.068,22.544,5.809,10.487,19.892,24.223,0.0
1.52,7.86,26.372,1.668,-3.346,22.394,5.678,11.44,19.502,25.765,0.0
1.54,7.757,26.352,1.63,-3.625,22.245,5.546,12.393,19.112,27.307,0.0
1.56,7.655,26.331,1.591,-3.904,22.096,5.414,13.347,18.721,28.849,0.0
1.58,7.552,26.311,1.553,-4.183,21.946,5.282,14.3,18.331,30.391,0.0
1.6,7.449,26.29,1.514,-4.462,21.797,5.15,15.253,17.941,31.934,0.0
1.62,7.347,26.27,1.476,-4.741,21.648,5.019,16.207,17.55,33.476,0.0
1.64,7.244,26.249,1.437,-5.02,21.498,4.887,17.16,17.16,35.018,0.0
1.66,7.142,26.229,1.399,-5.298,21.349,4.755,18.113,16.769,35.907,0.0
1.68,7.039,26.208,1.36,-5.577,21.2,4.623,19.067,16.379,35.907,0.0
1.7,6.937,26.187,1.322,-5.856,21.05,4.491,20.02,15.989,35.907,0.0
1.72,6.834,26.167,1.283,-6.135,20.901,4.36,20.973,15.598,35.907,0.0
1.74,6.732,26.146,1.245,-6.414,20.752,4.228,21.927,15.208,35.907,0.0
1.76,6.629,26.126,1.206,-6.693,20.602,4.096,22.88,14.818,35.907,0.0
1.78,6.527,26.105,1.168,-6.972,20.453,3.964,23.833,14.427,35.907,0.0
1.8,6.424,26.085,1.129,-7.251,20.304,3.832,24.787,14.037,35.907,0.0
1.82,6.321,26.064,1.091,-7.529,20.154,3.701,25.74,13.646,35.907,0.0
1.84,6.219,26.044,1.052,-7.808,20.005,3.569,26.693,13.256,35.907,0.0
1.86,6.116,26.023,1.014,-8.087,19.856,3.437,27.646,12.866,35.907,0.0
1.88,6.014,26.003,0.976,-8.366,19.706,3.305,28.6,12.475,35.907,0.0
1.9,5.911,25.982,0.937,-8.645,19.557,3.173,28.648,12.085,35.907,0.0
1.92,5.809,25.961,0.899,-8.924,19.408,3.042,28.648,11.695,35.907,0.0
1.94,5.706,25.941,0.86,-9.203,19.258,2.91,28.648,11.304,35.907,0.0
1.96,5.604,25.92,0.822,-9.481,19.109,2.778,28.648,10.914,35.907,0.0
1.98,5.501,25.9,0.783,-9.76,18.96,2.646,28.648,10.523,35.907,0.0
2.0,5.398,25.879,0.745,-10.039,18.81,2.514,28.648,10.133,35.907,0.0
2.02,5.296,25.859,0.706,-10.318,18.661,2.383,28.648,9.743,35.907,0.0
2.04,5.193,25.838,0.668,-10.597,18.512,2.251,28.648,9.352,35.907,0.0
2.06,5.091,25.818,0.629,-10.876,18.362,2.119,28.648,8.962,35.907,0.0
2.08,4.988,25.797,0.591,-11.155,18.213,1.987,28.648,8.572,35.907,0.0
2.1,4.886,25.776,0.552,-11.434,18.064,1.855,28.648,8.181,35.907,0.0
2.12,4.783,25.756,0.514,-11.712,17.914,1.724,28.648,7.791,35.907,0.0
2.14,4.681,25.735,0.475,-11.991,17.765,1.592,28.648,7.4,35.907,0.0
2.16,4.578,25.715,0.437,-12.27,17.616,1.46,28.648,7.01,35.907,0.0
2.18,4.476,25.694,0.398,-12.549,17.466,1.328,28.648,6.62,35.907,0.0
2.2,4.373,25.674,0.36,-12.828,17.317,1.196,28.648,6.229,35.907,0.0
2.22,4.27,25.653,0.321,-13.107,17.168,1.065,28.648,5.839,35.907,0.0
2.24,4.168,25.633,0.283,-13.386,17.018,0.933,28.648,5.449,35.907,0.0
2.26,4.065,25.612,0.244,-13.665,16.869,0.801,28.648,5.058,35.907,0.0
2.28,3.963,25.592,0.206,-13.943,16.72,0.669,28.648,4.668,35.907,0.0
2.3,3.86,25.571,0.167,-14.222,16.57,0.537,28.648,4.278,35.907,0.0
2.32,3.758,25.55,0.129,-14.501,16.421,0.406,28.648,3.887,35.907,0.0
2.34,3.655,25.53,0.09,-14.78,16.272,0.274,28.648,3.497,35.907,0.0
2.36,3.553,25.509,0.052,-15.059,16.122,0.142,28.648,3.106,35.907,0.0
2.38,3.45,25.489,0.013,-15.338,15.973,0.01,28.648,2.716,35.907,0.0
2.4,3.45,25.489,0.013,-15.338,15.973,0.01,28.648,2.716,35.907,0.0
2.42,3.45,25.489,0.013,-15.338,15.973,0.01,28.648,2.716,35.907,0.0
2.44,3.45,25.489,0.013,-15.338,15.973,0.01,28.648,2.716,35.907,0.0
2.46,3.45,25.489,0.013,-15.338,15.973,0.01,28.648,2.716,35.907,0.0
2.48,3.45,25.489,0.013,-15.338,15.973,0.01,28.648,2.716,35.907,0.0
2.5,3.45,25.489,0.013,-15.338,15.973,0.01,28.648,2.716,35.907,0.0
2.52,3.45,25.489,0.013,-15.338,15.973,0.01,28.648,2.716,35.907,0.0
2.54,3.45,25.489,0.013,-15.338,15.973,0.01,28.648,2.716,35.907,0.0
