t_s,thumb_yaw_deg,thumb_mcp_deg,thumb_pip_deg,index_yaw_deg,index_mcp_deg,index_pip_deg,middle_yaw_deg,middle_mcp_deg,middle_pip_deg,palm_z_mm
0.0,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.02,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.04,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.06,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.08,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.1,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.12,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.14,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.16,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.18,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.2,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.22,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.24,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.26,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.28,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.3,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.32,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.34,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.36,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.38,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.4,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.42,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.44,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.46,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.48,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.5,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.52,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.54,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.56,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.58,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.6,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.62,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.64,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.66,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
0.68,-4.741,31.825,0.129,-9.082,25.272,3.176,21.939,33.193,0.0,0.0
