step,cos,z,f_thumb,f_index,f_middle,clearance_mm,act_absmax
0,-0.0031,0.0126,0.0,0.061,1.373,59.78,2.0
1,0.0011,0.0124,0.0,0.0,0.0,59.75,2.0
2,0.0001,0.0125,0.447,0.0,0.0,59.77,2.0
3,0.0,0.0125,0.0,0.0,0.0,59.79,2.0
4,0.0,0.0125,0.0,0.0,0.0,59.81,2.0
5,-0.0,0.0125,0.0,0.0,0.0,59.82,2.0
6,-0.0,0.0125,0.0,0.0,0.0,59.83,2.0
7,-0.0,0.0125,0.575,0.0,0.563,59.84,2.0
8,-0.0001,0.0125,0.631,0.0,0.613,59.85,2.0
9,-0.0,0.0125,0.89,0.464,0.535,59.86,2.0
10,-0.0,0.0125,1.009,0.592,0.56,59.86,2.0
11,-0.0,0.0125,1.065,0.655,0.612,59.86,2.0
12,0.0,0.0125,1.116,0.719,0.659,59.86,2.0
13,0.0,0.0125,1.163,0.78,0.704,59.86,2.0
14,0.0,0.0125,1.207,0.837,0.746,59.86,2.0
15,0.0,0.0125,1.242,0.887,0.788,59.87,2.0
16,0.0,0.0125,1.275,0.933,0.826,59.87,2.0
17,0.0,0.0125,1.304,0.973,0.862,59.87,2.0
18,0.0,0.0125,1.329,1.003,0.897,59.87,2.0
19,0.0,0.0125,1.349,1.023,0.931,59.87,2.0
20,-0.0,0.0125,1.365,1.032,0.965,59.87,2.0
21,-0.0001,0.0125,1.378,1.029,0.999,59.87,2.0
22,-0.0002,0.0125,1.445,0.609,1.301,59.87,2.0
23,-0.0005,0.0125,1.473,0.622,1.313,59.87,2.0
24,0.0013,0.0157,1.064,0.505,0.618,59.87,2.0
25,0.0001,0.0245,1.27,0.552,0.731,59.89,2.0
26,-0.0,0.0357,1.283,0.538,0.745,59.89,2.0
27,-0.0002,0.0477,1.374,0.583,0.786,59.88,2.0
28,-0.0003,0.06,1.438,0.615,0.818,59.88,2.0
29,-0.0005,0.0724,1.47,0.63,0.835,59.88,2.0
30,-0.0007,0.0849,1.485,0.638,0.842,59.88,2.0
31,-0.0009,0.0974,1.487,0.64,0.842,59.88,2.0
32,-0.0013,0.1066,2.433,1.002,1.448,59.9,2.0
33,-0.0017,0.1101,2.309,1.283,1.026,59.92,2.0
34,-0.0017,0.1114,1.903,1.079,0.836,59.93,2.0
35,-0.0016,0.1119,1.688,0.958,0.749,59.93,2.0
36,-0.0015,0.112,1.598,0.903,0.712,59.94,2.0
37,-0.0014,0.1121,1.562,0.882,0.698,59.94,2.0
38,-0.0013,0.1121,1.549,0.874,0.692,59.94,2.0
39,-0.0011,0.1121,1.544,0.871,0.689,59.94,2.0
40,-0.001,0.1121,1.542,0.843,0.714,59.94,2.0
41,-0.001,0.1121,1.542,0.806,0.748,59.94,2.0
42,-0.001,0.1121,1.541,0.807,0.746,59.94,2.0
43,-0.0009,0.1121,1.541,0.811,0.742,59.94,2.0
44,-0.0009,0.1121,1.541,0.815,0.738,59.94,2.0
45,-0.0009,0.1121,1.54,0.818,0.734,59.94,2.0
46,-0.0008,0.1121,1.54,0.822,0.73,59.94,2.0
47,-0.0008,0.1121,1.54,0.822,0.73,59.94,2.0
48,-0.0008,0.1121,1.541,0.813,0.738,59.94,2.0
49,-0.0007,0.1121,1.539,0.814,0.736,59.94,2.0
50,-0.0007,0.1121,1.542,0.798,0.752,59.94,2.0
51,-0.0007,0.1121,1.539,0.803,0.745,59.94,2.0
52,-0.0007,0.1121,1.539,0.801,0.746,59.94,2.0
53,-0.0007,0.1121,1.539,0.802,0.745,59.94,2.0
54,-0.0007,0.1121,1.539,0.797,0.749,59.94,2.0
55,-0.0007,0.1121,1.539,0.799,0.748,59.94,2.0
