step,cos,z,f_thumb,f_index,f_middle,clearance_mm,act_absmax
0,0.0,0.0124,9.068,9.904,0.0,60.24,2.0
1,0.0002,0.0124,3.44,4.418,0.0,60.26,2.0
2,0.0002,0.0124,2.881,4.191,0.35,60.27,2.0
3,0.0001,0.0124,2.643,4.063,0.367,60.27,2.0
4,0.0001,0.0124,2.617,4.151,0.318,60.26,2.0
5,0.0001,0.0124,2.862,4.276,0.311,60.25,2.0
6,0.0002,0.0124,3.22,4.675,0.375,60.25,2.0
7,0.0002,0.0124,3.521,4.998,0.474,60.24,2.0
8,0.0002,0.0124,3.791,5.29,0.537,60.25,2.0
9,0.0002,0.0124,4.068,5.61,0.6,60.26,2.0
10,0.0003,0.0124,4.336,5.915,0.639,60.27,2.0
11,0.0002,0.0124,4.575,6.182,0.634,60.28,2.0
12,0.0002,0.0124,4.825,6.513,0.706,60.29,2.0
13,0.0002,0.0124,5.068,6.782,0.72,60.3,2.0
14,0.0002,0.0124,5.295,7.018,0.721,60.31,2.0
15,0.0002,0.0124,5.511,7.199,0.72,60.32,2.0
16,0.0002,0.0124,5.743,7.336,0.703,60.32,2.0
17,0.0002,0.0124,5.939,7.428,0.692,60.32,2.0
18,0.0002,0.0124,6.123,7.53,0.668,60.31,2.0
19,0.0002,0.0124,6.298,7.582,0.644,60.31,2.0
20,0.0002,0.0124,6.459,7.567,0.617,60.29,2.0
21,0.0001,0.0124,6.612,7.333,0.638,60.27,2.0
22,0.0,0.0124,6.745,7.125,0.722,60.25,2.0
23,-0.0001,0.0124,6.886,6.857,0.877,60.22,2.0
24,0.0013,0.0144,2.107,1.458,0.852,60.22,2.0
25,0.0028,0.0225,1.835,1.172,0.737,60.2,2.0
26,0.0043,0.0333,1.935,1.198,0.748,60.19,2.0
27,0.0058,0.0451,2.038,1.253,0.783,60.2,2.0
28,0.0073,0.0573,2.088,1.289,0.799,60.2,2.0
29,0.0088,0.0697,2.097,1.298,0.801,60.21,2.0
30,0.0102,0.0821,2.097,1.299,0.8,60.22,2.0
31,0.0116,0.0945,2.088,1.294,0.795,60.23,2.0
32,0.0133,0.1036,2.779,1.775,1.058,60.27,2.0
33,0.0151,0.1071,2.433,1.692,0.732,60.31,2.0
34,0.0167,0.1083,2.182,1.541,0.639,60.33,2.0
35,0.0182,0.1087,2.078,1.471,0.613,60.35,2.0
36,0.0196,0.1088,2.038,1.437,0.605,60.35,2.0
37,0.0209,0.1088,2.023,1.41,0.615,60.36,2.0
38,0.0222,0.1087,2.012,1.393,0.62,60.37,2.0
39,0.0234,0.1087,2.003,1.386,0.619,60.37,2.0
40,0.0245,0.1086,2.0,1.373,0.628,60.38,2.0
41,0.0257,0.1086,1.989,1.369,0.623,60.39,2.0
42,0.0267,0.1085,1.987,1.349,0.64,60.39,2.0
43,0.0278,0.1085,1.986,1.332,0.656,60.4,2.0
44,0.0287,0.1084,1.982,1.313,0.67,60.4,2.0
45,0.0296,0.1084,1.978,1.296,0.682,60.41,2.0
46,0.0305,0.1083,1.973,1.281,0.693,60.41,2.0
47,0.0313,0.1083,1.966,1.283,0.684,60.42,2.0
48,0.0322,0.1082,1.958,1.284,0.676,60.42,2.0
49,0.033,0.1082,1.953,1.28,0.675,60.43,2.0
50,0.0337,0.1081,1.947,1.276,0.673,60.43,2.0
51,0.0345,0.1081,1.941,1.279,0.664,60.44,2.0
52,0.0352,0.1081,1.935,1.277,0.661,60.44,2.0
53,0.036,0.108,1.93,1.274,0.659,60.44,2.0
54,0.0367,0.108,1.924,1.274,0.653,60.45,2.0
55,0.0374,0.1079,1.92,1.271,0.652,60.45,2.0
56,0.038,0.1079,1.911,1.273,0.641,60.46,2.0
57,0.0387,0.1079,1.913,1.267,0.649,60.46,2.0
58,0.049,0.108,8.484,3.228,6.748,59.71,2.0
59,0.0595,0.1081,9.124,3.448,7.542,59.07,2.0
60,0.07,0.1081,9.068,3.166,7.688,58.54,2.0
61,0.0812,0.1082,8.641,3.249,7.334,58.12,2.0
62,0.0929,0.1083,8.473,3.178,7.272,57.75,2.0
63,0.1049,0.1084,8.521,3.19,7.372,57.43,2.0
64,0.1171,0.1086,8.581,3.212,7.452,57.16,2.0
65,0.1296,0.1087,8.614,3.231,7.507,56.95,2.0
66,0.1424,0.1089,8.623,3.212,7.355,56.77,2.0
67,0.1554,0.1091,8.495,3.161,7.093,56.59,2.0
68,0.1688,0.1093,8.35,3.116,6.808,56.39,2.0
69,0.1824,0.1096,8.177,3.071,6.5,56.18,2.0
70,0.1963,0.1099,7.989,3.03,6.178,55.97,2.0
71,0.2103,0.1102,7.79,2.983,5.848,55.75,2.0
72,0.2245,0.1106,7.567,2.937,5.507,55.53,2.0
73,0.2387,0.111,7.293,2.865,5.147,55.3,2.0
74,0.2529,0.1114,7.065,2.82,4.815,55.08,2.0
75,0.267,0.1118,6.851,2.783,4.501,54.86,2.0
76,0.2808,0.1123,6.639,2.747,4.202,54.65,2.0
77,0.2944,0.1128,6.444,2.722,3.93,54.45,2.0
78,0.3076,0.1133,7.431,3.689,4.12,54.25,2.0
79,0.3205,0.1137,8.243,4.474,4.236,54.02,2.0
80,0.3333,0.1142,8.137,4.466,4.057,53.75,2.0
81,0.3458,0.1147,8.003,4.435,3.888,53.44,2.0
82,0.358,0.1152,8.697,4.146,5.174,53.1,2.0
83,0.3714,0.1156,8.8,4.178,5.086,52.74,2.0
84,0.3846,0.1161,8.567,4.1,4.817,52.33,2.0
85,0.3975,0.1166,8.399,4.049,4.605,51.89,2.0
86,0.41,0.1171,8.268,4.008,4.434,51.41,2.0
87,0.4221,0.1176,8.247,4.003,4.357,50.89,2.0
88,0.4338,0.1181,8.238,4.001,4.3,50.35,2.0
89,0.445,0.1186,8.238,4.004,4.264,49.77,2.0
90,0.4557,0.1191,8.219,4.001,4.223,49.17,2.0
91,0.466,0.1196,8.22,4.004,4.202,48.55,2.0
92,0.4757,0.1201,8.217,4.005,4.183,47.91,2.0
93,0.485,0.1207,8.219,4.006,4.17,47.24,2.0
94,0.4928,0.1211,7.977,4.134,4.44,46.62,2.0
95,0.5001,0.1212,5.11,0.0,4.589,45.91,2.0
96,0.506,0.1208,6.71,4.673,3.423,45.07,2.0
97,0.5132,0.1205,7.241,4.18,5.263,44.22,2.0
98,0.5214,0.1201,4.425,0.0,3.924,43.38,2.0
99,0.5294,0.1198,5.057,0.0,4.599,42.52,2.0
100,0.5379,0.1196,7.084,4.39,4.686,41.64,2.0
101,0.5473,0.1193,6.712,4.347,4.655,40.77,2.0
102,0.5575,0.119,5.32,0.0,4.819,39.91,2.0
