scene_key,candidate_id,scene_xml,selected_foundational_pose,feasible,feasibility_max_mean_tip_distance,feasibility_min_contacts,feasible_pose_count,foundational_pose_count,score,cube_lift,cube_tip_contacts,mean_tip_distance,cube_vel_norm,thumb_x,thumb_y,thumb_len,index_x,index_y,index_len,middle_x,middle_y,middle_len,chosen_ctrl_json
cube,0,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_smoke2/cube/generated_mjcf/scene_cube_tp0d0000p0d0200p0d0000_ip0d0100n0d0123p0d0000_mp0d0100p0d0153p0d0000.xml,phase1_generated_scene,True,0.012,2.0,2.0,2.0,3.420744010616641,0.06419757608917984,3.0,0.009298558239746813,0.05049357350106538,0.0,0.02,0.0,0.01,-0.0123,0.0,0.01,0.0153,0.0,"[-0.08337202103895916, 1.8605319144286032, -0.7166528214956971, -0.20232549634829014, 1.3752276270028914, 1.0099071845942287, -0.027513999795058437, 1.4670317022980226, 0.9865984519932638]"
cube,1,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_smoke2/cube/generated_mjcf/scene_cube_tp0d0033p0d0145p0d0000_in0d0016n0d0048p0d0099_mp0d0126p0d0208p0d0010.xml,sanity_phase1,True,0.012,2.0,2.0,2.0,2.941224199799632,0.050544507117049255,3.0,0.00897957220613622,0.06582936589879947,0.0032870804957149027,0.014474881130332889,0.0,-0.001603336747315302,-0.004781514259193461,0.009906133854665322,0.012559258618412316,0.02080791746361596,0.0010469997951701483,"[-0.04001940470092851, 1.927054644440314, -1.1594855537432496, -0.34162688701139093, 1.2769689729243838, 1.204786572892837, -0.06035565691833135, 1.4686096214874043, 1.0077210834958208]"
cube,2,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_smoke2/cube/generated_mjcf/scene_cube_tp0d0104p0d0276p0d0000_ip0d0186n0d0235p0d0055_mp0d0022p0d0240p0d0010.xml,phase1_generated_scene,False,0.012,2.0,0.0,2.0,0.9115472820014641,0.04621106287886226,2.0,0.014979283791065197,9.839209007843897,0.010441738170906437,0.02758048529891677,0.0,0.018577702638101663,-0.023493946192668855,0.005511730714318659,0.002215734894461416,0.024016294136397276,0.0009950692859782007,"[-0.08337202103895916, 1.8605319144286032, -0.7166528214956971, -0.20232549634829014, 1.3752276270028914, 1.0099071845942287, -0.027513999795058437, 1.4670317022980226, 0.9865984519932638]"
cube,3,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_smoke2/cube/generated_mjcf/scene_cube_tn0d0048p0d0181p0d0000_ip0d0010n0d0082p0d0035_mp0d0128p0d0125p0d0119.xml,sanity_phase1,True,0.012,2.0,2.0,2.0,2.9144288606078073,0.04976565906723785,3.0,0.00925279494623073,0.059090779020377994,-0.004806914627102765,0.018144493308743802,0.0,0.0009827986359895336,-0.008205014047352873,0.003532548277782002,0.012769242675550093,0.012508261302285202,0.011933038458941066,"[-0.04001940470092851, 1.927054644440314, -1.1594855537432496, -0.34162688701139093, 1.2769689729243838, 1.204786572892837, -0.06035565691833135, 1.4686096214874043, 1.0077210834958208]"
cube,4,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_smoke2/cube/generated_mjcf/scene_cube_tp0d0115p0d0245p0d0036_ip0d0145n0d0150p0d0000_mp0d0153p0d0159p0d0000.xml,sanity_phase1,True,0.012,2.0,2.0,2.0,2.8822661279200728,0.049051938896539166,3.0,0.009064060935480574,0.10949074391891155,0.011540048130629522,0.024453007627536674,0.0036110226304275905,0.014522721533702562,-0.014965885824501509,0.0,0.01531572016465796,0.01590850373941742,0.0,"[-0.04001940470092851, 1.927054644440314, -1.1594855537432496, -0.34162688701139093, 1.2769689729243838, 1.204786572892837, -0.06035565691833135, 1.4686096214874043, 1.0077210834958208]"
cube,5,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_smoke2/cube/generated_mjcf/scene_cube_tn0d0003p0d0293p0d0104_ip0d0066n0d0106p0d0000_mp0d0123p0d0114p0d0000.xml,sanity_phase1,True,0.012,2.0,2.0,2.0,2.9851674227104903,0.05211032602359679,3.0,0.009377759773940767,0.1329231237834416,-0.00033995138803706235,0.02934770802437601,0.010417044382949991,0.006587084721017685,-0.010583284062485737,0.0,0.012263200724792723,0.011409869412171198,0.0,"[-0.04001940470092851, 1.927054644440314, -1.1594855537432496, -0.34162688701139093, 1.2769689729243838, 1.204786572892837, -0.06035565691833135, 1.4686096214874043, 1.0077210834958208]"
cube,6,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_smoke2/cube/generated_mjcf/scene_cube_tp0d0094p0d0135p0d0030_ip0d0000n0d0043p0d0069_mp0d0037p0d0243p0d0000.xml,sanity_phase1,True,0.012,2.0,2.0,2.0,2.977957548805158,0.05158782929566118,3.0,0.008584719632300649,0.06964691518921215,0.009366584448115015,0.013451782244801112,0.002956491472465019,1.6368245977236087e-05,-0.004316540456318454,0.0068903593797284,0.003744866631830852,0.02433562153945689,0.0,"[-0.04001940470092851, 1.927054644440314, -1.1594855537432496, -0.34162688701139093, 1.2769689729243838, 1.204786572892837, -0.06035565691833135, 1.4686096214874043, 1.0077210834958208]"
cube,7,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_smoke2/cube/generated_mjcf/scene_cube_tn0d0039p0d0116p0d0000_ip0d0171n0d0188p0d0000_mp0d0077p0d0081p0d0000.xml,phase1_generated_scene,False,0.012,2.0,0.0,2.0,1.0002475935968376,0.018075065162234585,1.0,0.01618984354068496,1.8752696511369688e-14,-0.003933190546904152,0.011606707205476137,0.0,0.017111782486895065,-0.01876458698415006,0.0,0.007709244155716676,0.008064313068222126,0.0,"[-0.08337202103895916, 1.8605319144286032, -0.7166528214956971, -0.20232549634829014, 1.3752276270028914, 1.0099071845942287, -0.027513999795058437, 1.4670317022980226, 0.9865984519932638]"
cube,8,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_smoke2/cube/generated_mjcf/scene_cube_tp0d0019p0d0152p0d0041_ip0d0028n0d0017p0d0000_mp0d0005p0d0184p0d0103.xml,sanity_phase1,True,0.012,2.0,2.0,2.0,2.8685237387859917,0.048542553180674415,3.0,0.008915370065704902,0.08423254937468683,0.0019279772636844154,0.015168707187654142,0.004127877070952624,0.002788370655237119,-0.0016892853478440526,0.0,0.0005318867096855088,0.018398595636953022,0.010251709273628819,"[-0.04001940470092851, 1.927054644440314, -1.1594855537432496, -0.34162688701139093, 1.2769689729243838, 1.204786572892837, -0.06035565691833135, 1.4686096214874043, 1.0077210834958208]"
cube,9,/home/humanoid/Programs/hand/results/phase1/run_20260413_pollard_multiscene_smoke2/cube/generated_mjcf/scene_cube_tn0d0014p0d0300p0d0000_ip0d0082n0d0094p0d0119_mp0d0208p0d0143p0d0062.xml,sanity_phase1,True,0.012,2.0,2.0,2.0,3.1259407008731253,0.05631970219142382,3.0,0.009631267908145833,0.17324226673611384,-0.0014309482868211845,0.03,0.0,0.008205486996377813,-0.009414877151630932,0.011882316125647777,0.02077464819850637,0.014341083343418305,0.006185492287398994,"[-0.04001940470092851, 1.927054644440314, -1.1594855537432496, -0.34162688701139093, 1.2769689729243838, 1.204786572892837, -0.06035565691833135, 1.4686096214874043, 1.0077210834958208]"
