step,cos,z,f_thumb,f_index,f_middle
0,-0.0,0.0125,0.0,0.0,0.0
1,-0.0,0.0125,0.0,0.0,0.0
2,-0.0,0.0125,0.0,0.0,0.0
3,-0.0001,0.0125,0.859,0.525,0.0
4,0.0,0.0125,1.123,0.0,0.991
5,-0.0001,0.0125,1.627,0.793,0.805
6,-0.0,0.0125,1.551,0.818,0.819
7,-0.0,0.0125,1.528,1.009,0.862
8,-0.0,0.0125,1.514,1.06,0.875
9,-0.0,0.0125,1.485,1.086,0.895
10,-0.0,0.0125,1.467,1.114,0.913
11,0.0,0.0125,1.448,1.137,0.931
12,0.0,0.0125,1.432,1.16,0.948
13,0.0,0.0125,1.417,1.181,0.962
14,0.0,0.0125,1.405,1.195,0.979
15,0.0,0.0125,1.393,1.208,0.995
16,0.0,0.0125,1.383,1.219,1.012
17,0.0,0.0125,1.372,1.227,1.028
18,0.0,0.0125,1.363,1.237,1.042
19,-0.0,0.0125,1.355,1.243,1.056
20,-0.0,0.0125,1.349,1.25,1.069
21,-0.0,0.0125,1.342,1.255,1.083
22,-0.0,0.0125,1.337,1.26,1.094
23,-0.0,0.0125,1.332,1.265,1.105
24,0.0004,0.0162,0.548,0.0,0.303
25,0.0017,0.0254,1.297,0.671,0.725
26,0.0015,0.0367,1.335,0.562,0.766
27,0.0013,0.0488,1.391,0.586,0.796
28,0.0011,0.0611,1.45,0.618,0.824
29,0.0008,0.0735,1.48,0.633,0.841
30,0.0006,0.086,1.494,0.639,0.848
31,0.0004,0.0985,1.499,0.642,0.85
32,-0.0001,0.107,2.402,0.989,1.432
33,-0.0007,0.1102,2.194,0.96,1.233
34,-0.0011,0.1114,1.842,0.824,1.018
35,-0.0012,0.1118,1.674,0.817,0.866
36,-0.0013,0.1119,1.6,0.805,0.806
37,-0.0013,0.112,1.57,0.807,0.775
38,-0.0013,0.112,1.559,0.806,0.765
39,-0.0013,0.112,1.556,0.801,0.767
40,-0.0013,0.112,1.554,0.801,0.764
41,-0.0013,0.112,1.553,0.803,0.759
42,-0.0013,0.112,1.551,0.806,0.756
43,-0.0013,0.112,1.55,0.808,0.753
44,-0.0013,0.112,1.55,0.811,0.75
45,-0.0012,0.112,1.55,0.813,0.747
46,-0.0012,0.112,1.55,0.81,0.75
47,-0.0012,0.112,1.55,0.811,0.749
48,-0.0007,0.112,1.683,0.858,0.831
49,-0.0007,0.112,1.59,0.84,0.76
50,-0.0001,0.112,1.705,0.859,0.851
51,-0.0002,0.112,1.629,0.868,0.77
52,0.0005,0.112,1.692,0.846,0.863
53,0.0003,0.112,1.641,0.89,0.76
54,0.001,0.1119,1.699,0.854,0.861
55,0.0009,0.1119,1.644,0.859,0.791
56,0.0015,0.1119,1.73,0.889,0.842
57,0.0014,0.1119,1.624,0.855,0.775
58,0.0114,0.1119,5.017,3.409,2.85
59,0.0237,0.1119,7.409,4.623,4.31
60,0.0342,0.1119,7.03,2.974,4.277
61,0.0429,0.1119,7.607,3.288,4.51
62,0.0516,0.112,7.635,3.372,4.495
63,0.0603,0.1121,7.636,3.436,4.485
64,0.0691,0.1122,7.634,3.5,4.48
65,0.0779,0.1123,7.633,3.562,4.48
66,0.087,0.1125,7.705,3.583,4.245
67,0.0963,0.1126,8.243,4.009,4.452
68,0.1074,0.1128,8.289,5.085,3.643
69,0.118,0.1129,7.978,4.36,3.645
70,0.1276,0.1131,7.76,3.781,4.24
71,0.1396,0.1133,8.32,5.449,3.27
72,0.1548,0.1135,7.876,5.716,2.83
73,0.1722,0.1136,6.814,4.96,2.254
74,0.1895,0.1138,6.755,4.901,2.084
75,0.2069,0.1141,6.768,4.802,2.045
76,0.2241,0.1143,6.76,4.692,2.071
77,0.2388,0.1146,8.191,5.834,2.376
78,0.2537,0.1149,8.123,5.652,2.47
79,0.2703,0.1151,0.948,0.0,0.909
80,0.2845,0.1153,6.914,4.691,2.217
81,0.2986,0.1156,6.823,4.656,2.157
82,0.3114,0.1158,7.654,5.338,2.304
83,0.3232,0.116,9.682,6.879,2.788
84,0.3372,0.1162,5.827,3.713,2.576
85,0.3508,0.1164,8.181,4.396,3.751
86,0.3612,0.1166,6.452,4.664,1.794
87,0.3733,0.1169,8.519,5.239,3.261
88,0.3864,0.1171,9.472,5.239,4.416
89,0.3994,0.1173,8.959,4.974,3.936
90,0.4118,0.1175,8.703,4.866,3.788
91,0.4239,0.1178,8.728,4.901,3.778
92,0.4356,0.1181,8.722,4.923,3.754
93,0.4468,0.1183,8.723,4.941,3.737
94,0.454,0.1186,7.747,5.176,5.203
95,0.4642,0.1188,8.611,4.955,3.613
96,0.4741,0.1191,8.675,4.988,3.652
97,0.4812,0.1194,8.263,4.982,5.587
98,0.4889,0.1195,8.818,4.988,6.367
99,0.4967,0.1196,8.584,4.99,6.155
100,0.5061,0.1197,7.62,4.903,4.522
101,0.5157,0.1196,7.003,5.13,2.44
102,0.5249,0.1197,6.855,4.963,3.089
103,0.5323,0.1199,6.294,0.0,5.707
104,0.5418,0.12,8.306,4.517,6.505
105,0.55,0.1202,8.312,4.572,6.44
106,0.5581,0.1203,8.04,4.709,5.994
107,0.5651,0.1205,7.605,4.733,6.063
108,0.5731,0.1206,7.479,4.835,5.781
109,0.5765,0.1206,9.419,3.243,6.68
110,0.5756,0.1205,6.322,4.573,3.181
111,0.5748,0.1205,5.238,3.411,3.028
112,0.5765,0.1204,6.414,5.21,3.246
113,0.5845,0.1205,9.692,4.984,7.306
114,0.5904,0.1208,8.872,6.149,5.979
115,0.5965,0.121,7.332,5.396,4.754
116,0.6039,0.1212,8.138,5.828,5.328
117,0.6118,0.1214,4.862,4.688,0.0
118,0.6212,0.1215,8.612,4.384,7.235
119,0.6293,0.1217,6.985,0.0,6.499
120,0.6362,0.1218,6.939,5.391,3.85
121,0.6399,0.1217,11.098,3.797,7.742
122,0.6394,0.1217,4.78,1.897,2.84
123,0.6387,0.1216,7.216,5.541,2.986
124,0.6383,0.1216,4.839,2.127,2.825
125,0.649,0.1217,7.563,5.575,5.303
126,0.6602,0.1219,8.38,5.705,6.566
127,0.6669,0.1222,7.722,5.955,4.566
128,0.6773,0.1223,8.564,6.255,5.242
129,0.689,0.1225,8.975,6.448,5.547
130,0.7003,0.1225,7.643,6.642,2.992
131,0.7148,0.1228,8.226,5.297,6.202
132,0.7237,0.123,7.542,5.404,4.695
133,0.7324,0.1231,7.593,6.59,3.427
134,0.7378,0.1232,7.887,4.449,5.47
135,0.7399,0.1232,4.478,1.552,2.746
136,0.7417,0.1232,6.927,5.11,3.057
137,0.7437,0.1232,4.906,2.427,2.732
138,0.7452,0.1233,5.831,4.041,2.678
139,0.7472,0.1233,4.577,1.424,2.97
140,0.7489,0.1235,4.59,1.332,3.079
141,0.7503,0.1236,4.583,1.197,3.205
142,0.7531,0.1238,6.921,3.964,3.975
143,0.7551,0.1239,4.831,1.356,3.301
144,0.7567,0.1241,4.73,1.35,3.26
145,0.7576,0.1243,3.165,0.0,2.61
146,0.76,0.1245,5.507,2.905,3.173
147,0.7616,0.1247,4.781,1.144,3.454
148,0.7625,0.1249,5.444,2.349,2.969
149,0.7626,0.1251,4.705,2.543,2.552
