step,cos,z,f_thumb,f_index,f_middle
0,-0.0005,0.0124,9.39,5.661,3.44
1,-0.0002,0.0124,4.52,3.68,1.889
2,-0.0001,0.0124,4.78,4.238,1.83
3,0.0,0.0124,5.359,5.135,1.879
4,0.0001,0.0124,5.96,6.088,1.903
5,0.0002,0.0124,6.483,6.892,1.937
6,0.0002,0.0124,6.865,7.575,1.968
7,0.0002,0.0124,7.098,8.128,1.982
8,0.0003,0.0124,7.268,8.646,1.942
9,0.0003,0.0124,7.389,9.112,1.911
10,0.0003,0.0124,7.5,9.547,1.889
11,0.0003,0.0124,7.602,9.951,1.875
12,0.0003,0.0124,7.695,10.341,1.864
13,0.0003,0.0124,7.775,10.711,1.857
14,0.0004,0.0124,7.846,11.07,1.848
15,0.0004,0.0124,7.921,11.398,1.835
16,0.0004,0.0124,7.974,11.73,1.831
17,0.0004,0.0124,8.003,12.025,1.837
18,0.0005,0.0124,8.048,12.366,1.802
19,0.0005,0.0124,8.078,12.658,1.773
20,0.0005,0.0124,8.101,12.929,1.764
21,0.0005,0.0124,8.102,13.135,1.773
22,0.0005,0.0124,8.104,13.365,1.78
23,0.0006,0.0124,8.104,13.529,1.804
24,0.0016,0.0145,3.88,2.493,1.331
25,0.0016,0.0225,3.38,2.278,1.093
26,0.0018,0.0333,3.07,2.178,0.909
27,0.0025,0.0451,2.889,2.096,0.818
28,0.0034,0.0572,2.791,2.042,0.776
29,0.0043,0.0696,2.738,2.008,0.758
30,0.0052,0.0819,2.704,1.983,0.749
31,0.0061,0.0943,2.679,1.962,0.744
32,0.009,0.1028,2.792,2.186,0.66
33,0.0098,0.106,2.422,1.745,0.714
34,0.0098,0.1071,2.469,1.75,0.747
35,0.0106,0.1074,2.504,1.756,0.769
36,0.0113,0.1075,2.532,1.763,0.789
37,0.012,0.1075,2.541,1.762,0.797
38,0.0126,0.1074,2.537,1.755,0.799
39,0.0132,0.1073,2.528,1.745,0.799
40,0.0138,0.1072,2.516,1.735,0.797
41,0.0144,0.1072,2.504,1.724,0.795
42,0.0149,0.1071,2.492,1.714,0.793
43,0.0155,0.107,2.481,1.704,0.791
44,0.016,0.1069,2.469,1.694,0.79
45,0.0165,0.1069,2.457,1.685,0.787
46,0.017,0.1068,2.447,1.674,0.787
47,0.0175,0.1068,2.437,1.665,0.785
48,0.0179,0.1067,2.427,1.657,0.784
49,0.0184,0.1066,2.417,1.649,0.782
50,0.0188,0.1066,2.409,1.64,0.781
51,0.0192,0.1065,2.4,1.633,0.78
52,0.0196,0.1065,2.392,1.626,0.779
53,0.02,0.1064,2.384,1.618,0.777
54,0.0204,0.1063,2.376,1.611,0.776
55,0.0208,0.1063,2.369,1.605,0.775
56,0.0211,0.1062,2.361,1.599,0.774
57,0.0215,0.1062,2.354,1.593,0.773
58,0.0111,0.1059,0.519,0.0,0.0
59,0.0006,0.1054,5.197,4.344,2.91
60,-0.0025,0.1055,9.602,7.705,4.69
61,0.0178,0.1059,5.797,3.066,3.012
62,0.0378,0.1063,5.755,2.874,2.921
63,0.0574,0.1066,5.667,2.825,2.808
64,0.0765,0.107,5.595,2.879,2.738
65,0.0933,0.1074,1.198,0.949,0.0
66,0.1105,0.1077,5.864,3.326,2.899
67,0.1265,0.1081,5.809,3.166,3.006
68,0.1475,0.1086,6.946,3.083,4.511
69,0.172,0.1092,6.57,2.689,4.326
70,0.1979,0.1097,6.512,2.983,4.278
71,0.2239,0.1103,6.497,3.721,4.338
72,0.2498,0.1109,6.466,3.814,4.067
73,0.2756,0.1115,6.265,3.671,3.857
74,0.3009,0.1121,5.94,3.369,3.775
75,0.3255,0.1127,5.552,2.481,4.343
76,0.3501,0.1134,5.414,3.032,3.444
77,0.3735,0.1137,7.525,0.09,7.424
78,0.3968,0.1143,5.239,1.97,4.17
79,0.4195,0.1147,7.024,0.268,6.65
80,0.4424,0.115,6.574,0.405,6.055
81,0.4642,0.1155,5.108,1.173,4.036
82,0.486,0.1159,5.758,0.0,5.565
83,0.5064,0.1164,4.81,1.356,3.389
84,0.5266,0.1168,5.129,1.118,3.927
85,0.5461,0.1171,4.713,1.232,3.42
86,0.5646,0.1175,4.498,1.396,3.079
87,0.582,0.1179,4.209,1.475,2.783
88,0.5984,0.1183,4.011,1.568,2.581
89,0.6136,0.1187,3.866,1.641,2.462
90,0.6269,0.1191,3.987,1.859,2.48
91,0.6397,0.1196,3.758,1.725,2.378
92,0.6513,0.12,3.675,1.728,2.325
93,0.6617,0.1204,3.639,1.754,2.301
94,0.6696,0.121,7.265,4.55,2.815
95,0.6768,0.1214,8.582,5.788,2.836
96,0.6858,0.1216,8.559,5.528,3.083
97,0.6928,0.1219,8.155,5.515,2.684
98,0.7005,0.1223,8.949,5.994,2.994
99,0.7074,0.1229,8.749,5.918,2.884
100,0.7108,0.1233,7.872,4.276,3.565
101,0.7133,0.1234,8.126,3.34,4.68
102,0.714,0.1236,8.963,4.235,5.071
103,0.7167,0.1236,8.953,3.928,5.313
104,0.7185,0.1237,8.683,3.722,5.223
105,0.7201,0.1238,8.661,3.682,5.231
106,0.7217,0.124,8.637,3.634,5.238
107,0.7232,0.1241,8.61,3.592,5.246
108,0.7246,0.1242,8.589,3.557,5.257
109,0.7259,0.1244,8.566,3.515,5.266
110,0.727,0.1245,8.547,3.479,5.278
111,0.7281,0.1246,8.544,3.454,5.291
112,0.7291,0.1248,8.539,3.429,5.307
113,0.7303,0.125,8.298,3.115,5.148
114,0.733,0.125,7.647,3.455,4.954
115,0.7369,0.1253,6.698,4.006,4.715
116,0.7382,0.1256,8.038,2.858,5.101
117,0.7403,0.1258,7.551,2.939,5.02
118,0.7426,0.1259,7.768,3.48,4.985
119,0.7457,0.1259,7.384,4.314,5.157
120,0.7502,0.1258,7.503,4.938,4.696
121,0.7546,0.126,5.905,0.0,5.554
122,0.7573,0.1264,6.903,3.562,5.261
123,0.7607,0.1263,7.582,4.749,5.101
124,0.7628,0.1265,7.367,3.169,5.237
125,0.7663,0.1267,7.004,3.755,5.443
126,0.7684,0.1266,7.927,4.086,4.962
127,0.7716,0.1268,6.607,3.709,5.324
128,0.7743,0.1271,7.197,3.858,5.377
129,0.7777,0.1271,7.489,4.559,5.273
130,0.7819,0.1273,6.083,0.0,5.745
131,0.7852,0.1272,7.569,4.81,5.11
132,0.789,0.1275,7.013,3.882,5.383
133,0.791,0.1274,7.688,4.443,5.077
134,0.7958,0.1277,7.117,4.023,5.409
135,0.7967,0.1275,9.209,3.997,5.148
136,0.8013,0.1277,7.071,4.149,5.286
137,0.8055,0.1276,7.837,5.391,4.854
138,0.8093,0.1275,6.147,0.0,5.825
139,0.8121,0.1275,7.581,4.846,5.213
140,0.8141,0.1277,7.382,3.667,5.481
141,0.8186,0.1279,7.13,4.192,5.349
142,0.8222,0.1279,7.674,5.212,4.986
143,0.8261,0.128,7.672,5.036,5.237
144,0.8287,0.1278,9.035,6.912,4.736
145,0.8327,0.128,7.846,5.356,5.208
146,0.8349,0.1281,8.013,5.518,5.23
147,0.8385,0.1284,7.615,4.952,5.405
148,0.8414,0.1282,8.948,7.002,4.686
149,0.8447,0.1283,8.096,5.607,5.363
150,0.8463,0.1283,9.096,6.338,4.788
151,0.85,0.1283,8.485,6.28,5.109
152,0.8536,0.1284,8.084,5.798,5.161
153,0.8551,0.1283,9.458,6.737,4.931
154,0.859,0.1285,7.882,4.487,6.337
155,0.8597,0.1283,9.402,5.285,4.976
156,0.8635,0.1283,8.147,5.283,6.008
157,0.867,0.1283,8.536,6.108,5.607
158,0.8699,0.1281,9.086,7.108,5.182
159,0.8733,0.128,6.989,0.0,6.734
160,0.8769,0.128,8.17,5.482,5.853
161,0.8798,0.1282,7.679,4.224,6.319
162,0.8812,0.1284,8.54,3.353,5.951
163,0.8839,0.1284,8.419,6.165,5.648
164,0.8855,0.1286,7.839,4.344,6.331
165,0.8879,0.1285,8.238,5.767,4.158
166,0.8879,0.1285,7.628,3.207,4.407
167,0.8877,0.1283,9.165,6.08,3.893
168,0.8879,0.1283,7.937,3.5,4.56
169,0.8878,0.1281,8.525,5.199,4.125
170,0.888,0.1281,7.611,3.2,4.432
171,0.8879,0.128,8.8,5.361,3.898
172,0.8887,0.128,9.045,6.47,5.804
173,0.8907,0.1282,7.173,2.349,4.878
174,0.8914,0.1284,8.554,2.973,5.806
175,0.8936,0.1282,9.146,7.699,4.765
176,0.8954,0.1284,7.346,2.718,4.881
177,0.8954,0.1285,7.051,2.86,4.434
178,0.8952,0.1283,8.464,4.953,3.755
179,0.8961,0.1284,8.144,5.19,6.067
180,0.8969,0.1282,8.639,5.246,3.7
181,0.897,0.1282,7.971,3.831,4.235
182,0.897,0.1282,8.022,3.787,4.3
183,0.8981,0.1283,8.209,5.23,5.966
184,0.9001,0.1284,7.384,2.71,4.693
185,0.9001,0.1285,7.299,2.757,4.583
186,0.9,0.1284,9.231,6.176,3.657
187,0.9002,0.1283,7.963,3.836,4.296
188,0.9003,0.1284,7.474,2.868,4.54
189,0.9001,0.1282,9.151,5.807,3.706
190,0.9012,0.1282,9.371,7.032,5.35
191,0.9029,0.1284,7.045,2.86,4.48
192,0.9026,0.1284,7.634,3.503,4.061
193,0.9025,0.1282,8.701,5.164,3.833
194,0.9026,0.1282,8.346,4.496,4.051
195,0.9026,0.1279,9.713,7.398,4.339
196,0.9034,0.1281,7.296,2.258,4.914
197,0.9032,0.128,9.043,5.603,3.647
198,0.9035,0.128,7.705,2.914,4.964
199,0.9039,0.1281,7.488,3.236,4.358
200,0.9042,0.1279,9.732,7.311,4.239
201,0.9055,0.1281,7.664,3.094,5.227
202,0.9054,0.1279,8.25,4.43,3.789
203,0.9055,0.1279,7.681,3.363,4.311
204,0.9059,0.128,8.173,5.399,5.903
205,0.9067,0.1281,7.465,3.119,4.274
206,0.9071,0.1279,9.251,6.238,4.595
207,0.9086,0.128,8.443,5.163,5.686
208,0.9118,0.1282,7.759,3.958,6.576
209,0.912,0.1281,8.869,5.604,3.471
210,0.9122,0.1281,7.82,3.473,4.588
211,0.9123,0.1282,7.657,3.291,4.451
212,0.9128,0.1281,8.587,6.089,5.188
213,0.9141,0.1282,7.679,3.381,4.604
214,0.9142,0.1282,7.873,4.065,4.249
215,0.9145,0.1281,8.322,5.408,6.152
216,0.9158,0.1284,7.85,4.371,5.881
217,0.9165,0.1282,9.673,6.177,4.161
218,0.9203,0.1284,7.899,4.279,6.543
219,0.9205,0.1284,8.254,4.94,3.575
220,0.9209,0.1281,10.526,8.245,3.881
221,0.9224,0.1282,7.399,2.77,4.548
222,0.9226,0.128,9.263,6.663,4.207
223,0.9242,0.1283,7.67,3.032,5.792
224,0.9251,0.1283,7.907,4.744,5.359
225,0.9271,0.1285,7.187,2.121,4.983
226,0.9268,0.1283,9.309,6.32,3.284
227,0.9274,0.1282,10.283,6.514,4.354
228,0.9311,0.1284,7.288,0.0,7.087
229,0.9315,0.1283,9.219,5.593,4.19
230,0.934,0.1286,7.698,5.354,5.332
231,0.935,0.1287,8.605,6.714,5.179
232,0.9354,0.1285,9.589,6.725,3.126
233,0.9362,0.1286,8.964,6.863,5.577
234,0.937,0.1288,7.41,2.578,4.725
235,0.9368,0.1286,8.921,5.666,3.342
236,0.9377,0.1288,8.088,5.004,6.208
237,0.9383,0.129,7.554,2.982,5.137
238,0.9384,0.1291,7.761,3.888,4.467
239,0.9384,0.1289,9.638,6.856,3.073
240,0.939,0.1289,9.163,7.385,5.18
241,0.9396,0.1288,8.578,5.158,3.438
242,0.9398,0.1288,8.291,4.469,3.87
243,0.9402,0.1286,9.574,7.274,3.853
244,0.9423,0.1289,8.569,5.92,6.072
245,0.9431,0.1289,7.98,4.414,3.545
246,0.9431,0.1288,9.356,6.644,3.963
247,0.9433,0.1287,8.568,5.003,3.578
248,0.9434,0.1285,9.43,6.074,3.384
249,0.9438,0.1283,10.781,8.094,3.413
