step,cos,z,f_thumb,f_index,f_middle
0,-0.0016,0.0124,11.395,3.158,9.813
1,-0.0009,0.0124,3.821,2.102,2.991
2,-0.0003,0.0124,3.932,3.721,1.612
3,0.0001,0.0124,4.303,5.185,0.933
4,0.0005,0.0124,4.706,6.445,0.816
5,0.0006,0.0124,5.103,7.011,0.828
6,0.0005,0.0124,5.332,7.397,0.756
7,0.0005,0.0124,5.552,7.808,0.823
8,0.0006,0.0124,5.718,8.118,0.823
9,0.0005,0.0124,5.809,8.367,0.721
10,0.0005,0.0124,5.958,8.689,0.746
11,0.0005,0.0124,6.07,8.942,0.75
12,0.0005,0.0124,6.18,9.192,0.74
13,0.0005,0.0124,6.098,9.134,0.0
14,0.0005,0.0124,6.329,9.672,0.707
15,0.0004,0.0124,6.347,9.887,0.671
16,0.0004,0.0124,6.364,10.157,0.693
17,0.0005,0.0124,6.187,10.429,0.687
18,0.0005,0.0124,5.864,10.677,0.681
19,0.0005,0.0124,5.5,10.868,0.67
20,0.0004,0.0124,5.072,11.043,0.679
21,0.0005,0.0124,4.723,11.205,0.772
22,0.0005,0.0124,4.572,11.39,0.737
23,0.0005,0.0124,4.373,11.156,0.58
24,-0.0019,0.0148,1.873,1.56,0.313
25,-0.0051,0.023,1.699,1.435,0.325
26,-0.0032,0.034,1.7,1.422,0.279
27,-0.0012,0.0459,1.815,1.484,0.306
28,0.0007,0.0582,1.894,1.531,0.336
29,0.0026,0.0705,1.923,1.554,0.346
30,0.0045,0.083,1.934,1.552,0.361
31,0.0063,0.0954,1.936,1.542,0.375
32,0.0086,0.1038,2.725,2.248,0.622
33,0.0109,0.107,2.382,2.045,0.331
34,0.0128,0.1081,2.075,1.797,0.258
35,0.0139,0.1085,1.986,1.685,0.273
36,0.0156,0.1086,1.928,1.609,0.311
37,0.0171,0.1086,1.905,1.57,0.325
38,0.0186,0.1086,1.904,1.539,0.352
39,0.02,0.1086,1.911,1.497,0.403
40,0.0213,0.1086,1.91,1.487,0.412
41,0.0226,0.1085,1.919,1.449,0.459
42,0.0238,0.1085,1.92,1.431,0.478
43,0.0249,0.1084,1.921,1.414,0.496
44,0.026,0.1084,1.921,1.397,0.514
45,0.027,0.1084,1.92,1.382,0.528
46,0.028,0.1083,1.918,1.381,0.526
47,0.0289,0.1083,1.918,1.354,0.554
48,0.0298,0.1083,1.918,1.341,0.567
49,0.0307,0.1082,1.912,1.348,0.554
50,0.0316,0.1082,1.91,1.336,0.564
51,0.0324,0.1082,1.907,1.325,0.571
52,0.0332,0.1081,1.908,1.298,0.6
53,0.0339,0.1081,1.902,1.318,0.574
54,0.0346,0.1081,1.904,1.3,0.593
55,0.0353,0.108,1.9,1.292,0.598
56,0.0359,0.108,1.897,1.289,0.598
57,0.0366,0.108,1.895,1.283,0.601
58,0.0531,0.1079,2.699,1.723,1.627
59,0.0672,0.1078,3.05,2.231,1.231
60,0.0821,0.1078,3.504,2.71,1.204
61,0.0985,0.1078,3.876,3.283,1.142
62,0.1156,0.1078,3.823,3.229,0.958
63,0.1326,0.1078,1.855,1.734,0.0
64,0.1498,0.1078,3.92,3.141,0.857
65,0.167,0.1079,3.993,3.276,0.896
66,0.1837,0.108,3.964,3.549,0.869
67,0.2004,0.1082,6.683,5.447,1.511
68,0.2164,0.1084,6.098,4.917,1.241
69,0.2321,0.1087,6.174,4.925,1.262
70,0.2475,0.109,5.322,3.844,2.011
71,0.2613,0.1093,7.599,3.966,4.623
72,0.2756,0.1096,7.153,3.555,4.323
73,0.2886,0.1099,8.001,4.831,3.948
74,0.3019,0.1102,7.894,4.491,4.124
75,0.3154,0.1106,9.433,4.926,5.216
76,0.327,0.1108,8.085,4.645,3.932
77,0.3393,0.1112,8.484,5.071,3.986
78,0.3529,0.1115,8.837,4.823,4.339
79,0.3643,0.1119,7.661,4.543,3.38
80,0.3761,0.1122,7.586,4.537,3.245
81,0.3877,0.1126,7.548,4.534,3.156
82,0.3988,0.1131,7.556,4.554,3.114
83,0.4094,0.1135,7.551,4.569,3.066
84,0.4195,0.1139,7.546,4.581,3.024
85,0.4295,0.1143,8.215,4.498,3.928
86,0.4401,0.1147,8.276,4.55,3.883
87,0.4501,0.1152,8.23,4.556,3.805
88,0.4597,0.1156,8.214,4.569,3.751
89,0.4687,0.116,8.207,4.568,3.713
90,0.4769,0.1165,8.42,5.011,3.617
91,0.4865,0.1168,8.317,4.872,3.439
92,0.4956,0.1169,8.132,5.889,2.324
93,0.4975,0.1167,7.917,4.368,3.944
94,0.4976,0.1164,7.194,4.054,3.637
95,0.4975,0.1161,7.16,4.029,3.652
96,0.4973,0.1158,7.165,5.342,3.362
97,0.5087,0.1155,4.051,3.873,0.0
98,0.515,0.1156,8.445,5.285,6.315
99,0.5257,0.1159,8.393,5.795,2.683
100,0.5308,0.1159,7.553,6.083,2.63
101,0.541,0.1157,3.159,0.0,2.688
102,0.5434,0.1155,6.927,5.468,3.63
103,0.5439,0.1153,6.879,4.023,3.364
104,0.5475,0.1152,8.818,4.001,5.254
105,0.5487,0.1149,7.592,4.513,3.348
106,0.5485,0.1147,7.387,4.406,3.275
107,0.5482,0.1144,7.351,4.381,3.281
108,0.5479,0.1143,7.32,4.354,3.291
109,0.5479,0.1141,7.528,4.058,4.055
110,0.5475,0.1139,7.269,4.299,3.326
111,0.5479,0.1139,6.906,5.636,3.63
112,0.5564,0.1138,7.588,5.776,5.76
113,0.5659,0.1141,7.516,6.151,5.522
114,0.5755,0.1142,8.618,4.745,5.595
115,0.5836,0.1144,7.95,6.31,4.069
116,0.5943,0.1144,2.333,0.0,1.681
117,0.6072,0.1146,8.881,4.828,5.774
118,0.6227,0.115,7.823,4.72,5.579
119,0.6348,0.1153,4.364,3.94,0.0
120,0.6444,0.1156,8.457,4.567,5.513
121,0.6488,0.1156,7.883,4.319,5.049
122,0.6499,0.1155,7.676,4.279,3.811
123,0.651,0.1153,7.544,4.544,3.378
124,0.652,0.1152,7.495,4.497,3.382
125,0.6528,0.1151,7.449,4.452,3.389
126,0.6535,0.1151,7.402,4.406,3.396
127,0.6541,0.115,7.364,4.381,3.389
128,0.6546,0.115,7.328,4.524,3.371
129,0.656,0.115,7.29,5.716,3.607
130,0.6573,0.115,7.285,5.743,3.595
131,0.6644,0.1151,7.927,7.259,2.737
132,0.6747,0.1153,6.688,5.139,3.375
133,0.6895,0.1156,3.845,3.669,0.0
134,0.7041,0.116,3.004,2.831,0.0
135,0.7148,0.1163,5.26,2.875,3.532
136,0.7245,0.1166,7.511,5.75,4.104
