step,cos,z,f_thumb,f_index,f_middle
0,0.0006,0.0124,10.414,48.844,0.0
1,0.0005,0.0124,4.586,5.507,0.0
2,0.0005,0.0124,4.347,4.037,0.0
3,0.0006,0.0124,4.528,4.242,0.0
4,0.0006,0.0124,4.749,4.477,0.0
5,0.0007,0.0124,4.937,4.688,0.0
6,0.0007,0.0124,5.092,4.885,0.0
7,0.0008,0.0124,5.206,5.048,0.0
8,0.0008,0.0124,5.292,5.182,0.0
9,0.0008,0.0124,5.372,5.306,0.0
10,0.001,0.0124,5.718,5.766,0.89
11,0.0012,0.0124,5.785,5.927,0.891
12,0.0012,0.0124,5.833,5.991,0.863
13,0.0012,0.0124,5.873,6.001,0.835
14,0.0012,0.0124,5.919,5.913,0.788
15,0.0012,0.0124,5.935,5.821,0.753
16,0.0012,0.0124,5.961,5.701,0.754
17,0.0012,0.0124,6.011,5.495,0.756
18,0.0011,0.0124,6.059,5.303,0.814
19,0.001,0.0124,6.101,5.141,0.875
20,0.001,0.0124,6.14,4.993,0.934
21,0.0009,0.0124,6.175,4.767,1.029
22,0.0008,0.0124,6.206,4.411,1.218
23,0.0007,0.0124,6.227,4.15,1.395
24,0.0018,0.015,2.035,0.869,0.855
25,0.0026,0.0234,1.805,1.115,0.748
26,0.0034,0.0344,1.858,1.11,0.778
27,0.0041,0.0463,1.909,1.128,0.803
28,0.0049,0.0585,1.935,1.142,0.816
29,0.0057,0.0709,1.941,1.148,0.817
30,0.0064,0.0834,1.94,1.15,0.816
31,0.0071,0.0958,1.937,1.149,0.814
32,0.0079,0.1042,2.463,1.123,1.067
33,0.0087,0.1074,2.415,0.851,0.92
34,0.0096,0.1085,2.243,1.415,0.834
35,0.0103,0.1088,2.436,0.97,0.857
36,0.011,0.1088,2.192,1.358,0.756
37,0.0117,0.1088,2.43,1.112,0.815
38,0.0124,0.1087,2.519,1.209,0.825
39,0.0131,0.1085,2.555,1.308,0.813
40,0.0137,0.1084,2.557,1.404,0.787
41,0.0146,0.1084,2.04,1.237,0.628
42,0.0153,0.1083,1.783,1.177,0.606
43,0.0161,0.1083,1.882,1.199,0.583
44,0.0168,0.1083,1.893,1.21,0.582
45,0.0174,0.1083,1.748,1.154,0.593
46,0.0181,0.1082,1.867,1.217,0.579
47,0.0188,0.1082,1.874,1.226,0.577
48,0.0194,0.1082,1.875,1.232,0.576
49,0.02,0.1082,1.732,1.14,0.588
50,0.0206,0.1082,1.853,1.241,0.574
51,0.0212,0.1081,1.86,1.25,0.577
52,0.0218,0.1081,1.864,1.256,0.572
53,0.0224,0.1081,1.864,1.259,0.57
54,0.0208,0.108,2.221,1.466,0.694
55,0.0214,0.1079,1.994,1.383,0.591
56,0.0205,0.1079,1.332,1.197,0.0
57,0.021,0.1078,1.983,1.473,0.594
58,0.0319,0.1079,5.459,2.38,2.336
59,0.044,0.108,5.694,2.19,2.688
60,0.0559,0.1081,5.534,2.183,2.73
61,0.0677,0.1082,5.422,2.198,2.821
62,0.0795,0.1083,5.33,2.215,2.947
63,0.091,0.1085,5.364,2.282,3.03
64,0.1006,0.1087,5.682,2.355,3.204
65,0.1097,0.1088,5.629,2.328,3.152
66,0.1148,0.109,9.703,3.336,4.363
67,0.1151,0.109,14.319,4.15,6.825
68,0.1152,0.1091,13.445,3.984,6.323
69,0.1192,0.1092,7.42,3.949,3.627
70,0.1238,0.1095,9.511,2.931,4.483
71,0.1287,0.1097,6.718,2.423,3.165
72,0.1351,0.11,10.881,4.156,5.014
73,0.1402,0.1103,10.006,5.044,4.539
74,0.1452,0.1107,7.131,4.387,3.208
75,0.1519,0.111,8.652,5.625,3.854
76,0.1583,0.1113,8.148,5.317,3.577
77,0.1673,0.1116,9.212,6.18,4.035
78,0.1755,0.1119,7.619,4.987,3.295
79,0.1839,0.1123,6.976,4.555,2.998
80,0.1947,0.1126,4.055,2.691,1.813
81,0.2111,0.1129,7.258,4.451,3.196
82,0.2273,0.1132,8.442,5.221,3.424
83,0.2431,0.1135,7.616,4.724,3.051
84,0.2578,0.1138,5.377,3.34,2.263
85,0.273,0.1141,8.219,5.173,3.046
86,0.2878,0.1145,8.314,5.252,3.022
87,0.3022,0.1148,8.27,5.244,2.954
88,0.3162,0.1151,8.246,5.247,2.919
89,0.3297,0.1154,8.227,5.249,2.89
90,0.3425,0.1158,7.393,4.728,2.578
91,0.3551,0.1161,8.177,5.242,2.853
92,0.3674,0.1164,8.21,5.245,2.885
93,0.3794,0.1168,8.247,5.205,2.961
94,0.3913,0.1171,8.302,5.162,3.058
95,0.403,0.1175,8.384,5.107,3.202
96,0.4147,0.1179,8.407,5.083,3.252
97,0.4259,0.1182,8.38,5.075,3.229
98,0.4367,0.1186,8.358,5.067,3.215
99,0.4463,0.1189,8.208,4.949,3.407
100,0.4542,0.1192,8.036,4.915,4.223
101,0.4602,0.1194,8.745,5.09,5.567
102,0.4657,0.1196,8.587,5.171,5.446
103,0.4717,0.1198,8.592,5.077,5.495
104,0.4775,0.12,8.642,5.091,5.555
105,0.4829,0.1202,8.45,5.119,5.434
106,0.4899,0.1204,8.06,4.736,6.046
107,0.4952,0.1206,4.154,3.652,0.0
108,0.4997,0.1208,8.284,5.047,5.404
109,0.5053,0.121,8.436,5.066,5.541
110,0.5109,0.1212,8.471,5.077,5.601
111,0.5163,0.1215,8.476,5.078,5.645
112,0.5219,0.1217,8.6,5.028,5.771
113,0.5276,0.1219,8.654,4.865,5.952
114,0.5331,0.1222,8.605,4.748,6.096
115,0.5385,0.1224,8.309,4.633,6.155
116,0.5436,0.1226,4.122,3.622,0.0
117,0.5486,0.1229,8.655,4.715,6.511
118,0.5537,0.1231,4.11,3.614,0.0
119,0.5581,0.1233,9.331,5.021,6.723
120,0.5636,0.1236,8.627,4.787,6.204
121,0.5694,0.1238,8.651,4.784,7.189
122,0.5735,0.124,8.909,5.018,6.434
123,0.578,0.1242,8.625,4.963,6.228
124,0.5837,0.1245,9.191,4.722,7.336
125,0.5892,0.1247,8.613,4.679,7.4
126,0.5945,0.125,4.275,3.766,0.0
127,0.599,0.1252,9.302,4.787,7.277
128,0.6046,0.1255,9.225,4.667,7.346
129,0.6105,0.1258,8.571,4.717,6.966
130,0.6155,0.126,9.527,5.205,6.586
131,0.6221,0.1263,9.488,4.962,6.825
132,0.629,0.1266,8.677,4.78,6.939
133,0.6379,0.1269,7.896,3.528,6.575
134,0.6472,0.1272,2.857,2.431,0.0
135,0.6532,0.1275,9.448,4.996,6.973
136,0.6609,0.1278,9.354,4.737,7.147
137,0.6697,0.1282,8.043,3.983,6.91
138,0.6776,0.1285,4.258,3.808,0.0
139,0.6848,0.1288,9.302,4.741,7.177
140,0.6965,0.1292,7.927,2.726,6.608
141,0.7055,0.1296,8.581,4.336,7.121
142,0.7151,0.13,7.725,4.337,6.716
143,0.7243,0.1304,4.314,3.922,0.0
144,0.7329,0.1302,7.387,6.143,4.335
