step,cos,z,f_thumb,f_index,f_middle
145,0.7434,0.1307,9.071,4.914,7.164
146,0.7547,0.1309,7.99,5.675,5.58
147,0.765,0.1313,8.019,4.975,6.228
148,0.7794,0.1315,5.018,3.011,4.123
149,0.7895,0.1312,7.72,7.076,2.314
150,0.7907,0.1309,6.267,3.955,3.139
151,0.7911,0.1306,6.081,3.984,2.918
152,0.791,0.1303,6.009,4.621,1.76
153,0.7918,0.1302,7.011,3.155,4.976
154,0.7945,0.1299,4.609,3.265,1.386
155,0.7959,0.1296,4.8,3.357,1.785
156,0.792,0.1296,8.748,6.043,4.233
157,0.8016,0.1297,4.813,2.829,2.244
158,0.8084,0.1297,4.787,3.047,2.476
159,0.8137,0.1296,5.237,3.614,1.993
160,0.8185,0.1294,3.995,3.968,0.0
161,0.8221,0.1293,4.99,3.527,1.732
162,0.8241,0.1292,6.076,5.952,0.0
163,0.8252,0.1291,7.787,7.313,0.63
164,0.8245,0.1289,6.956,4.902,2.226
165,0.8246,0.1286,6.254,4.961,1.765
166,0.8255,0.1286,7.665,3.642,5.389
167,0.8264,0.1284,5.698,4.262,2.176
168,0.8259,0.1281,6.257,4.259,2.364
169,0.8253,0.1279,6.315,5.029,1.652
170,0.8251,0.1278,6.392,4.928,2.071
171,0.8245,0.1276,6.746,5.324,1.732
172,0.8208,0.1273,8.631,6.276,2.878
173,0.8207,0.1271,4.515,3.568,2.718
174,0.8238,0.127,4.63,3.437,1.527
175,0.8268,0.1269,3.753,3.796,0.0
176,0.8293,0.1268,4.924,3.57,1.572
177,0.829,0.1268,10.222,8.517,1.84
178,0.8306,0.1267,7.206,5.908,1.491
179,0.8319,0.1267,9.272,8.487,0.909
180,0.831,0.1266,6.695,5.279,1.615
181,0.8302,0.1264,4.62,4.123,1.59
182,0.8336,0.1264,5.692,1.785,3.87
183,0.8344,0.1265,8.803,4.347,4.403
184,0.8347,0.1265,9.216,4.351,4.747
185,0.8328,0.1265,9.143,5.94,3.971
186,0.8318,0.1265,9.282,6.173,3.835
187,0.8344,0.1266,7.491,5.484,2.357
188,0.8377,0.1265,3.485,3.368,0.0
189,0.8397,0.1265,4.544,3.423,1.43
190,0.8404,0.1265,6.833,5.502,1.487
191,0.8401,0.1264,8.646,7.953,0.862
192,0.838,0.1263,7.665,5.631,2.237
193,0.8375,0.1261,6.411,5.445,1.899
194,0.8371,0.126,6.367,5.053,2.412
195,0.8364,0.126,6.421,5.168,2.247
196,0.8366,0.1259,5.841,3.86,2.936
197,0.8349,0.1258,6.735,5.572,1.457
198,0.8345,0.1258,5.769,4.05,2.696
199,0.8337,0.1258,6.471,4.641,2.729
200,0.8313,0.1258,7.304,5.389,1.898
201,0.8258,0.1255,7.021,5.362,2.367
202,0.8304,0.1256,6.436,6.413,0.65
203,0.8321,0.1256,6.12,4.85,1.604
204,0.8328,0.1256,8.305,6.991,1.438
205,0.8341,0.1256,9.492,9.461,0.0
206,0.8351,0.1256,8.481,6.124,2.344
207,0.8373,0.1257,9.661,7.271,2.426
208,0.8381,0.1256,6.536,4.992,1.736
209,0.8396,0.1256,6.394,6.492,0.247
210,0.8408,0.1256,10.059,8.692,1.442
211,0.8422,0.1256,5.965,3.885,2.962
212,0.845,0.1257,8.321,3.354,5.033
213,0.844,0.1256,5.027,2.088,2.925
214,0.842,0.1256,5.902,4.008,1.84
215,0.8471,0.1257,5.812,4.111,2.573
216,0.8499,0.1258,8.35,7.384,1.575
217,0.8519,0.1257,4.63,3.5,1.503
218,0.8532,0.1257,4.477,3.348,1.372
219,0.8529,0.1257,8.531,7.182,1.491
220,0.8525,0.1257,9.884,9.813,0.0
221,0.8491,0.1255,5.758,4.999,0.867
222,0.8526,0.1255,4.884,2.118,2.878
223,0.8557,0.1255,1.996,1.7,0.0
224,0.855,0.1255,3.418,2.849,1.308
225,0.8576,0.1255,2.087,1.777,0.0
226,0.8564,0.1254,5.053,3.296,1.673
227,0.854,0.1253,5.145,3.959,1.503
228,0.8451,0.125,6.854,6.935,0.0
229,0.8422,0.1249,4.216,3.33,0.983
230,0.8439,0.1249,3.656,3.548,0.0
231,0.8454,0.1249,4.454,3.414,1.344
232,0.8452,0.1249,8.259,6.994,1.477
233,0.8464,0.1249,8.911,8.149,0.828
234,0.8521,0.1252,8.017,7.231,2.299
235,0.8506,0.1251,8.03,6.012,2.118
236,0.8522,0.1251,3.938,3.832,0.0
237,0.8555,0.1251,4.93,2.011,2.769
238,0.8552,0.125,5.298,2.565,2.566
239,0.8521,0.1249,5.593,3.971,2.209
240,0.8481,0.1248,6.607,4.77,2.391
241,0.8523,0.1249,4.657,3.75,1.55
242,0.8536,0.1249,8.86,8.351,0.584
243,0.8573,0.125,4.188,3.413,0.851
244,0.8586,0.125,3.867,3.759,0.0
245,0.8582,0.125,10.194,9.28,1.081
246,0.8589,0.1251,8.924,8.336,0.759
247,0.8588,0.125,7.432,5.197,2.678
248,0.8585,0.125,7.357,6.156,2.109
249,0.8577,0.125,7.183,6.144,1.926
