step,cos,z,f_thumb,f_index,f_middle
0,-0.0005,0.0124,9.39,5.661,3.439
1,-0.0002,0.0124,4.52,3.68,1.889
2,-0.0001,0.0124,4.78,4.238,1.83
3,0.0,0.0124,5.359,5.135,1.878
4,0.0001,0.0124,5.96,6.088,1.903
5,0.0002,0.0124,6.483,6.892,1.937
6,0.0002,0.0124,6.867,7.571,1.967
7,0.0002,0.0124,7.098,8.128,1.982
8,0.0003,0.0124,7.268,8.646,1.942
9,0.0003,0.0124,7.389,9.114,1.912
10,0.0003,0.0124,7.5,9.544,1.888
11,0.0003,0.0124,7.601,9.956,1.876
12,0.0003,0.0124,7.693,10.339,1.864
13,0.0003,0.0124,7.773,10.715,1.856
14,0.0004,0.0124,7.849,11.062,1.848
15,0.0004,0.0124,7.915,11.403,1.84
16,0.0004,0.0124,7.975,11.731,1.831
17,0.0004,0.0124,8.01,12.022,1.831
18,0.0005,0.0124,8.05,12.359,1.801
19,0.0005,0.0124,8.078,12.66,1.772
20,0.0005,0.0124,8.101,12.93,1.763
21,0.0005,0.0124,8.104,13.143,1.772
22,0.0005,0.0124,8.105,13.357,1.778
23,0.0006,0.0124,8.105,13.53,1.804
24,0.0016,0.0145,3.88,2.493,1.331
25,0.0016,0.0225,3.38,2.278,1.093
26,0.0018,0.0333,3.07,2.178,0.909
27,0.0025,0.0451,2.889,2.096,0.818
28,0.0034,0.0572,2.791,2.042,0.776
29,0.0043,0.0696,2.738,2.008,0.758
30,0.0052,0.0819,2.704,1.983,0.749
31,0.0061,0.0943,2.679,1.962,0.744
32,0.009,0.1028,2.792,2.186,0.66
33,0.0098,0.106,2.422,1.745,0.714
34,0.0098,0.1071,2.469,1.75,0.747
35,0.0106,0.1074,2.504,1.756,0.769
36,0.0113,0.1075,2.532,1.763,0.789
37,0.012,0.1075,2.541,1.762,0.797
38,0.0126,0.1074,2.537,1.755,0.799
39,0.0132,0.1073,2.528,1.745,0.799
40,0.0138,0.1072,2.515,1.735,0.797
41,0.0144,0.1072,2.504,1.724,0.795
42,0.0149,0.1071,2.492,1.714,0.793
43,0.0155,0.107,2.48,1.704,0.791
44,0.016,0.1069,2.468,1.694,0.789
45,0.0165,0.1069,2.457,1.685,0.788
46,0.017,0.1068,2.446,1.675,0.787
47,0.0175,0.1068,2.437,1.665,0.785
48,0.0179,0.1067,2.426,1.657,0.784
49,0.0184,0.1066,2.418,1.649,0.783
50,0.0188,0.1066,2.408,1.641,0.781
51,0.0192,0.1065,2.4,1.633,0.78
52,0.0196,0.1065,2.392,1.626,0.778
53,0.02,0.1064,2.383,1.619,0.777
54,0.0204,0.1063,2.376,1.612,0.776
55,0.0208,0.1063,2.369,1.605,0.773
56,0.0211,0.1062,2.361,1.599,0.774
57,0.0215,0.1062,2.355,1.593,0.773
58,0.0361,0.1064,5.845,3.128,2.801
59,0.049,0.1065,7.593,5.22,3.354
60,0.069,0.1064,1.405,0.0,0.873
61,0.086,0.1067,7.835,4.977,5.068
62,0.115,0.1072,6.791,2.85,4.104
63,0.1423,0.1078,6.567,2.951,4.059
64,0.1689,0.1084,6.558,3.012,4.084
65,0.1946,0.109,6.716,3.317,4.232
66,0.2193,0.1096,6.429,3.369,4.136
67,0.2436,0.1103,4.69,0.0,4.385
68,0.2686,0.1109,6.17,2.63,3.79
69,0.2936,0.1115,5.91,2.379,3.487
70,0.3172,0.1121,6.231,2.433,3.781
71,0.3419,0.1128,5.687,2.603,3.235
72,0.3657,0.1135,5.814,3.505,3.601
73,0.3904,0.1142,5.372,3.33,3.023
74,0.4142,0.1149,5.127,3.061,2.829
75,0.4372,0.1157,4.889,2.787,2.694
76,0.4595,0.1162,5.88,0.766,5.371
77,0.4808,0.1169,4.632,1.854,3.26
78,0.5014,0.1175,4.829,1.452,3.684
79,0.5217,0.1179,6.557,0.744,5.712
80,0.5404,0.1183,6.682,2.19,4.937
81,0.5585,0.1186,6.578,2.521,4.387
82,0.5754,0.1189,7.263,3.637,3.927
83,0.591,0.1191,8.513,5.027,3.651
84,0.606,0.1193,8.565,5.169,3.455
85,0.6202,0.1195,8.536,5.244,3.307
86,0.6336,0.1198,8.55,5.318,3.249
87,0.6463,0.12,8.592,5.392,3.255
88,0.6582,0.1203,8.571,5.433,3.219
89,0.6693,0.1205,8.368,5.402,3.03
90,0.6798,0.1208,8.146,5.369,2.83
91,0.6902,0.1212,9.415,6.187,3.274
92,0.7012,0.1215,2.689,0.0,2.319
93,0.7079,0.1217,2.618,0.0,2.106
94,0.7132,0.1219,10.263,5.636,6.727
95,0.7198,0.1223,9.523,5.19,4.921
96,0.7259,0.1227,9.43,5.15,4.913
97,0.7298,0.1229,9.787,5.505,6.363
98,0.7334,0.1232,8.207,3.92,4.258
99,0.7355,0.1233,8.735,4.192,4.942
100,0.7369,0.1235,8.762,3.899,5.186
101,0.7382,0.1236,8.736,3.852,5.189
102,0.7394,0.1237,8.715,3.812,5.197
103,0.7407,0.1236,8.54,3.631,5.188
104,0.7422,0.1237,8.403,3.406,4.993
105,0.7442,0.1238,8.014,3.168,4.778
106,0.7474,0.1237,7.241,3.451,4.816
107,0.7512,0.1236,6.733,3.827,5.078
108,0.7566,0.1239,7.429,5.275,4.223
109,0.7587,0.1242,8.083,3.209,4.812
110,0.7622,0.1242,7.006,4.278,4.968
111,0.7668,0.1243,7.297,4.984,4.417
112,0.77,0.1246,8.383,4.457,3.914
113,0.7732,0.1249,7.324,4.277,4.97
114,0.7766,0.1252,7.157,4.391,5.076
115,0.7793,0.1255,7.301,3.866,5.006
116,0.7819,0.1254,7.266,4.094,4.856
117,0.7855,0.1255,7.146,4.372,5.088
118,0.7882,0.1254,6.952,4.187,5.014
119,0.7923,0.1255,7.134,4.265,5.181
120,0.7963,0.1257,7.308,4.816,4.731
121,0.7992,0.1256,7.051,4.296,5.034
122,0.805,0.1259,7.498,4.868,4.967
123,0.8099,0.1262,7.326,4.601,5.087
124,0.8109,0.1262,7.778,3.208,4.892
125,0.8135,0.1264,7.392,4.164,5.33
126,0.8152,0.1263,7.471,4.331,4.913
127,0.8191,0.1264,5.972,0.0,5.609
128,0.8228,0.1265,7.385,4.533,5.276
129,0.8255,0.1265,7.275,4.483,5.173
130,0.8266,0.1263,7.383,4.129,4.992
131,0.8314,0.1265,7.461,4.931,4.937
132,0.8347,0.1268,7.368,4.245,5.575
133,0.8382,0.1268,7.637,4.89,5.241
134,0.8423,0.1271,8.224,5.612,5.195
135,0.844,0.1272,8.337,5.312,5.207
136,0.8454,0.1272,8.765,5.412,5.032
137,0.849,0.1271,8.592,6.142,5.021
