step,cos,z,f_thumb,f_index,f_middle
138,0.8538,0.1273,8.428,5.9,5.191
139,0.8562,0.1272,8.32,6.007,4.858
140,0.8604,0.1273,8.413,6.171,4.868
141,0.8637,0.1276,8.245,5.548,5.475
142,0.8664,0.1278,7.212,5.1,4.499
143,0.8669,0.1275,7.343,6.039,2.815
144,0.8688,0.1277,7.938,5.004,5.072
145,0.8698,0.1277,8.903,5.363,4.771
146,0.8736,0.1274,8.225,6.498,3.958
147,0.8771,0.1277,8.3,5.625,5.546
148,0.8802,0.128,7.753,5.272,5.221
149,0.8819,0.128,7.513,5.734,4.148
150,0.8838,0.1282,7.739,5.249,5.269
151,0.8839,0.128,7.212,6.311,1.818
152,0.886,0.1282,8.275,4.928,5.553
153,0.8855,0.1279,8.583,5.547,3.272
154,0.8896,0.1281,8.219,5.579,5.619
155,0.8895,0.128,8.993,5.618,4.204
156,0.8936,0.1277,6.972,6.188,1.967
157,0.8952,0.1277,5.647,4.881,1.972
158,0.8958,0.1279,9.594,5.047,5.222
159,0.8962,0.1277,8.871,4.55,4.61
160,0.8975,0.1278,6.081,4.845,3.143
161,0.8982,0.1279,8.938,3.6,5.76
162,0.8971,0.1275,7.598,6.111,1.609
163,0.8982,0.1277,9.947,5.451,5.942
164,0.8993,0.1276,8.667,5.181,5.166
165,0.9032,0.1274,6.939,6.101,2.444
166,0.9038,0.1276,5.929,4.494,3.399
167,0.9055,0.1276,6.842,5.728,3.108
168,0.909,0.1273,7.269,6.689,1.266
169,0.9095,0.1275,9.74,5.005,5.888
170,0.9115,0.1276,8.306,5.133,6.079
171,0.9123,0.1277,6.935,4.685,4.135
172,0.9118,0.1278,6.027,3.674,2.629
173,0.9101,0.1276,6.38,3.994,2.539
174,0.9104,0.1277,5.842,4.481,2.764
175,0.9085,0.1277,5.79,3.166,2.766
176,0.9065,0.1274,6.408,4.119,2.413
177,0.9065,0.1274,6.404,4.898,2.49
178,0.9045,0.127,7.246,5.254,2.159
179,0.9042,0.1272,7.403,3.643,4.047
180,0.9021,0.1269,6.956,4.837,2.229
181,0.9032,0.1271,9.549,6.495,5.248
182,0.9046,0.127,10.115,7.613,4.238
183,0.908,0.1273,8.923,6.109,6.42
184,0.9087,0.127,8.15,7.611,1.142
185,0.9113,0.1273,8.871,5.684,6.686
186,0.9119,0.1273,9.529,5.646,5.296
187,0.9152,0.1274,8.641,6.616,5.406
188,0.9145,0.1271,8.094,7.27,1.124
189,0.9155,0.1274,9.893,6.119,6.117
190,0.9173,0.1272,11.036,9.438,4.595
191,0.9199,0.1273,9.809,7.576,5.589
192,0.9242,0.1275,7.131,5.057,4.97
193,0.9259,0.1274,7.522,7.19,1.254
194,0.9246,0.1275,10.309,4.792,5.731
195,0.9272,0.1277,10.007,7.811,6.164
196,0.9293,0.1278,8.108,5.261,5.505
197,0.9317,0.128,7.884,6.472,4.506
198,0.9326,0.1279,7.095,6.754,1.76
199,0.9319,0.1278,7.024,5.9,1.547
200,0.9327,0.1279,10.337,7.167,5.161
201,0.9357,0.1282,8.454,6.468,5.311
202,0.9365,0.1282,9.612,6.288,4.597
203,0.9373,0.128,7.932,7.691,1.529
204,0.9362,0.1279,6.702,5.168,1.704
205,0.9365,0.1281,5.793,4.898,3.033
206,0.9344,0.1281,7.305,5.175,2.318
207,0.9336,0.1279,11.282,7.554,3.956
208,0.9362,0.1276,7.406,7.343,1.192
209,0.9371,0.1278,6.635,4.319,4.518
210,0.9328,0.1274,7.004,4.591,2.921
211,0.9347,0.1277,7.99,7.388,3.104
212,0.9344,0.1275,11.311,8.01,3.65
213,0.936,0.1278,12.109,7.843,4.968
214,0.9377,0.1279,9.455,8.623,3.752
215,0.9388,0.1276,8.479,6.089,3.151
216,0.9409,0.1274,8.015,8.086,0.961
217,0.9416,0.1276,8.19,6.317,4.62
218,0.9424,0.1275,11.321,8.667,3.763
219,0.9437,0.1276,12.543,8.781,4.085
220,0.9458,0.1274,8.046,8.124,0.912
221,0.9479,0.1276,6.59,6.638,0.0
222,0.9453,0.1277,7.42,4.793,2.665
223,0.9461,0.1278,9.381,7.106,4.311
224,0.9436,0.1274,9.082,5.322,4.52
225,0.9464,0.1276,6.713,5.892,3.142
226,0.9436,0.1277,6.128,3.381,3.225
227,0.9431,0.1277,8.109,7.29,1.604
228,0.945,0.1276,11.189,9.756,3.346
229,0.9464,0.1279,11.857,7.629,5.114
230,0.948,0.1281,10.07,7.902,4.303
231,0.9474,0.1279,11.314,7.972,3.529
232,0.9488,0.1281,12.151,8.209,4.592
233,0.9497,0.1279,10.422,9.701,1.028
234,0.9509,0.1283,11.717,7.582,4.986
235,0.9514,0.1283,11.132,9.086,2.147
236,0.9526,0.1281,9.624,9.727,0.787
237,0.9543,0.1285,10.592,7.338,5.373
238,0.9539,0.1282,9.576,5.936,3.674
239,0.956,0.1284,6.823,4.41,4.839
240,0.9532,0.1283,5.758,3.454,3.01
241,0.9502,0.1282,5.886,3.211,3.188
242,0.947,0.1282,6.864,3.796,3.064
243,0.9459,0.128,9.224,7.96,1.387
244,0.947,0.1278,11.062,8.768,3.472
245,0.949,0.1277,11.244,9.784,3.398
246,0.9514,0.1279,9.107,5.798,4.73
247,0.9505,0.1279,5.699,3.482,2.359
248,0.947,0.1279,6.744,3.751,3.086
249,0.9464,0.1277,9.093,8.032,1.197
