step,cos,z,f_thumb,f_index,f_middle
0,0.0006,0.0124,10.414,48.847,0.0
1,0.0005,0.0124,4.586,5.506,0.0
2,0.0005,0.0124,4.347,4.037,0.0
3,0.0006,0.0124,4.528,4.242,0.0
4,0.0006,0.0124,4.748,4.476,0.0
5,0.0007,0.0124,4.937,4.688,0.0
6,0.0007,0.0124,5.092,4.884,0.0
7,0.0008,0.0124,5.207,5.05,0.0
8,0.0008,0.0124,5.292,5.18,0.0
9,0.0008,0.0124,5.37,5.311,0.0
10,0.001,0.0124,5.719,5.766,0.89
11,0.0012,0.0124,5.785,5.926,0.891
12,0.0012,0.0124,5.833,5.99,0.863
13,0.0012,0.0124,5.874,6.001,0.834
14,0.0012,0.0124,5.919,5.912,0.788
15,0.0012,0.0124,5.936,5.822,0.761
16,0.0012,0.0124,5.961,5.7,0.751
17,0.0012,0.0124,6.007,5.493,0.756
18,0.0011,0.0124,6.059,5.302,0.814
19,0.001,0.0124,6.098,5.141,0.876
20,0.001,0.0124,6.143,4.992,0.933
21,0.0009,0.0124,6.175,4.767,1.029
22,0.0008,0.0124,6.206,4.41,1.217
23,0.0007,0.0124,6.225,4.147,1.393
24,0.0018,0.015,2.035,0.87,0.855
25,0.0026,0.0234,1.805,1.114,0.748
26,0.0034,0.0344,1.858,1.11,0.778
27,0.0041,0.0463,1.909,1.128,0.803
28,0.0049,0.0585,1.935,1.142,0.816
29,0.0057,0.0709,1.941,1.149,0.817
30,0.0064,0.0834,1.94,1.15,0.816
31,0.0071,0.0958,1.937,1.149,0.814
32,0.0079,0.1042,2.463,1.123,1.067
33,0.0087,0.1074,2.415,0.851,0.92
34,0.0096,0.1085,2.243,1.415,0.834
35,0.0103,0.1088,2.436,0.969,0.857
36,0.011,0.1088,2.192,1.358,0.756
37,0.0118,0.1088,2.43,1.112,0.815
38,0.0124,0.1087,2.519,1.209,0.825
39,0.0131,0.1085,2.555,1.308,0.813
40,0.0137,0.1084,2.557,1.404,0.787
41,0.0146,0.1084,2.04,1.237,0.628
42,0.0153,0.1083,1.783,1.177,0.606
43,0.0161,0.1083,1.882,1.198,0.583
44,0.0168,0.1083,1.893,1.209,0.582
45,0.0174,0.1083,1.748,1.154,0.593
46,0.0181,0.1082,1.867,1.217,0.579
47,0.0188,0.1082,1.874,1.226,0.578
48,0.0194,0.1082,1.875,1.231,0.576
49,0.02,0.1082,1.732,1.137,0.591
50,0.0206,0.1082,1.853,1.241,0.573
51,0.0212,0.1081,1.861,1.251,0.573
52,0.0218,0.1081,1.863,1.255,0.575
53,0.0224,0.1081,1.863,1.257,0.573
54,0.0217,0.108,2.1,1.478,0.637
55,0.0216,0.1079,2.143,1.47,0.629
56,0.0214,0.1079,2.09,1.477,0.62
57,0.0209,0.1078,2.02,1.435,0.587
58,0.033,0.1079,2.244,1.764,1.174
59,0.0403,0.108,8.445,3.172,3.544
60,0.0478,0.108,8.518,3.183,3.596
61,0.0553,0.1081,8.361,3.255,3.574
62,0.0629,0.1082,8.225,3.397,3.575
63,0.0707,0.1083,8.092,3.446,3.603
64,0.0781,0.1084,9.727,3.868,4.515
65,0.0854,0.1086,10.891,3.961,5.295
66,0.0929,0.1087,10.855,4.122,5.243
67,0.0981,0.1088,12.108,4.659,5.874
68,0.1058,0.109,10.409,5.913,4.885
69,0.1141,0.1092,10.422,5.037,4.855
70,0.1226,0.1094,10.212,6.058,4.677
71,0.1315,0.1096,10.15,6.162,4.597
